Base.Device Id,Base.Adjusted Dt,Base.Lat,Base.Long,normalized_timestamp
HAMILTON ISLAND-MELBOURNE,06-01-2022 01:00,-37.8142,144.9632,0.04
HAMILTON ISLAND-MELBOURNE,07-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-MELBOURNE,07-01-2022 01:00,-37.8142,144.9632,0.04
HAMILTON ISLAND-MELBOURNE,08-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-MELBOURNE,08-01-2022 01:00,-37.8142,144.9632,0.04
HAMILTON ISLAND-SYDNEY,07-01-2014 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2014 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2014 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2014 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,09-01-2014 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,09-01-2014 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,10-01-2014 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,10-01-2014 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,11-01-2014 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,11-01-2014 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,12-01-2014 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,12-01-2014 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,01-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,01-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,02-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,02-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,03-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,03-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,04-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,04-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,05-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,05-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,06-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,06-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,07-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,09-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,09-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,10-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,10-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,11-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,11-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,12-01-2015 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,12-01-2015 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,01-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,01-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,02-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,02-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,03-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,03-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,04-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,04-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,05-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,05-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,06-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,06-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,07-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,09-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,09-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,10-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,10-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,11-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,11-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,12-01-2016 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,12-01-2016 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,01-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,01-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,02-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,02-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,03-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,03-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,04-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,04-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,05-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,05-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,06-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,06-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,07-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,09-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,09-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,10-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,10-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,11-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,11-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,12-01-2017 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,12-01-2017 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,01-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,01-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,02-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,02-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,03-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,03-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,04-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,04-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,05-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,05-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,06-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,06-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,07-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,09-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,09-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,10-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,10-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,11-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,11-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,12-01-2018 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,12-01-2018 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,01-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,01-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,02-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,02-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,03-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,03-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,04-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,04-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,05-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,05-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,06-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,06-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,07-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,09-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,09-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,10-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,10-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,11-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,11-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,12-01-2019 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,12-01-2019 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,01-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,01-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,02-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,02-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,03-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,03-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,04-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,04-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,05-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,05-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,06-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,06-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,07-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,09-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,09-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,10-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,10-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,11-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,11-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,12-01-2020 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,12-01-2020 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,01-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,01-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,02-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,02-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,03-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,03-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,04-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,04-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,05-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,05-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,06-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,06-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,07-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,09-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,09-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,10-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,10-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,11-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,11-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,12-01-2021 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,12-01-2021 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,01-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,01-01-2022 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,02-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,02-01-2022 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,03-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,03-01-2022 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,04-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,04-01-2022 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,05-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,05-01-2022 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,06-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,06-01-2022 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,07-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,07-01-2022 01:00,-33.868,151.21,0.04
HAMILTON ISLAND-SYDNEY,08-01-2022 00:00,-20.35,148.95,0
HAMILTON ISLAND-SYDNEY,08-01-2022 01:00,-33.868,151.21,0.04
KALGOORLIE-PERTH,07-01-2014 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,07-01-2014 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,08-01-2014 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,08-01-2014 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,09-01-2014 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,09-01-2014 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,10-01-2014 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,10-01-2014 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,11-01-2014 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,11-01-2014 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,12-01-2014 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,12-01-2014 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,01-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,01-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,02-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,02-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,03-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,03-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,04-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,04-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,05-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,05-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,06-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,06-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,07-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,07-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,08-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,08-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,09-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,09-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,10-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,10-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,11-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,11-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,12-01-2015 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,12-01-2015 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,01-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,01-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,02-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,02-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,03-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,03-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,04-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,04-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,05-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,05-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,06-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,06-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,07-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,07-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,08-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,08-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,09-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,09-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,10-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,10-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,11-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,11-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,12-01-2016 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,12-01-2016 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,01-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,01-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,02-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,02-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,03-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,03-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,04-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,04-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,05-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,05-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,06-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,06-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,07-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,07-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,08-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,08-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,09-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,09-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,10-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,10-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,11-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,11-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,12-01-2017 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,12-01-2017 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,01-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,01-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,02-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,02-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,03-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,03-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,04-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,04-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,05-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,05-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,06-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,06-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,07-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,07-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,08-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,08-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,09-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,09-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,10-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,10-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,11-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,11-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,12-01-2018 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,12-01-2018 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,01-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,01-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,02-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,02-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,03-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,03-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,04-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,04-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,05-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,05-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,06-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,06-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,07-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,07-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,08-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,08-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,09-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,09-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,10-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,10-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,11-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,11-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,12-01-2019 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,12-01-2019 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,01-01-2020 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,01-01-2020 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,02-01-2020 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,02-01-2020 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,03-01-2020 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,03-01-2020 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,04-01-2020 00:00,-30.7532,121.4694,0
KALGOORLIE-PERTH,04-01-2020 01:00,-31.9527,115.8605,0.04
KALGOORLIE-PERTH,05-01-2020 00:00,-30.7532,121.4694,0
