Month of Month of Booking Date,Park,Park_Tourism_Region,Tr_Name,Year of Month of Booking Date,Visitors,month_year
February,Total,Gold Coast,Melbourne,2024,11,Feb-24
February,Total,Fraser Coast,Melbourne,2024,285,Feb-24
February,Total,Darling Downs,Melbourne,2024,3,Feb-24
February,Total,Central Queensland,Melbourne,2024,48,Feb-24
February,Total,Bundaberg,Melbourne,2024,2,Feb-24
February,Total,Brisbane,Melbourne,2024,4,Feb-24
February,Total,Fraser Coast,Mallee,2024,6,Feb-24
February,Total,Whitsundays,Mackay,2024,17,Feb-24
February,Total,Tropical North Queensland,Mackay,2024,12,Feb-24
February,Total,Townsville,Mackay,2024,28,Feb-24
February,Total,Sunshine Coast,Mackay,2024,83,Feb-24
February,Total,Outback,Mackay,2024,6,Feb-24
February,Total,Mackay,Mackay,2024,300,Feb-24
February,Total,Gold Coast,Mackay,2024,13,Feb-24
February,Total,Fraser Coast,Mackay,2024,86,Feb-24
February,Total,Darling Downs,Mackay,2024,27,Feb-24
February,Total,Central Queensland,Mackay,2024,96,Feb-24
February,Total,Bundaberg,Mackay,2024,4,Feb-24
February,Total,Brisbane,Mackay,2024,4,Feb-24
February,Total,Tropical North Queensland,Macedon,2024,18,Feb-24
February,Total,Sunshine Coast,Macedon,2024,25,Feb-24
February,Total,Fraser Coast,Macedon,2024,73,Feb-24
February,Total,Tropical North Queensland,Litchfield Kakadu Arnhem,2024,4,Feb-24
February,Total,Sunshine Coast,Limestone Coast,2024,14,Feb-24
February,Total,Fraser Coast,Launceston and the North,2024,4,Feb-24
February,Total,Darling Downs,Launceston and the North,2024,1,Feb-24
February,Total,Sunshine Coast,Lasseter,2024,9,Feb-24
February,Total,Mackay,Lasseter,2024,9,Feb-24
February,Total,Darling Downs,Lasseter,2024,20,Feb-24
February,Total,Sunshine Coast,Lakes,2024,14,Feb-24
February,Total,Gold Coast,Lakes,2024,2,Feb-24
February,Total,Fraser Coast,Lakes,2024,4,Feb-24
February,Total,Tropical North Queensland,Hunter,2024,2,Feb-24
February,Total,Sunshine Coast,Hunter,2024,35,Feb-24
February,Total,Mackay,Hunter,2024,1,Feb-24
February,Total,"Launceston, Tamar and the North",Hunter,2024,4,Feb-24
February,Total,Gold Coast,Hunter,2024,10,Feb-24
February,Total,Fraser Coast,Hunter,2024,207,Feb-24
February,Total,Darling Downs,Hunter,2024,14,Feb-24
February,Total,Central Queensland,Hunter,2024,12,Feb-24
February,Total,Bundaberg,Hunter,2024,2,Feb-24
February,Total,Brisbane,Hunter,2024,6,Feb-24
February,Total,Sunshine Coast,Hobart and the South,2024,29,Feb-24
February,Total,"Launceston, Tamar and the North",Hobart and the South,2024,2,Feb-24
February,Total,Fraser Coast,Hobart and the South,2024,17,Feb-24
February,Total,Brisbane,Hobart and the South,2024,3,Feb-24
February,Total,Tropical North Queensland,High Country,2024,23,Feb-24
February,Total,Sunshine Coast,High Country,2024,2,Feb-24
February,Total,"Launceston, Tamar and the North",High Country,2024,4,Feb-24
February,Total,Fraser Coast,High Country,2024,15,Feb-24
February,Total,Sunshine Coast,Great Ocean Road,2024,43,Feb-24
February,Total,Mackay,Great Ocean Road,2024,1,Feb-24
February,Total,Gold Coast,Great Ocean Road,2024,2,Feb-24
February,Total,Fraser Coast,Great Ocean Road,2024,41,Feb-24
February,Total,Sunshine Coast,Goulburn,2024,9,Feb-24
February,Total,Fraser Coast,Goulburn,2024,16,Feb-24
February,Total,Whitsundays,Gold Coast,2024,4,Feb-24
February,Total,Tropical North Queensland,Gold Coast,2024,8,Feb-24
February,Total,Townsville,Gold Coast,2024,4,Feb-24
February,Total,Sunshine Coast,Gold Coast,2024,1277,Feb-24
February,Total,Queensland Country,Gold Coast,2024,4,Feb-24
February,Total,Outback,Gold Coast,2024,2,Feb-24
February,Total,Mackay,Gold Coast,2024,6,Feb-24
February,Total,"Launceston, Tamar and the North",Gold Coast,2024,44,Feb-24
February,Total,Gold Coast,Gold Coast,2024,102,Feb-24
February,Total,Fraser Coast,Gold Coast,2024,643,Feb-24
February,Total,Darling Downs,Gold Coast,2024,120,Feb-24
February,Total,Central Queensland,Gold Coast,2024,26,Feb-24
February,Total,Brisbane,Gold Coast,2024,235,Feb-24
February,Total,Sunshine Coast,Gladstone,2024,8,Feb-24
February,Total,Mackay,Gladstone,2024,17,Feb-24
February,Total,Fraser Coast,Gladstone,2024,46,Feb-24
February,Total,Central Queensland,Gladstone,2024,89,Feb-24
February,Total,Tropical North Queensland,Gippsland,2024,17,Feb-24
February,Total,Townsville,Gippsland,2024,10,Feb-24
February,Total,Sunshine Coast,Gippsland,2024,15,Feb-24
February,Total,Fraser Coast,Gippsland,2024,87,Feb-24
February,Total,Sunshine Coast,Geelong and the Bellarine,2024,39,Feb-24
February,Total,Mackay,Geelong and the Bellarine,2024,2,Feb-24
February,Total,"Launceston, Tamar and the North",Geelong and the Bellarine,2024,7,Feb-24
February,Total,Gold Coast,Geelong and the Bellarine,2024,1,Feb-24
February,Total,Central Queensland,Geelong and the Bellarine,2024,2,Feb-24
February,Total,Brisbane,Geelong and the Bellarine,2024,12,Feb-24
February,Total,Tropical North Queensland,Fraser Coast,2024,24,Feb-24
February,Total,Townsville,Fraser Coast,2024,6,Feb-24
February,Total,Sunshine Coast,Fraser Coast,2024,500,Feb-24
February,Total,"Launceston, Tamar and the North",Fraser Coast,2024,24,Feb-24
February,Total,Gold Coast,Fraser Coast,2024,5,Feb-24
February,Total,Fraser Coast,Fraser Coast,2024,545,Feb-24
February,Total,Darling Downs,Fraser Coast,2024,31,Feb-24
February,Total,Central Queensland,Fraser Coast,2024,31,Feb-24
February,Total,Bundaberg,Fraser Coast,2024,2,Feb-24
February,Total,Brisbane,Fraser Coast,2024,5,Feb-24
February,Total,Fraser Coast,Flinders Ranges and Outback,2024,6,Feb-24
February,Total,Sunshine Coast,Fleurieu Peninsula,2024,12,Feb-24
February,Total,Mackay,Fleurieu Peninsula,2024,4,Feb-24
February,Total,Gold Coast,Fleurieu Peninsula,2024,5,Feb-24
February,Total,Fraser Coast,Fleurieu Peninsula,2024,42,Feb-24
February,Total,Central Queensland,Fleurieu Peninsula,2024,15,Feb-24
February,Total,Fraser Coast,Eyre Peninsula,2024,41,Feb-24
February,Total,Brisbane,Eyre Peninsula,2024,7,Feb-24
February,Total,Whitsundays,Destination Perth,2024,3,Feb-24
February,Total,Tropical North Queensland,Destination Perth,2024,38,Feb-24
February,Total,Townsville,Destination Perth,2024,1,Feb-24
February,Total,Sunshine Coast,Destination Perth,2024,38,Feb-24
February,Total,Gold Coast,Destination Perth,2024,10,Feb-24
February,Total,Fraser Coast,Destination Perth,2024,63,Feb-24
February,Total,Darling Downs,Destination Perth,2024,8,Feb-24
February,Total,Central Queensland,Destination Perth,2024,9,Feb-24
February,Total,Brisbane,Destination Perth,2024,6,Feb-24
February,Total,Whitsundays,Darwin,2024,3,Feb-24
February,Total,Tropical North Queensland,Darwin,2024,1,Feb-24
February,Total,Sunshine Coast,Darwin,2024,12,Feb-24
February,Total,Gold Coast,Darwin,2024,1,Feb-24
February,Total,Fraser Coast,Darwin,2024,18,Feb-24
February,Total,Darling Downs,Darwin,2024,6,Feb-24
February,Total,Central Queensland,Darwin,2024,5,Feb-24
February,Total,Sunshine Coast,Clare Valley,2024,1,Feb-24
February,Total,Sunshine Coast,Central NSW,2024,49,Feb-24
February,Total,Mackay,Central NSW,2024,2,Feb-24
February,Total,Fraser Coast,Central NSW,2024,49,Feb-24
February,Total,Fraser Coast,Central Murray,2024,9,Feb-24
February,Total,Darling Downs,Central Murray,2024,12,Feb-24
February,Total,Central Queensland,Central Murray,2024,6,Feb-24
February,Total,Sunshine Coast,Central Highlands,2024,2,Feb-24
February,Total,Townsville,Central Coast,2024,2,Feb-24
February,Total,Sunshine Coast,Central Coast,2024,64,Feb-24
February,Total,Fraser Coast,Central Coast,2024,116,Feb-24
February,Total,Central Queensland,Central Coast,2024,18,Feb-24
February,Total,Brisbane,Central Coast,2024,2,Feb-24
February,Total,Tropical North Queensland,Capricorn,2024,123,Feb-24
February,Total,Townsville,Capricorn,2024,28,Feb-24
February,Total,Sunshine Coast,Capricorn,2024,137,Feb-24
February,Total,Outback,Capricorn,2024,3,Feb-24
February,Total,Mackay,Capricorn,2024,92,Feb-24
February,Total,"Launceston, Tamar and the North",Capricorn,2024,,Feb-24
February,Total,Gold Coast,Capricorn,2024,4,Feb-24
February,Total,Fraser Coast,Capricorn,2024,112,Feb-24
February,Total,Darling Downs,Capricorn,2024,4,Feb-24
February,Total,Central Queensland,Capricorn,2024,896,Feb-24
February,Total,Bundaberg,Capricorn,2024,7,Feb-24
February,Total,Brisbane,Capricorn,2024,1,Feb-24
February,Total,Sunshine Coast,Capital Country,2024,17,Feb-24
February,Total,Fraser Coast,Capital Country,2024,48,Feb-24
February,Total,Tropical North Queensland,Canberra,2024,2,Feb-24
February,Total,Sunshine Coast,Canberra,2024,8,Feb-24
February,Total,Fraser Coast,Canberra,2024,67,Feb-24
February,Total,Darling Downs,Canberra,2024,2,Feb-24
February,Total,Central Queensland,Canberra,2024,2,Feb-24
February,Total,Tropical North Queensland,Bundaberg,2024,11,Feb-24
February,Total,Townsville,Bundaberg,2024,2,Feb-24
February,Total,Sunshine Coast,Bundaberg,2024,207,Feb-24
February,Total,Mackay,Bundaberg,2024,9,Feb-24
February,Total,"Launceston, Tamar and the North",Bundaberg,2024,49,Feb-24
February,Total,Fraser Coast,Bundaberg,2024,225,Feb-24
February,Total,Darling Downs,Bundaberg,2024,43,Feb-24
February,Total,Central Queensland,Bundaberg,2024,345,Feb-24
February,Total,Bundaberg,Bundaberg,2024,13,Feb-24
February,Total,Brisbane,Bundaberg,2024,5,Feb-24
February,Total,Whitsundays,Brisbane,2024,8,Feb-24
February,Total,Tropical North Queensland,Brisbane,2024,122,Feb-24
February,Total,Townsville,Brisbane,2024,20,Feb-24
February,Total,Sunshine Coast,Brisbane,2024,11258,Feb-24
February,Total,Queensland Country,Brisbane,2024,83,Feb-24
February,Total,Outback,Brisbane,2024,6,Feb-24
February,Total,Mackay,Brisbane,2024,62,Feb-24
February,Total,"Launceston, Tamar and the North",Brisbane,2024,1339,Feb-24
February,Total,Gold Coast,Brisbane,2024,380,Feb-24
February,Total,Fraser Coast,Brisbane,2024,3358,Feb-24
February,Total,Darling Downs,Brisbane,2024,1303,Feb-24
February,Total,Central Queensland,Brisbane,2024,393,Feb-24
February,Total,Bundaberg,Brisbane,2024,12,Feb-24
February,Total,Brisbane,Brisbane,2024,2398,Feb-24
February,Total,Sunshine Coast,Blue Mountains,2024,6,Feb-24
February,Total,Fraser Coast,Blue Mountains,2024,37,Feb-24
February,Total,Darling Downs,Blue Mountains,2024,8,Feb-24
February,Total,Tropical North Queensland,Bendigo Loddon,2024,17,Feb-24
February,Total,Sunshine Coast,Bendigo Loddon,2024,4,Feb-24
February,Total,Fraser Coast,Bendigo Loddon,2024,4,Feb-24
February,Total,Central Queensland,Bendigo Loddon,2024,1,Feb-24
February,Total,Sunshine Coast,Ballarat,2024,4,Feb-24
February,Total,Tropical North Queensland,Australia's South West,2024,8,Feb-24
February,Total,Sunshine Coast,Australia's South West,2024,11,Feb-24
February,Total,Outback,Australia's South West,2024,2,Feb-24
February,Total,Mackay,Australia's South West,2024,2,Feb-24
February,Total,Gold Coast,Australia's South West,2024,2,Feb-24
February,Total,Central Queensland,Australia's South West,2024,7,Feb-24
February,Total,Tropical North Queensland,Australia's North West,2024,4,Feb-24
February,Total,Sunshine Coast,Australia's Golden Outback,2024,6,Feb-24
February,Total,Mackay,Australia's Golden Outback,2024,12,Feb-24
February,Total,Fraser Coast,Australia's Golden Outback,2024,3,Feb-24
February,Total,Sunshine Coast,Australia's Coral Coast,2024,8,Feb-24
February,Total,Mackay,Australia's Coral Coast,2024,1,Feb-24
February,Total,Fraser Coast,Australia's Coral Coast,2024,3,Feb-24
February,Total,Tropical North Queensland,Adelaide,2024,35,Feb-24
February,Total,Sunshine Coast,Adelaide,2024,5,Feb-24
February,Total,"Launceston, Tamar and the North",Adelaide,2024,3,Feb-24
February,Total,Gold Coast,Adelaide,2024,12,Feb-24
February,Total,Fraser Coast,Adelaide,2024,39,Feb-24
February,Total,Bundaberg,Adelaide,2024,1,Feb-24
February,Total,Brisbane,Adelaide,2024,2,Feb-24
March,Total,Tropical North Queensland,Yarra Valley and Dandenong Ranges,2024,2,Mar-24
March,Total,Sunshine Coast,Yarra Valley and Dandenong Ranges,2024,25,Mar-24
March,Total,Mackay,Yarra Valley and Dandenong Ranges,2024,3,Mar-24
March,Total,Fraser Coast,Yarra Valley and Dandenong Ranges,2024,62,Mar-24
March,Total,Darling Downs,Yarra Valley and Dandenong Ranges,2024,12,Mar-24
March,Total,Central Queensland,Yarra Valley and Dandenong Ranges,2024,2,Mar-24
March,Total,Brisbane,Yarra Valley and Dandenong Ranges,2024,1,Mar-24
March,Total,Tropical North Queensland,Whitsundays,2024,3,Mar-24
March,Total,Townsville,Whitsundays,2024,15,Mar-24
March,Total,Outback,Whitsundays,2024,4,Mar-24
March,Total,Mackay,Whitsundays,2024,16,Mar-24
March,Total,Central Queensland,Whitsundays,2024,2,Mar-24
March,Total,Sunshine Coast,West Coast,2024,3,Mar-24
March,Total,Tropical North Queensland,Tropical North Queensland,2024,1209,Mar-24
March,Total,Townsville,Tropical North Queensland,2024,65,Mar-24
March,Total,Sunshine Coast,Tropical North Queensland,2024,87,Mar-24
March,Total,Outback,Tropical North Queensland,2024,34,Mar-24
March,Total,Mackay,Tropical North Queensland,2024,33,Mar-24
March,Total,"Launceston, Tamar and the North",Tropical North Queensland,2024,37,Mar-24
March,Total,Gold Coast,Tropical North Queensland,2024,32,Mar-24
March,Total,Fraser Coast,Tropical North Queensland,2024,116,Mar-24
March,Total,Darling Downs,Tropical North Queensland,2024,19,Mar-24
March,Total,Central Queensland,Tropical North Queensland,2024,53,Mar-24
March,Total,Bundaberg,Tropical North Queensland,2024,2,Mar-24
March,Total,Brisbane,Tropical North Queensland,2024,20,Mar-24
March,Total,Whitsundays,Townsville,2024,24,Mar-24
March,Total,Tropical North Queensland,Townsville,2024,325,Mar-24
March,Total,Townsville,Townsville,2024,384,Mar-24
March,Total,Sunshine Coast,Townsville,2024,50,Mar-24
March,Total,Outback,Townsville,2024,59,Mar-24
March,Total,Mackay,Townsville,2024,158,Mar-24
March,Total,"Launceston, Tamar and the North",Townsville,2024,2,Mar-24
March,Total,Gold Coast,Townsville,2024,3,Mar-24
March,Total,Fraser Coast,Townsville,2024,13,Mar-24
March,Total,Darling Downs,Townsville,2024,18,Mar-24
March,Total,Central Queensland,Townsville,2024,13,Mar-24
March,Total,Brisbane,Townsville,2024,5,Mar-24
March,Total,Townsville,The Murray,2024,4,Mar-24
March,Total,Sunshine Coast,The Murray,2024,17,Mar-24
March,Total,Mackay,The Murray,2024,2,Mar-24
March,Total,Fraser Coast,The Murray,2024,17,Mar-24
March,Total,Whitsundays,Sydney,2024,3,Mar-24
March,Total,Tropical North Queensland,Sydney,2024,32,Mar-24
March,Total,Townsville,Sydney,2024,5,Mar-24
March,Total,Sunshine Coast,Sydney,2024,171,Mar-24
March,Total,Outback,Sydney,2024,9,Mar-24
March,Total,Mackay,Sydney,2024,40,Mar-24
March,Total,"Launceston, Tamar and the North",Sydney,2024,4,Mar-24
March,Total,Gold Coast,Sydney,2024,3,Mar-24
March,Total,Fraser Coast,Sydney,2024,415,Mar-24
March,Total,Darling Downs,Sydney,2024,32,Mar-24
March,Total,Central Queensland,Sydney,2024,36,Mar-24
March,Total,Brisbane,Sydney,2024,31,Mar-24
March,Total,Whitsundays,Sunshine Coast,2024,2,Mar-24
March,Total,Tropical North Queensland,Sunshine Coast,2024,40,Mar-24
March,Total,Townsville,Sunshine Coast,2024,18,Mar-24
March,Total,Sunshine Coast,Sunshine Coast,2024,2866,Mar-24
March,Total,Queensland Country,Sunshine Coast,2024,6,Mar-24
March,Total,Outback,Sunshine Coast,2024,10,Mar-24
March,Total,Mackay,Sunshine Coast,2024,22,Mar-24
March,Total,"Launceston, Tamar and the North",Sunshine Coast,2024,416,Mar-24
March,Total,Gold Coast,Sunshine Coast,2024,25,Mar-24
March,Total,Fraser Coast,Sunshine Coast,2024,676,Mar-24
March,Total,Darling Downs,Sunshine Coast,2024,309,Mar-24
March,Total,Central Queensland,Sunshine Coast,2024,111,Mar-24
March,Total,Bundaberg,Sunshine Coast,2024,15,Mar-24
March,Total,Brisbane,Sunshine Coast,2024,173,Mar-24
March,Total,Tropical North Queensland,South Coast,2024,2,Mar-24
March,Total,Townsville,South Coast,2024,2,Mar-24
March,Total,Sunshine Coast,South Coast,2024,38,Mar-24
March,Total,"Launceston, Tamar and the North",South Coast,2024,2,Mar-24
March,Total,Gold Coast,South Coast,2024,2,Mar-24
March,Total,Fraser Coast,South Coast,2024,143,Mar-24
March,Total,Darling Downs,South Coast,2024,4,Mar-24
March,Total,Central Queensland,South Coast,2024,8,Mar-24
March,Total,Bundaberg,South Coast,2024,2,Mar-24
March,Total,Brisbane,South Coast,2024,2,Mar-24
March,Total,Tropical North Queensland,Snowy Mountains,2024,5,Mar-24
March,Total,Sunshine Coast,Snowy Mountains,2024,7,Mar-24
March,Total,Mackay,Snowy Mountains,2024,5,Mar-24
March,Total,Fraser Coast,Snowy Mountains,2024,3,Mar-24
March,Total,Brisbane,Snowy Mountains,2024,4,Mar-24
March,Total,Mackay,Riverland,2024,3,Mar-24
March,Total,Gold Coast,Riverina,2024,4,Mar-24
March,Total,Fraser Coast,Riverina,2024,10,Mar-24
March,Total,Central Queensland,Riverina,2024,20,Mar-24
March,Total,Brisbane,Riverina,2024,1,Mar-24
March,Total,Tropical North Queensland,Queensland Country,2024,9,Mar-24
March,Total,Townsville,Queensland Country,2024,3,Mar-24
March,Total,Sunshine Coast,Queensland Country,2024,1086,Mar-24
March,Total,Queensland Country,Queensland Country,2024,9,Mar-24
March,Total,Outback,Queensland Country,2024,4,Mar-24
March,Total,Mackay,Queensland Country,2024,5,Mar-24
March,Total,"Launceston, Tamar and the North",Queensland Country,2024,246,Mar-24
March,Total,Gold Coast,Queensland Country,2024,12,Mar-24
March,Total,Fraser Coast,Queensland Country,2024,552,Mar-24
March,Total,Darling Downs,Queensland Country,2024,337,Mar-24
March,Total,Central Queensland,Queensland Country,2024,111,Mar-24
March,Total,Bundaberg,Queensland Country,2024,9,Mar-24
March,Total,Brisbane,Queensland Country,2024,162,Mar-24
March,Total,Tropical North Queensland,Peninsula,2024,3,Mar-24
March,Total,Townsville,Peninsula,2024,3,Mar-24
March,Total,Sunshine Coast,Peninsula,2024,19,Mar-24
March,Total,Fraser Coast,Peninsula,2024,3,Mar-24
March,Total,Darling Downs,Peninsula,2024,4,Mar-24
March,Total,Brisbane,Peninsula,2024,4,Mar-24
March,Total,Tropical North Queensland,Outback Queensland,2024,1,Mar-24
March,Total,Townsville,Outback Queensland,2024,1,Mar-24
