Month of Month of Booking Date,Park,Park_Tourism_Region,Tr_Name,Year of Month of Booking Date,Visitors,month_year
January,Total,Fraser Coast,South Coast,2024,119,Jan-24
January,Total,Darling Downs,South Coast,2024,14,Jan-24
January,Total,Central Queensland,South Coast,2024,4,Jan-24
January,Total,Brisbane,South Coast,2024,16,Jan-24
January,Total,Sunshine Coast,Snowy Mountains,2024,9,Jan-24
January,Total,Fraser Coast,Snowy Mountains,2024,54,Jan-24
January,Total,Darling Downs,Snowy Mountains,2024,11,Jan-24
January,Total,Brisbane,Snowy Mountains,2024,6,Jan-24
January,Total,Sunshine Coast,Riverina,2024,6,Jan-24
January,Total,Fraser Coast,Riverina,2024,91,Jan-24
January,Total,Tropical North Queensland,Queensland Country,2024,12,Jan-24
January,Total,Townsville,Queensland Country,2024,13,Jan-24
January,Total,Sunshine Coast,Queensland Country,2024,1966,Jan-24
January,Total,Queensland Country,Queensland Country,2024,28,Jan-24
January,Total,Mackay,Queensland Country,2024,13,Jan-24
January,Total,"Launceston, Tamar and the North",Queensland Country,2024,103,Jan-24
January,Total,Gold Coast,Queensland Country,2024,11,Jan-24
January,Total,Fraser Coast,Queensland Country,2024,613,Jan-24
January,Total,Darling Downs,Queensland Country,2024,598,Jan-24
January,Total,Central Queensland,Queensland Country,2024,114,Jan-24
January,Total,Bundaberg,Queensland Country,2024,6,Jan-24
January,Total,Brisbane,Queensland Country,2024,427,Jan-24
January,Total,Fraser Coast,Phillip Island,2024,4,Jan-24
January,Total,Tropical North Queensland,Peninsula,2024,4,Jan-24
January,Total,Sunshine Coast,Peninsula,2024,16,Jan-24
January,Total,Gold Coast,Peninsula,2024,1,Jan-24
January,Total,Fraser Coast,Peninsula,2024,77,Jan-24
January,Total,Darling Downs,Peninsula,2024,4,Jan-24
January,Total,Central Queensland,Peninsula,2024,1,Jan-24
January,Total,Brisbane,Peninsula,2024,1,Jan-24
January,Total,Tropical North Queensland,Outback Queensland,2024,6,Jan-24
January,Total,Townsville,Outback Queensland,2024,1,Jan-24
January,Total,Sunshine Coast,Outback Queensland,2024,113,Jan-24
January,Total,Queensland Country,Outback Queensland,2024,1,Jan-24
January,Total,Outback,Outback Queensland,2024,2,Jan-24
January,Total,Mackay,Outback Queensland,2024,32,Jan-24
January,Total,"Launceston, Tamar and the North",Outback Queensland,2024,16,Jan-24
January,Total,Gold Coast,Outback Queensland,2024,2,Jan-24
January,Total,Fraser Coast,Outback Queensland,2024,197,Jan-24
January,Total,Darling Downs,Outback Queensland,2024,36,Jan-24
January,Total,Central Queensland,Outback Queensland,2024,888,Jan-24
January,Total,Bundaberg,Outback Queensland,2024,21,Jan-24
January,Total,Whitsundays,Outback NSW,2024,6,Jan-24
January,Total,Tropical North Queensland,Outback NSW,2024,2,Jan-24
January,Total,Sunshine Coast,Outback NSW,2024,51,Jan-24
January,Total,Mackay,Outback NSW,2024,2,Jan-24
January,Total,Fraser Coast,Outback NSW,2024,82,Jan-24
January,Total,Darling Downs,Outback NSW,2024,5,Jan-24
January,Total,Central Queensland,Outback NSW,2024,12,Jan-24
January,Total,Brisbane,Outback NSW,2024,2,Jan-24
January,Total,Sunshine Coast,North West,2024,14,Jan-24
January,Total,Gold Coast,North West,2024,4,Jan-24
January,Total,Fraser Coast,North West,2024,10,Jan-24
January,Total,Brisbane,North West,2024,6,Jan-24
January,Total,Whitsundays,North Coast NSW,2024,2,Jan-24
January,Total,Tropical North Queensland,North Coast NSW,2024,17,Jan-24
January,Total,Townsville,North Coast NSW,2024,9,Jan-24
January,Total,Sunshine Coast,North Coast NSW,2024,781,Jan-24
January,Total,Outback,North Coast NSW,2024,14,Jan-24
January,Total,Mackay,North Coast NSW,2024,22,Jan-24
January,Total,"Launceston, Tamar and the North",North Coast NSW,2024,7,Jan-24
January,Total,Gold Coast,North Coast NSW,2024,162,Jan-24
January,Total,Fraser Coast,North Coast NSW,2024,746,Jan-24
January,Total,Darling Downs,North Coast NSW,2024,321,Jan-24
January,Total,Central Queensland,North Coast NSW,2024,142,Jan-24
January,Total,Bundaberg,North Coast NSW,2024,16,Jan-24
January,Total,Brisbane,North Coast NSW,2024,105,Jan-24
January,Total,Sunshine Coast,New England North West,2024,75,Jan-24
January,Total,"Launceston, Tamar and the North",New England North West,2024,3,Jan-24
January,Total,Gold Coast,New England North West,2024,8,Jan-24
January,Total,Fraser Coast,New England North West,2024,133,Jan-24
January,Total,Darling Downs,New England North West,2024,98,Jan-24
January,Total,Central Queensland,New England North West,2024,17,Jan-24
January,Total,Brisbane,New England North West,2024,15,Jan-24
January,Total,Townsville,"Murray River, Lakes and Coorong",2024,2,Jan-24
January,Total,Whitsundays,Melbourne,2024,34,Jan-24
January,Total,Tropical North Queensland,Melbourne,2024,28,Jan-24
January,Total,Townsville,Melbourne,2024,1,Jan-24
January,Total,Sunshine Coast,Melbourne,2024,197,Jan-24
January,Total,Mackay,Melbourne,2024,10,Jan-24
January,Total,"Launceston, Tamar and the North",Melbourne,2024,4,Jan-24
January,Total,Gold Coast,Melbourne,2024,15,Jan-24
January,Total,Fraser Coast,Melbourne,2024,481,Jan-24
January,Total,Darling Downs,Melbourne,2024,16,Jan-24
January,Total,Central Queensland,Melbourne,2024,56,Jan-24
January,Total,Bundaberg,Melbourne,2024,2,Jan-24
January,Total,Brisbane,Melbourne,2024,34,Jan-24
January,Total,Whitsundays,Mackay,2024,62,Jan-24
January,Total,Tropical North Queensland,Mackay,2024,15,Jan-24
January,Total,Townsville,Mackay,2024,26,Jan-24
January,Total,Sunshine Coast,Mackay,2024,150,Jan-24
January,Total,Outback,Mackay,2024,14,Jan-24
January,Total,Mackay,Mackay,2024,282,Jan-24
January,Total,"Launceston, Tamar and the North",Mackay,2024,12,Jan-24
January,Total,Gold Coast,Mackay,2024,4,Jan-24
January,Total,Fraser Coast,Mackay,2024,76,Jan-24
January,Total,Darling Downs,Mackay,2024,41,Jan-24
January,Total,Central Queensland,Mackay,2024,214,Jan-24
January,Total,Brisbane,Mackay,2024,12,Jan-24
January,Total,Tropical North Queensland,Macedon,2024,1,Jan-24
January,Total,Townsville,Macedon,2024,4,Jan-24
January,Total,Sunshine Coast,Macedon,2024,75,Jan-24
January,Total,Gold Coast,Macedon,2024,12,Jan-24
January,Total,Fraser Coast,Macedon,2024,8,Jan-24
January,Total,Tropical North Queensland,Limestone Coast,2024,2,Jan-24
January,Total,Sunshine Coast,Limestone Coast,2024,2,Jan-24
January,Total,Fraser Coast,Launceston and the North,2024,3,Jan-24
January,Total,Central Queensland,Launceston and the North,2024,4,Jan-24
January,Total,Brisbane,Launceston and the North,2024,8,Jan-24
January,Total,Fraser Coast,Lasseter,2024,18,Jan-24
January,Total,Central Queensland,Lasseter,2024,2,Jan-24
January,Total,Tropical North Queensland,Lakes,2024,4,Jan-24
January,Total,Darling Downs,Lakes,2024,1,Jan-24
January,Total,Tropical North Queensland,Kangaroo Island,2024,3,Jan-24
January,Total,Sunshine Coast,Hunter,2024,44,Jan-24
January,Total,Mackay,Hunter,2024,6,Jan-24
January,Total,"Launceston, Tamar and the North",Hunter,2024,2,Jan-24
January,Total,Gold Coast,Hunter,2024,6,Jan-24
January,Total,Fraser Coast,Hunter,2024,372,Jan-24
January,Total,Darling Downs,Hunter,2024,1,Jan-24
January,Total,Central Queensland,Hunter,2024,4,Jan-24
January,Total,Bundaberg,Hunter,2024,2,Jan-24
January,Total,Brisbane,Hunter,2024,12,Jan-24
January,Total,Tropical North Queensland,Hobart and the South,2024,3,Jan-24
January,Total,Townsville,Hobart and the South,2024,4,Jan-24
January,Total,Sunshine Coast,Hobart and the South,2024,28,Jan-24
January,Total,Mackay,Hobart and the South,2024,1,Jan-24
January,Total,Gold Coast,Hobart and the South,2024,2,Jan-24
January,Total,Fraser Coast,Hobart and the South,2024,4,Jan-24
January,Total,Darling Downs,Hobart and the South,2024,6,Jan-24
January,Total,Central Queensland,Hobart and the South,2024,3,Jan-24
January,Total,Whitsundays,High Country,2024,3,Jan-24
January,Total,Sunshine Coast,High Country,2024,11,Jan-24
January,Total,Mackay,High Country,2024,4,Jan-24
January,Total,Gold Coast,High Country,2024,8,Jan-24
January,Total,Fraser Coast,High Country,2024,64,Jan-24
January,Total,Brisbane,High Country,2024,3,Jan-24
January,Total,Sunshine Coast,Great Ocean Road,2024,13,Jan-24
January,Total,Gold Coast,Great Ocean Road,2024,2,Jan-24
January,Total,Fraser Coast,Great Ocean Road,2024,120,Jan-24
January,Total,Darling Downs,Great Ocean Road,2024,15,Jan-24
January,Total,Brisbane,Great Ocean Road,2024,2,Jan-24
January,Total,Tropical North Queensland,Goulburn,2024,4,Jan-24
January,Total,Sunshine Coast,Goulburn,2024,43,Jan-24
January,Total,Fraser Coast,Goulburn,2024,11,Jan-24
January,Total,Brisbane,Goulburn,2024,2,Jan-24
January,Total,Whitsundays,Gold Coast,2024,24,Jan-24
January,Total,Tropical North Queensland,Gold Coast,2024,5,Jan-24
January,Total,Townsville,Gold Coast,2024,1,Jan-24
January,Total,Sunshine Coast,Gold Coast,2024,1338,Jan-24
January,Total,Queensland Country,Gold Coast,2024,2,Jan-24
January,Total,Mackay,Gold Coast,2024,9,Jan-24
January,Total,"Launceston, Tamar and the North",Gold Coast,2024,56,Jan-24
January,Total,Gold Coast,Gold Coast,2024,81,Jan-24
January,Total,Fraser Coast,Gold Coast,2024,760,Jan-24
January,Total,Darling Downs,Gold Coast,2024,195,Jan-24
January,Total,Central Queensland,Gold Coast,2024,47,Jan-24
January,Total,Brisbane,Gold Coast,2024,311,Jan-24
January,Total,Sunshine Coast,Gladstone,2024,5,Jan-24
January,Total,Central Queensland,Gladstone,2024,91,Jan-24
January,Total,Bundaberg,Gladstone,2024,2,Jan-24
January,Total,Tropical North Queensland,Gippsland,2024,3,Jan-24
January,Total,Townsville,Gippsland,2024,2,Jan-24
January,Total,Sunshine Coast,Gippsland,2024,14,Jan-24
January,Total,Mackay,Gippsland,2024,3,Jan-24
January,Total,"Launceston, Tamar and the North",Gippsland,2024,8,Jan-24
January,Total,Gold Coast,Gippsland,2024,5,Jan-24
January,Total,Fraser Coast,Gippsland,2024,28,Jan-24
January,Total,Darling Downs,Gippsland,2024,2,Jan-24
January,Total,Central Queensland,Gippsland,2024,3,Jan-24
January,Total,Bundaberg,Gippsland,2024,3,Jan-24
January,Total,Tropical North Queensland,Geelong and the Bellarine,2024,4,Jan-24
January,Total,Sunshine Coast,Geelong and the Bellarine,2024,19,Jan-24
January,Total,Mackay,Geelong and the Bellarine,2024,2,Jan-24
January,Total,"Launceston, Tamar and the North",Geelong and the Bellarine,2024,28,Jan-24
January,Total,Fraser Coast,Geelong and the Bellarine,2024,34,Jan-24
January,Total,Brisbane,Geelong and the Bellarine,2024,4,Jan-24
January,Total,Tropical North Queensland,Fraser Coast,2024,1,Jan-24
January,Total,Townsville,Fraser Coast,2024,4,Jan-24
January,Total,Sunshine Coast,Fraser Coast,2024,661,Jan-24
January,Total,Mackay,Fraser Coast,2024,8,Jan-24
January,Total,"Launceston, Tamar and the North",Fraser Coast,2024,55,Jan-24
January,Total,Fraser Coast,Fraser Coast,2024,540,Jan-24
January,Total,Darling Downs,Fraser Coast,2024,40,Jan-24
January,Total,Central Queensland,Fraser Coast,2024,86,Jan-24
January,Total,Bundaberg,Fraser Coast,2024,19,Jan-24
January,Total,Brisbane,Fraser Coast,2024,11,Jan-24
January,Total,Sunshine Coast,Fleurieu Peninsula,2024,5,Jan-24
January,Total,Outback,Fleurieu Peninsula,2024,2,Jan-24
January,Total,Mackay,Fleurieu Peninsula,2024,5,Jan-24
January,Total,Gold Coast,Fleurieu Peninsula,2024,9,Jan-24
January,Total,Fraser Coast,Fleurieu Peninsula,2024,12,Jan-24
January,Total,Darling Downs,Fleurieu Peninsula,2024,,Jan-24
January,Total,Central Queensland,Fleurieu Peninsula,2024,6,Jan-24
January,Total,Brisbane,Fleurieu Peninsula,2024,4,Jan-24
January,Total,Sunshine Coast,Eyre Peninsula,2024,4,Jan-24
January,Total,Fraser Coast,Eyre Peninsula,2024,53,Jan-24
January,Total,Tropical North Queensland,Destination Perth,2024,6,Jan-24
January,Total,Townsville,Destination Perth,2024,3,Jan-24
January,Total,Sunshine Coast,Destination Perth,2024,62,Jan-24
January,Total,Mackay,Destination Perth,2024,6,Jan-24
January,Total,Gold Coast,Destination Perth,2024,2,Jan-24
January,Total,Fraser Coast,Destination Perth,2024,34,Jan-24
January,Total,Darling Downs,Destination Perth,2024,4,Jan-24
January,Total,Central Queensland,Destination Perth,2024,16,Jan-24
January,Total,Brisbane,Destination Perth,2024,8,Jan-24
January,Total,Whitsundays,Darwin,2024,14,Jan-24
January,Total,Tropical North Queensland,Darwin,2024,8,Jan-24
January,Total,Sunshine Coast,Darwin,2024,34,Jan-24
January,Total,Queensland Country,Darwin,2024,8,Jan-24
January,Total,Outback,Darwin,2024,2,Jan-24
January,Total,Mackay,Darwin,2024,10,Jan-24
January,Total,Fraser Coast,Darwin,2024,38,Jan-24
January,Total,Darling Downs,Darwin,2024,7,Jan-24
January,Total,Central Queensland,Darwin,2024,2,Jan-24
January,Total,Tropical North Queensland,Central NSW,2024,10,Jan-24
January,Total,Sunshine Coast,Central NSW,2024,12,Jan-24
January,Total,Fraser Coast,Central NSW,2024,83,Jan-24
January,Total,Darling Downs,Central NSW,2024,4,Jan-24
January,Total,Brisbane,Central NSW,2024,3,Jan-24
January,Total,Sunshine Coast,Central Murray,2024,5,Jan-24
January,Total,Mackay,Central Murray,2024,4,Jan-24
January,Total,Fraser Coast,Central Murray,2024,16,Jan-24
January,Total,Fraser Coast,Central Highlands,2024,12,Jan-24
January,Total,Central Queensland,Central Highlands,2024,4,Jan-24
January,Total,Whitsundays,Central Coast,2024,16,Jan-24
January,Total,Sunshine Coast,Central Coast,2024,58,Jan-24
January,Total,Mackay,Central Coast,2024,3,Jan-24
January,Total,Gold Coast,Central Coast,2024,1,Jan-24
January,Total,Fraser Coast,Central Coast,2024,161,Jan-24
January,Total,Darling Downs,Central Coast,2024,26,Jan-24
January,Total,Central Queensland,Central Coast,2024,27,Jan-24
January,Total,Brisbane,Central Coast,2024,12,Jan-24
January,Total,Whitsundays,Capricorn,2024,4,Jan-24
January,Total,Tropical North Queensland,Capricorn,2024,111,Jan-24
January,Total,Townsville,Capricorn,2024,8,Jan-24
January,Total,Sunshine Coast,Capricorn,2024,110,Jan-24
January,Total,Outback,Capricorn,2024,5,Jan-24
January,Total,Mackay,Capricorn,2024,102,Jan-24
January,Total,"Launceston, Tamar and the North",Capricorn,2024,18,Jan-24
January,Total,Gold Coast,Capricorn,2024,11,Jan-24
January,Total,Fraser Coast,Capricorn,2024,125,Jan-24
January,Total,Darling Downs,Capricorn,2024,31,Jan-24
January,Total,Central Queensland,Capricorn,2024,1068,Jan-24
January,Total,Bundaberg,Capricorn,2024,11,Jan-24
January,Total,Brisbane,Capricorn,2024,1,Jan-24
January,Total,Sunshine Coast,Capital Country,2024,36,Jan-24
January,Total,Mackay,Capital Country,2024,1,Jan-24
January,Total,Fraser Coast,Capital Country,2024,109,Jan-24
January,Total,Central Queensland,Capital Country,2024,8,Jan-24
January,Total,Tropical North Queensland,Canberra,2024,8,Jan-24
January,Total,Sunshine Coast,Canberra,2024,20,Jan-24
January,Total,Fraser Coast,Canberra,2024,24,Jan-24
January,Total,Darling Downs,Canberra,2024,9,Jan-24
January,Total,Central Queensland,Canberra,2024,1,Jan-24
January,Total,Brisbane,Canberra,2024,2,Jan-24
January,Total,Whitsundays,Bundaberg,2024,8,Jan-24
January,Total,Sunshine Coast,Bundaberg,2024,222,Jan-24
January,Total,Outback,Bundaberg,2024,13,Jan-24
January,Total,"Launceston, Tamar and the North",Bundaberg,2024,18,Jan-24
January,Total,Fraser Coast,Bundaberg,2024,242,Jan-24
January,Total,Darling Downs,Bundaberg,2024,81,Jan-24
January,Total,Central Queensland,Bundaberg,2024,227,Jan-24
January,Total,Bundaberg,Bundaberg,2024,14,Jan-24
January,Total,Brisbane,Bundaberg,2024,6,Jan-24
January,Total,Whitsundays,Brisbane,2024,32,Jan-24
January,Total,Tropical North Queensland,Brisbane,2024,150,Jan-24
January,Total,Townsville,Brisbane,2024,35,Jan-24
January,Total,Sunshine Coast,Brisbane,2024,12129,Jan-24
January,Total,Queensland Country,Brisbane,2024,103,Jan-24
January,Total,Outback,Brisbane,2024,8,Jan-24
January,Total,Mackay,Brisbane,2024,66,Jan-24
January,Total,"Launceston, Tamar and the North",Brisbane,2024,1535,Jan-24
January,Total,Gold Coast,Brisbane,2024,423,Jan-24
January,Total,Fraser Coast,Brisbane,2024,3608,Jan-24
January,Total,Darling Downs,Brisbane,2024,1905,Jan-24
January,Total,Central Queensland,Brisbane,2024,325,Jan-24
January,Total,Bundaberg,Brisbane,2024,43,Jan-24
January,Total,Brisbane,Brisbane,2024,3212,Jan-24
January,Total,Sunshine Coast,Blue Mountains,2024,12,Jan-24
January,Total,"Launceston, Tamar and the North",Blue Mountains,2024,2,Jan-24
January,Total,Fraser Coast,Blue Mountains,2024,90,Jan-24
January,Total,Brisbane,Blue Mountains,2024,3,Jan-24
January,Total,Sunshine Coast,Bendigo Loddon,2024,2,Jan-24
January,Total,Fraser Coast,Bendigo Loddon,2024,3,Jan-24
January,Total,Darling Downs,Bendigo Loddon,2024,4,Jan-24
January,Total,Sunshine Coast,Ballarat,2024,4,Jan-24
January,Total,Sunshine Coast,Australia's South West,2024,8,Jan-24
January,Total,Mackay,Australia's South West,2024,3,Jan-24
January,Total,Gold Coast,Australia's South West,2024,9,Jan-24
January,Total,Central Queensland,Australia's South West,2024,2,Jan-24
January,Total,Sunshine Coast,Australia's North West,2024,8,Jan-24
January,Total,Mackay,Australia's North West,2024,6,Jan-24
January,Total,Fraser Coast,Australia's North West,2024,4,Jan-24
January,Total,Darling Downs,Australia's North West,2024,2,Jan-24
January,Total,Central Queensland,Australia's North West,2024,6,Jan-24
January,Total,Gold Coast,Australia's Coral Coast,2024,1,Jan-24
January,Total,Bundaberg,Australia's Coral Coast,2024,2,Jan-24
January,Total,Sunshine Coast,Adelaide Hills,2024,8,Jan-24
January,Total,Gold Coast,Adelaide Hills,2024,2,Jan-24
January,Total,Tropical North Queensland,Adelaide,2024,17,Jan-24
January,Total,Sunshine Coast,Adelaide,2024,15,Jan-24
January,Total,Gold Coast,Adelaide,2024,2,Jan-24
January,Total,Fraser Coast,Adelaide,2024,12,Jan-24
January,Total,Darling Downs,Adelaide,2024,4,Jan-24
January,Total,Central Queensland,Adelaide,2024,6,Jan-24
February,Total,Sunshine Coast,Yorke Peninsula,2024,14,Feb-24
February,Total,Central Queensland,Yorke Peninsula,2024,4,Feb-24
February,Total,Brisbane,Yorke Peninsula,2024,1,Feb-24
February,Total,Tropical North Queensland,Yarra Valley and Dandenong Ranges,2024,23,Feb-24
February,Total,Sunshine Coast,Yarra Valley and Dandenong Ranges,2024,18,Feb-24
February,Total,Fraser Coast,Yarra Valley and Dandenong Ranges,2024,17,Feb-24
February,Total,Central Queensland,Yarra Valley and Dandenong Ranges,2024,5,Feb-24
February,Total,Brisbane,Yarra Valley and Dandenong Ranges,2024,9,Feb-24
February,Total,Tropical North Queensland,Whitsundays,2024,2,Feb-24
February,Total,Townsville,Whitsundays,2024,2,Feb-24
February,Total,Sunshine Coast,Whitsundays,2024,6,Feb-24
February,Total,Outback,Whitsundays,2024,6,Feb-24
February,Total,Mackay,Whitsundays,2024,2,Feb-24
February,Total,Fraser Coast,Whitsundays,2024,8,Feb-24
February,Total,Central Queensland,Whitsundays,2024,1,Feb-24
February,Total,Sunshine Coast,Western Grampians,2024,32,Feb-24
February,Total,Sunshine Coast,West Coast,2024,2,Feb-24
February,Total,Whitsundays,Tropical North Queensland,2024,6,Feb-24
February,Total,Tropical North Queensland,Tropical North Queensland,2024,1894,Feb-24
February,Total,Townsville,Tropical North Queensland,2024,59,Feb-24
February,Total,Sunshine Coast,Tropical North Queensland,2024,120,Feb-24
February,Total,Outback,Tropical North Queensland,2024,23,Feb-24
February,Total,Mackay,Tropical North Queensland,2024,26,Feb-24
February,Total,"Launceston, Tamar and the North",Tropical North Queensland,2024,10,Feb-24
February,Total,Gold Coast,Tropical North Queensland,2024,11,Feb-24
February,Total,Fraser Coast,Tropical North Queensland,2024,46,Feb-24
February,Total,Darling Downs,Tropical North Queensland,2024,6,Feb-24
February,Total,Central Queensland,Tropical North Queensland,2024,40,Feb-24
February,Total,Bundaberg,Tropical North Queensland,2024,4,Feb-24
February,Total,Brisbane,Tropical North Queensland,2024,31,Feb-24
February,Total,Tropical North Queensland,Townsville,2024,249,Feb-24
February,Total,Townsville,Townsville,2024,316,Feb-24
February,Total,Sunshine Coast,Townsville,2024,100,Feb-24
February,Total,Outback,Townsville,2024,32,Feb-24
February,Total,Mackay,Townsville,2024,55,Feb-24
February,Total,"Launceston, Tamar and the North",Townsville,2024,14,Feb-24
February,Total,Gold Coast,Townsville,2024,2,Feb-24
February,Total,Fraser Coast,Townsville,2024,51,Feb-24
February,Total,Darling Downs,Townsville,2024,10,Feb-24
February,Total,Central Queensland,Townsville,2024,36,Feb-24
February,Total,Brisbane,Townsville,2024,9,Feb-24
February,Total,Tropical North Queensland,The Murray,2024,2,Feb-24
February,Total,Sunshine Coast,The Murray,2024,6,Feb-24
February,Total,Gold Coast,The Murray,2024,2,Feb-24
February,Total,Fraser Coast,The Murray,2024,40,Feb-24
February,Total,Central Queensland,The Murray,2024,2,Feb-24
February,Total,Whitsundays,Sydney,2024,4,Feb-24
February,Total,Tropical North Queensland,Sydney,2024,14,Feb-24
February,Total,Townsville,Sydney,2024,14,Feb-24
February,Total,Sunshine Coast,Sydney,2024,171,Feb-24
February,Total,Mackay,Sydney,2024,11,Feb-24
February,Total,"Launceston, Tamar and the North",Sydney,2024,26,Feb-24
February,Total,Gold Coast,Sydney,2024,31,Feb-24
February,Total,Fraser Coast,Sydney,2024,761,Feb-24
February,Total,Darling Downs,Sydney,2024,40,Feb-24
February,Total,Central Queensland,Sydney,2024,18,Feb-24
February,Total,Brisbane,Sydney,2024,20,Feb-24
February,Total,Whitsundays,Sunshine Coast,2024,2,Feb-24
February,Total,Tropical North Queensland,Sunshine Coast,2024,66,Feb-24
February,Total,Townsville,Sunshine Coast,2024,5,Feb-24
February,Total,Sunshine Coast,Sunshine Coast,2024,5053,Feb-24
February,Total,Outback,Sunshine Coast,2024,7,Feb-24
February,Total,Mackay,Sunshine Coast,2024,25,Feb-24
February,Total,"Launceston, Tamar and the North",Sunshine Coast,2024,356,Feb-24
February,Total,Gold Coast,Sunshine Coast,2024,78,Feb-24
February,Total,Fraser Coast,Sunshine Coast,2024,1167,Feb-24
February,Total,Darling Downs,Sunshine Coast,2024,275,Feb-24
February,Total,Central Queensland,Sunshine Coast,2024,106,Feb-24
February,Total,Bundaberg,Sunshine Coast,2024,9,Feb-24
February,Total,Brisbane,Sunshine Coast,2024,104,Feb-24
February,Total,Tropical North Queensland,South Coast,2024,17,Feb-24
February,Total,Townsville,South Coast,2024,4,Feb-24
February,Total,Sunshine Coast,South Coast,2024,32,Feb-24
February,Total,Mackay,South Coast,2024,6,Feb-24
February,Total,Fraser Coast,South Coast,2024,130,Feb-24
February,Total,Darling Downs,South Coast,2024,7,Feb-24
February,Total,Central Queensland,South Coast,2024,8,Feb-24
February,Total,Brisbane,South Coast,2024,11,Feb-24
February,Total,Sunshine Coast,Snowy Mountains,2024,1,Feb-24
February,Total,Brisbane,Snowy Mountains,2024,17,Feb-24
February,Total,Tropical North Queensland,Riverland,2024,1,Feb-24
February,Total,Sunshine Coast,Riverland,2024,4,Feb-24
February,Total,Sunshine Coast,Riverina,2024,2,Feb-24
February,Total,Fraser Coast,Riverina,2024,3,Feb-24
February,Total,Central Queensland,Riverina,2024,2,Feb-24
February,Total,Brisbane,Riverina,2024,1,Feb-24
February,Total,Tropical North Queensland,Queensland Country,2024,6,Feb-24
February,Total,Townsville,Queensland Country,2024,5,Feb-24
February,Total,Sunshine Coast,Queensland Country,2024,2031,Feb-24
February,Total,Queensland Country,Queensland Country,2024,16,Feb-24
February,Total,Outback,Queensland Country,2024,10,Feb-24
February,Total,Mackay,Queensland Country,2024,10,Feb-24
February,Total,"Launceston, Tamar and the North",Queensland Country,2024,267,Feb-24
February,Total,Gold Coast,Queensland Country,2024,14,Feb-24
February,Total,Fraser Coast,Queensland Country,2024,909,Feb-24
February,Total,Darling Downs,Queensland Country,2024,464,Feb-24
February,Total,Central Queensland,Queensland Country,2024,119,Feb-24
February,Total,Bundaberg,Queensland Country,2024,10,Feb-24
February,Total,Brisbane,Queensland Country,2024,142,Feb-24
February,Total,Tropical North Queensland,Peninsula,2024,4,Feb-24
February,Total,Sunshine Coast,Peninsula,2024,4,Feb-24
February,Total,"Launceston, Tamar and the North",Peninsula,2024,2,Feb-24
February,Total,Fraser Coast,Peninsula,2024,32,Feb-24
February,Total,Tropical North Queensland,Outback Queensland,2024,2,Feb-24
February,Total,Sunshine Coast,Outback Queensland,2024,112,Feb-24
February,Total,Outback,Outback Queensland,2024,7,Feb-24
February,Total,Mackay,Outback Queensland,2024,12,Feb-24
February,Total,"Launceston, Tamar and the North",Outback Queensland,2024,10,Feb-24
February,Total,Fraser Coast,Outback Queensland,2024,146,Feb-24
February,Total,Darling Downs,Outback Queensland,2024,15,Feb-24
February,Total,Central Queensland,Outback Queensland,2024,495,Feb-24
February,Total,Bundaberg,Outback Queensland,2024,5,Feb-24
February,Total,Whitsundays,Outback NSW,2024,2,Feb-24
February,Total,Tropical North Queensland,Outback NSW,2024,7,Feb-24
February,Total,Townsville,Outback NSW,2024,4,Feb-24
February,Total,Sunshine Coast,Outback NSW,2024,28,Feb-24
February,Total,Gold Coast,Outback NSW,2024,4,Feb-24
February,Total,Fraser Coast,Outback NSW,2024,50,Feb-24
February,Total,Central Queensland,Outback NSW,2024,6,Feb-24
February,Total,Darling Downs,North West,2024,2,Feb-24
February,Total,Whitsundays,North Coast NSW,2024,118,Feb-24
February,Total,Tropical North Queensland,North Coast NSW,2024,9,Feb-24
February,Total,Townsville,North Coast NSW,2024,1,Feb-24
February,Total,Sunshine Coast,North Coast NSW,2024,756,Feb-24
February,Total,Queensland Country,North Coast NSW,2024,4,Feb-24
February,Total,Outback,North Coast NSW,2024,2,Feb-24
February,Total,Mackay,North Coast NSW,2024,12,Feb-24
February,Total,"Launceston, Tamar and the North",North Coast NSW,2024,26,Feb-24
February,Total,Gold Coast,North Coast NSW,2024,201,Feb-24
February,Total,Fraser Coast,North Coast NSW,2024,712,Feb-24
February,Total,Darling Downs,North Coast NSW,2024,243,Feb-24
February,Total,Central Queensland,North Coast NSW,2024,48,Feb-24
February,Total,Bundaberg,North Coast NSW,2024,3,Feb-24
February,Total,Brisbane,North Coast NSW,2024,177,Feb-24
February,Total,Tropical North Queensland,New England North West,2024,16,Feb-24
February,Total,Sunshine Coast,New England North West,2024,114,Feb-24
February,Total,Mackay,New England North West,2024,4,Feb-24
February,Total,"Launceston, Tamar and the North",New England North West,2024,12,Feb-24
February,Total,Gold Coast,New England North West,2024,26,Feb-24
February,Total,Fraser Coast,New England North West,2024,88,Feb-24
February,Total,Darling Downs,New England North West,2024,54,Feb-24
February,Total,Central Queensland,New England North West,2024,4,Feb-24
February,Total,Brisbane,New England North West,2024,29,Feb-24
February,Total,Whitsundays,Melbourne,2024,2,Feb-24
February,Total,Tropical North Queensland,Melbourne,2024,9,Feb-24
February,Total,Townsville,Melbourne,2024,6,Feb-24
February,Total,Sunshine Coast,Melbourne,2024,231,Feb-24
February,Total,Mackay,Melbourne,2024,19,Feb-24
February,Total,"Launceston, Tamar and the North",Melbourne,2024,2,Feb-24
