suburbName actual,Month of Dates,Adr,Lenght Of Stay
Ningi,Jul-21,252.05,14.33
North Lakes,Jul-23,212.8,2.82
North Lakes,Jun-23,214.32,7.31
North Lakes,May-23,222.07,3.5
North Lakes,Apr-23,219.01,5.23
North Lakes,Mar-23,207.26,5.66
North Lakes,Feb-23,208.3,3.25
North Lakes,Jan-23,191.93,6.68
North Lakes,Dec-22,236.1,4.97
North Lakes,Nov-22,220.17,5.76
North Lakes,Oct-22,248.77,4
North Lakes,Sep-22,257.65,5.57
North Lakes,Aug-22,224.54,7.6
North Lakes,Jul-22,250.28,3.8
North Lakes,Jun-22,230.41,4.72
North Lakes,May-22,204.41,3.71
North Lakes,Apr-22,204.54,3.34
North Lakes,Mar-22,164.34,3.66
North Lakes,Feb-22,161.13,2.56
North Lakes,Jan-22,173.3,4.58
North Lakes,Dec-21,212.13,3.45
North Lakes,Nov-21,182.25,2.85
North Lakes,Oct-21,183.12,2.62
North Lakes,Sep-21,162.88,2.01
North Lakes,Aug-21,154.35,2.36
North Lakes,Jul-21,190.73,3.16
Ocean View,Jul-23,216.75,2.21
Ocean View,Jun-23,234.9,5.16
Ocean View,May-23,230.69,1.4
Ocean View,Apr-23,226.8,3.32
Ocean View,Mar-23,224.06,3.53
Ocean View,Feb-23,161.69,1.41
Ocean View,Jan-23,157.32,4.03
Ocean View,Dec-22,156.46,3.42
Ocean View,Nov-22,167.33,2.47
Ocean View,Oct-22,187.31,2.56
Ocean View,Sep-22,186.17,1.64
Ocean View,Aug-22,175.59,2
Ocean View,Jul-22,178.21,1.94
Ocean View,Jun-22,180.88,3.08
Ocean View,May-22,176.87,4.76
Ocean View,Apr-22,167.31,2.63
Ocean View,Mar-22,143.98,2.3
Ocean View,Feb-22,148.75,3.38
Ocean View,Jan-22,140.82,1.66
Ocean View,Dec-21,140.89,2.24
Ocean View,Nov-21,122.85,4.21
Ocean View,Oct-21,123.31,1.66
Ocean View,Sep-21,124.76,2.85
Ocean View,Aug-21,121.75,2.3
Ocean View,Jul-21,122.22,2.02
Petrie,Jul-23,87.88,8.6
Petrie,Jun-23,85.38,9.43
Petrie,May-23,87.91,6.32
Petrie,Apr-23,87.03,7.68
Petrie,Mar-23,86.95,6.48
Petrie,Feb-23,82.57,6.53
Petrie,Jan-23,87.43,8.65
Petrie,Dec-22,93.43,5.42
Petrie,Nov-22,97.31,7.17
Petrie,Oct-22,113.78,5.07
Petrie,Sep-22,104.03,3.44
Petrie,Aug-22,95.92,3.93
Petrie,Jul-22,96.48,11.14
Petrie,Jun-22,99.69,3.82
Petrie,May-22,92.6,10.63
Petrie,Apr-22,74.08,12
Petrie,Mar-22,76.36,
Petrie,Feb-22,77.45,64
Petrie,Jan-22,90.97,10.8
Petrie,Dec-21,82.69,8
Petrie,Nov-21,88.5,16
Petrie,Oct-21,94.57,
Petrie,Sep-21,95.81,73
Petrie,Aug-21,97.26,35
Petrie,Jul-21,99.66,
Redcliffe,Jul-23,234.56,3.57
Redcliffe,Jun-23,220.73,5.53
Redcliffe,May-23,222.74,4.03
Redcliffe,Apr-23,234.31,4.32
Redcliffe,Mar-23,222.95,4.1
Redcliffe,Feb-23,227.03,3.25
Redcliffe,Jan-23,224.63,4.74
Redcliffe,Dec-22,245.96,5.04
Redcliffe,Nov-22,234.08,3.57
Redcliffe,Oct-22,248.54,4.05
Redcliffe,Sep-22,253.4,3.17
Redcliffe,Aug-22,216.63,3.65
Redcliffe,Jul-22,218.56,5.27
Redcliffe,Jun-22,205.92,5.41
Redcliffe,May-22,197.9,9.25
Redcliffe,Apr-22,221.92,6.44
Redcliffe,Mar-22,185.5,8.44
Redcliffe,Feb-22,176.62,3.98
Redcliffe,Jan-22,220.61,4.27
Redcliffe,Dec-21,213.02,4.16
Redcliffe,Nov-21,171.39,4.46
Redcliffe,Oct-21,172.42,4.21
Redcliffe,Sep-21,168.07,3.49
Redcliffe,Aug-21,157.71,4.12
Redcliffe,Jul-21,158.66,4.43
Rocksberg,Jul-21,,
Rothwell,Jul-23,158.17,4.34
Rothwell,Jun-23,177.38,2.17
Rothwell,May-23,241.01,6.19
Rothwell,Apr-23,239.96,3.84
Rothwell,Mar-23,232.74,4.57
Rothwell,Feb-23,198.1,2.22
Rothwell,Jan-23,151.15,3
Rothwell,Dec-22,178.63,1.95
Rothwell,Nov-22,150.54,5.08
Rothwell,Oct-22,134.31,2.33
Rothwell,Sep-22,93.12,10
Rothwell,Aug-22,40.14,3.5
Rothwell,Jul-22,49.82,14.33
Rothwell,Jun-22,95.48,4.92
Rothwell,May-22,99.16,4.29
Rothwell,Apr-22,119.2,4.94
Rothwell,Mar-22,176.74,2.94
Rothwell,Feb-22,171.95,1.88
Rothwell,Jan-22,196.62,5.44
Rothwell,Dec-21,228.61,1.96
Rothwell,Nov-21,109.03,11
Rothwell,Oct-21,108.42,3.03
Rothwell,Sep-21,90.25,2.75
Rothwell,Aug-21,92.82,3.95
Rothwell,Jul-21,80.8,4.5
Rush Creek,Jul-23,176.19,3.5
Rush Creek,Jun-23,135.08,2
Rush Creek,May-23,150.34,9
Rush Creek,Apr-23,,
Rush Creek,Mar-23,183.59,
Rush Creek,Feb-23,172.08,7
Rush Creek,Jan-23,181.9,
Rush Creek,Dec-22,195.63,40
Rush Creek,Nov-22,184.15,2
Samford Valley,Jul-23,191.29,5.18
Samford Valley,Jun-23,168.62,5.93
Samford Valley,May-23,142.78,5.3
Samford Valley,Apr-23,194.9,5.65
Samford Valley,Mar-23,370.63,9.63
Samford Valley,Feb-23,247.37,4.2
Samford Valley,Jan-23,165.78,17.2
Samford Valley,Dec-22,159.04,6.18
Samford Valley,Nov-22,160.18,3.46
Samford Valley,Oct-22,144.41,4.12
Samford Valley,Sep-22,160.01,5.11
Samford Valley,Aug-22,135.11,3.73
Samford Valley,Jul-22,143.99,19.33
Samford Valley,Jun-22,162.83,3.08
Samford Valley,May-22,137.06,9.2
Samford Valley,Apr-22,135.6,4.75
Samford Valley,Mar-22,133.07,11.57
Samford Valley,Feb-22,133.68,5.14
Samford Valley,Jan-22,200.22,11.25
Samford Valley,Dec-21,234.95,4.69
Samford Valley,Nov-21,183.27,2.47
Samford Valley,Oct-21,154.29,7.29
Samford Valley,Sep-21,127.5,4.77
Samford Valley,Aug-21,105.01,2.73
Samford Valley,Jul-21,135.96,6.44
Samford Village,Jul-23,229.39,16.3
Samford Village,Jun-23,192.25,5.36
Samford Village,May-23,177.9,7
Samford Village,Apr-23,183.9,5.36
Samford Village,Mar-23,202.03,11.77
Samford Village,Feb-23,194.95,5.88
Samford Village,Jan-23,217.29,6.27
Samford Village,Dec-22,216.75,5.33
Samford Village,Nov-22,187.36,5.69
Samford Village,Oct-22,208.36,6.78
Samford Village,Sep-22,200.42,4.89
Samford Village,Aug-22,195.23,8
Samford Village,Jul-22,204.5,10.88
Samford Village,Jun-22,188.72,7.4
Samford Village,May-22,183.04,35
Samford Village,Apr-22,163.59,
Samford Village,Mar-22,167.88,2
Samford Village,Feb-22,183.54,4
Samford Village,Jan-22,188.68,6.17
Samford Village,Dec-21,186.07,1.83
Samford Village,Nov-21,174.79,48.8
Samford Village,Oct-21,186.51,1.53
Samford Village,Sep-21,186.92,14
Samford Village,Aug-21,187.07,25
Samford Village,Jul-21,191.91,17
Samsonvale,Jul-23,189.9,4.62
Samsonvale,Jun-23,193.8,4.67
Samsonvale,May-23,195.22,8.29
Samsonvale,Apr-23,164.8,8.22
Samsonvale,Mar-23,167.3,4.55
Samsonvale,Feb-23,124.89,2
Samsonvale,Jan-23,168.54,2.27
Samsonvale,Dec-22,163.24,5.06
Samsonvale,Nov-22,106.01,2.14
Samsonvale,Oct-22,124.83,1.57
Samsonvale,Sep-22,200.92,2.1
Samsonvale,Aug-22,191.03,1.86
Samsonvale,Jul-22,143.21,2.67
Samsonvale,Jun-22,148.29,3.8
Samsonvale,May-22,117.04,8.09
Samsonvale,Apr-22,134.82,3.5
Samsonvale,Mar-22,134.21,10.33
Samsonvale,Feb-22,140.34,
Samsonvale,Jan-22,134.95,28.4
Samsonvale,Dec-21,134.44,4.1
Samsonvale,Nov-21,133.48,1.75
Samsonvale,Oct-21,129.91,1.83
Samsonvale,Sep-21,124.68,1.57
Samsonvale,Aug-21,130.21,1
Samsonvale,Jul-21,146.72,1.67
Sandstone Point,Jul-23,349.76,4.68
Sandstone Point,Jun-23,366.02,5.2
Sandstone Point,May-23,378.37,3.56
Sandstone Point,Apr-23,366.51,2.67
Sandstone Point,Mar-23,320.61,3.82
Sandstone Point,Feb-23,351.29,8.49
Sandstone Point,Jan-23,341.47,6.88
Sandstone Point,Dec-22,353.98,3.7
Sandstone Point,Nov-22,335.88,3.16
Sandstone Point,Oct-22,317.21,3.69
Sandstone Point,Sep-22,341.27,4.97
Sandstone Point,Aug-22,296.89,6.76
Sandstone Point,Jul-22,322.15,6.86
Sandstone Point,Jun-22,317.06,6.25
Sandstone Point,May-22,307.62,7.24
Sandstone Point,Apr-22,348.35,4.39
Sandstone Point,Mar-22,301.72,4.76
Sandstone Point,Feb-22,349.46,2.5
Sandstone Point,Jan-22,358.25,6.96
Sandstone Point,Dec-21,396.91,5.09
Sandstone Point,Nov-21,344.86,7.9
Sandstone Point,Oct-21,321.44,2.47
Sandstone Point,Sep-21,348.39,3.29
Sandstone Point,Aug-21,289.81,4.79
Sandstone Point,Jul-21,278.21,6.44
Scarborough,Jul-23,261.32,4.74
Scarborough,Jun-23,250.73,5.29
Scarborough,May-23,249.19,5.14
Scarborough,Apr-23,265.62,6.09
Scarborough,Mar-23,282.8,6.51
Scarborough,Feb-23,267.32,5.58
Scarborough,Jan-23,259.65,4.9
Scarborough,Dec-22,265.69,4.19
Scarborough,Nov-22,254.07,8.88
Scarborough,Oct-22,292.42,8.17
Scarborough,Sep-22,290.28,8.59
Scarborough,Aug-22,253.25,10.06
Scarborough,Jul-22,246.47,6.64
Scarborough,Jun-22,226.43,6.42
Scarborough,May-22,200.66,7.13
Scarborough,Apr-22,220.91,9.39
Scarborough,Mar-22,187.96,7.4
Scarborough,Feb-22,198.33,6.38
Scarborough,Jan-22,263.2,9.13
Scarborough,Dec-21,274.5,5.81
Scarborough,Nov-21,196.84,9.05
Scarborough,Oct-21,184.64,8.67
Scarborough,Sep-21,197.46,8.19
Scarborough,Aug-21,188.76,9.27
Scarborough,Jul-21,180.93,7.02
Stanmore,Jul-23,123.13,3.2
Stanmore,Jun-23,121.95,1
Stanmore,May-23,154.96,1
Stanmore,Apr-23,129.68,1
Stanmore,Mar-23,,
Stanmore,Feb-23,,
Stanmore,Jan-23,151.25,2
Stanmore,Dec-22,150.62,3
Strathpine,Jul-23,172.04,4.3
Strathpine,Jun-23,143.69,4.36
Strathpine,May-23,141.49,7.11
Strathpine,Apr-23,138.26,5.46
Strathpine,Mar-23,121.82,4.7
Strathpine,Feb-23,133.26,4.44
Strathpine,Jan-23,125.95,5.91
Strathpine,Dec-22,124.77,4.18
Strathpine,Nov-22,115.35,4.36
Strathpine,Oct-22,140.65,3.53
Strathpine,Sep-22,129.7,3.25
Strathpine,Aug-22,132.28,6.02
Strathpine,Jul-22,125.82,5.02
Strathpine,Jun-22,128.16,4.22
Strathpine,May-22,139.28,4.22
Strathpine,Apr-22,97.99,4.19
Strathpine,Mar-22,78.59,9.32
Strathpine,Feb-22,88.42,11.75
Strathpine,Jan-22,81.28,3.6
Strathpine,Dec-21,88.95,3.33
Strathpine,Nov-21,92.01,7.47
Strathpine,Oct-21,81.16,4.78
Strathpine,Sep-21,66.83,4.23
Strathpine,Aug-21,62.63,8.62
Strathpine,Jul-21,77.61,5.53
Toorbul,Jul-23,152.62,10.53
Toorbul,Jun-23,147.81,19.07
Toorbul,May-23,156.84,7.42
Toorbul,Apr-23,172.9,5.15
Toorbul,Mar-23,204.47,5.25
Toorbul,Feb-23,173.14,15
Toorbul,Jan-23,199.83,7.91
Toorbul,Dec-22,170.53,6.29
Toorbul,Nov-22,165.04,4.53
Toorbul,Oct-22,174.75,9.72
Toorbul,Sep-22,188,5.6
Toorbul,Aug-22,176.96,7.8
Toorbul,Jul-22,124.55,21.5
Toorbul,Jun-22,108.92,6
Toorbul,May-22,127.17,10.22
Toorbul,Apr-22,116.41,7.7
Toorbul,Mar-22,109.8,15.11
Toorbul,Feb-22,112.16,11.45
Toorbul,Jan-22,130.07,6.33
Toorbul,Dec-21,143.74,2.72
Toorbul,Nov-21,128.28,5.44
Toorbul,Oct-21,121.21,9.18
Toorbul,Sep-21,120.37,2.76
Toorbul,Aug-21,112.35,2.4
Toorbul,Jul-21,115.62,8.17
Upper Caboolture,May-23,,
Wamuran,Jul-23,150.42,1.69
Wamuran,Jun-23,144.74,2.11
Wamuran,May-23,144.24,2.52
Wamuran,Apr-23,145.33,1.95
Wamuran,Mar-23,143.8,1.5
Wamuran,Feb-23,140.71,1.64
Wamuran,Jan-23,131.82,1.96
Wamuran,Dec-22,120.38,2.22
Wamuran,Nov-22,120.23,2.52
Wamuran,Oct-22,130.36,2.38
Wamuran,Sep-22,138.06,1.62
Wamuran,Aug-22,124.96,1.36
Wamuran,Jul-22,132.73,1.64
Wamuran,Jun-22,126.07,2.07
Wamuran,May-22,101.23,2
Wamuran,Apr-22,98.93,2.57
Wamuran,Mar-22,98.56,2.14
Wamuran,Feb-22,98.27,1.58
Wamuran,Jan-22,99.53,2.5
Wamuran,Dec-21,99.84,5
Wamuran,Nov-21,96.96,3
Wamuran,Oct-21,96.33,4.13
Wamuran,Sep-21,97.29,2.3
Wamuran,Aug-21,97.32,1.5
Wamuran,Jul-21,97.47,2.67
Wamuran Basin,Jan-22,,
Wamuran Basin,Dec-21,,
Wamuran Basin,Nov-21,,
Wamuran Basin,Oct-21,,
Wamuran Basin,Sep-21,,
Wamuran Basin,Aug-21,,
Wamuran Basin,Jul-21,,
Warner,Jul-23,140.46,10.88
Warner,Jun-23,137.74,3
Warner,May-23,150.22,5.5
Warner,Apr-23,127.29,5.78
Warner,Mar-23,155.17,8.22
Warner,Feb-23,126.79,4.2
Warner,Jan-23,136.45,9.08
Warner,Dec-22,148.41,7.17
Warner,Nov-22,124.2,8
Warner,Oct-22,132.3,7.8
Warner,Sep-22,124.58,4.82
Warner,Aug-22,126.69,7.7
Warner,Jul-22,131.59,9.92
Warner,Jun-22,109.61,5.7
Warner,May-22,105.61,4.5
Warner,Apr-22,98.46,5
Warner,Mar-22,99.75,10.5
Warner,Feb-22,108.56,8
Warner,Jan-22,124.52,19.33
Warner,Dec-21,122.19,4
Warner,Nov-21,80.88,20.5
Warner,Oct-21,75.23,3
Warner,Sep-21,109.73,5
Warner,Aug-21,91.99,6.5
Warner,Jul-21,99.78,10.83
Welsby,Jul-23,393.39,2.17
Welsby,Jun-23,424.4,1.14
Welsby,May-23,372.28,1.5
Welsby,Apr-23,428.54,1.89
Welsby,Mar-23,560.37,1
White Patch,Jul-23,115.82,2.24
White Patch,Jun-23,152.9,1
White Patch,May-23,132.63,1.76
White Patch,Apr-23,135.84,1.59
White Patch,Mar-23,135.61,1.54
White Patch,Feb-23,139.93,1.41
White Patch,Jan-23,336.38,1.65
White Patch,Dec-22,332.08,4.05
White Patch,Nov-22,110.89,4.15
White Patch,Oct-22,187.55,1.25
White Patch,Sep-22,139.72,6.08
White Patch,Aug-22,93.68,1.33
White Patch,Jul-22,,
White Patch,Jun-22,,
White Patch,May-22,250.9,3.5
White Patch,Apr-22,429.06,6.75
White Patch,Mar-22,310.97,3
White Patch,Feb-22,337.66,6.13
White Patch,Jan-22,337.66,6.29
White Patch,Dec-21,425.69,2
White Patch,Nov-21,337.23,2.25
White Patch,Oct-21,460.72,3.4
White Patch,Sep-21,327.73,2.5
White Patch,Aug-21,489.41,3
White Patch,Jul-21,456.28,2.83
Whiteside,Apr-23,,
Whiteside,Dec-22,,
Whiteside,Nov-22,,
Wights Mountain,Jul-23,161.34,2.52
Wights Mountain,Jun-23,158.48,1.92
Wights Mountain,May-23,147.52,2.71
Wights Mountain,Apr-23,149.9,2.75
Wights Mountain,Mar-23,146.4,2.71
Wights Mountain,Feb-23,146.77,7.67
Wights Mountain,Jan-23,137.11,4.75
Wights Mountain,Dec-22,151.57,2.67
Wights Mountain,Nov-22,136.05,
Wights Mountain,Oct-22,136.76,11.25
Wights Mountain,Sep-22,132.64,3.86
Wights Mountain,Aug-22,127.61,2.6
Wights Mountain,Jul-22,132.58,2.78
Wights Mountain,Jun-22,129.28,2.67
Wights Mountain,May-22,139.91,3
Wights Mountain,Apr-22,103.7,5.3
Wights Mountain,Mar-22,95.32,2.7
Wights Mountain,Feb-22,104.71,4.83
Wights Mountain,Jan-22,110.02,3.38
Wights Mountain,Dec-21,116.33,2.77
Wights Mountain,Nov-21,107.66,3.92
Wights Mountain,Oct-21,91.12,2.33
Wights Mountain,Sep-21,89.03,3.77
Wights Mountain,Aug-21,90.04,3.4
Wights Mountain,Jul-21,87.77,2.16
Woodford,Jul-23,143.58,3.57
Woodford,Jun-23,148.49,2.08
Woodford,May-23,141.17,2.59
Woodford,Apr-23,137.56,2.3
Woodford,Mar-23,131.47,2.48
Woodford,Feb-23,140.82,2.03
Woodford,Jan-23,152.78,3.05
Woodford,Dec-22,160.34,3.46
Woodford,Nov-22,149.11,2.4
Woodford,Oct-22,153.75,2.61
Woodford,Sep-22,151.62,2.27
Woodford,Aug-22,162.08,3.33
Woodford,Jul-22,158.02,1.81
Woodford,Jun-22,159.28,7
Woodford,May-22,130.29,1.69
Woodford,Apr-22,106.17,2.38
Woodford,Mar-22,135.06,2.13
Woodford,Feb-22,146.7,1.21
Woodford,Jan-22,152.17,1.32
Woodford,Dec-21,159.02,4.72
Woodford,Nov-21,149.48,2.69
Woodford,Oct-21,144.92,1.88
Woodford,Sep-21,127.97,2.7
Woodford,Aug-21,130.74,1.29
Woodford,Jul-21,123.59,1.42
Woody Point,Jul-23,185.91,7.02
Woody Point,Jun-23,187.89,5.16
Woody Point,May-23,209.95,7.86
Woody Point,Apr-23,202.56,6.08
Woody Point,Mar-23,184.65,3.86
Woody Point,Feb-23,188.19,6.45
Woody Point,Jan-23,210.04,5.21
Woody Point,Dec-22,224.43,4.66
Woody Point,Nov-22,204.78,4.58
Woody Point,Oct-22,221.79,6.74
Woody Point,Sep-22,228.76,6.7
Woody Point,Aug-22,203.23,6.16
Woody Point,Jul-22,196.13,31.65
Woody Point,Jun-22,202.55,36.81
Woody Point,May-22,176.95,6.52
Woody Point,Apr-22,186.75,8.2
Woody Point,Mar-22,179.75,7.63
Woody Point,Feb-22,167.02,6.26
Woody Point,Jan-22,219.33,5.67
Woody Point,Dec-21,228.06,4.21
Woody Point,Nov-21,143.68,8.88
Woody Point,Oct-21,148.58,6.72
Woody Point,Sep-21,126.08,5.59
Woody Point,Aug-21,129.47,13.02
Woody Point,Jul-21,124.22,6.47
Woorim,Jul-23,250.59,7.25
Woorim,Jun-23,260.76,5.74
Woorim,May-23,251.21,8.79
Woorim,Apr-23,310.99,3.57
Woorim,Mar-23,248.48,3.75
Woorim,Feb-23,246.77,4.17
Woorim,Jan-23,301.35,3.95
Woorim,Dec-22,327.96,4.2
Woorim,Nov-22,241.99,3.6
Woorim,Oct-22,240.88,4.36
Woorim,Sep-22,268.46,4.47
Woorim,Aug-22,207.01,4.31
Woorim,Jul-22,227.29,5.47
Woorim,Jun-22,213.2,6.79
Woorim,May-22,198.93,8.79
Woorim,Apr-22,250.95,4.52
Woorim,Mar-22,190.44,4.24
Woorim,Feb-22,212.54,5.11
Woorim,Jan-22,275.35,5.28
Woorim,Dec-21,290.2,4.56
Woorim,Nov-21,200.77,4.34
Woorim,Oct-21,201.4,4.24
Woorim,Sep-21,217.4,4.99
Woorim,Aug-21,184.16,4.96
Woorim,Jul-21,212.29,5.66
Yugar,Jul-23,113.87,
Yugar,Jun-23,114.46,
Yugar,May-23,114.88,34
Yugar,Apr-23,122.38,
Yugar,Mar-23,120.65,16.25
Yugar,Feb-23,115.18,9.5
Yugar,Jan-23,108.66,8
Yugar,Oct-22,118.98,5
Yugar,Sep-22,,
Yugar,Jul-22,124.41,
Yugar,Jun-22,116.17,47
Yugar,Feb-22,,
Yugar,Nov-21,144.19,2.75
Yugar,Oct-21,118.76,30
Yugar,Sep-21,109.19,6.75
Yugar,Aug-21,109.16,5.75
Yugar,Jul-21,111.05,3.67
All,Jul-23,216.8256627,5.400987654
All,Jun-23,210.5596341,4.86525
All,May-23,210.6296386,5.588148148
All,Apr-23,220.0133333,5.678625
All,Mar-23,211.7610256,5.144210526
All,Feb-23,207.2407792,5.105733333
All,Jan-23,208.1542857,6.6448
All,Dec-22,217.7106667,5.588666667
All,Nov-22,189.1189041,4.457916667
All,Oct-22,200.1331944,5.393611111
All,Sep-22,206.7805479,4.183055556
All,Aug-22,189.2849315,5.140684932
All,Jul-22,194.1072857,6.15942029
All,Jun-22,188.1901429,6.876376812
All,May-22,174.9317391,5.782173913
All,Apr-22,179.8283099,4.713676471
All,Mar-22,168.7818571,5.904782609
All,Feb-22,171.3551429,5.548529412
All,Jan-22,188.1428571,6.197
All,Dec-21,194.2469014,4.308428571
All,Nov-21,170.4733333,6.494084507
All,Oct-21,165.9190278,5.047323944
All,Sep-21,165.85125,5.449285714
All,Aug-21,163.6349296,6.427857143
All,Jul-21,163.6752113,5.704782609
