Cel Lga Name 1,Sub Region,Visit_Percent,Pct
The DC of Orroroo Carrieton,Rest of Knox,0.0001,0.01
Quilpie Shire,Rest of Knox,0.0001,0.01
Anangu Pitjantjatjara Yankunytjatjara,Rest of Knox,0.0001,0.01
Hindmarsh Shire,Rest of Knox,0.0001,0.01
Mount Isa City,Rest of Knox,0.0001,0.01
Singleton Council,Rest of Knox,0.0001,0.01
South Burnett Regional,Rest of Knox,0.0001,0.01
Un-Incorporated (Nhulunbuy) Area,Rest of Knox,0.0001,0.01
Un-Incorporated (Yulara) Area,Rest of Knox,0.0001,0.01
Burnie City Council,Rest of Knox,0.0001,0.01
City of Busselton,Rest of Knox,0.0001,0.01
City of Kwinana,Rest of Knox,0.0001,0.01
Lismore City Council,Rest of Knox,0.0001,0.01
Lockyer Valley Regional,Rest of Knox,0.0001,0.01
Loddon Shire,Rest of Knox,0.0001,0.01
Moyne Shire,Rest of Knox,0.0001,0.01
Northern Grampians Shire,Rest of Knox,0.0001,0.01
Snowy Monaro Regional Council,Rest of Knox,0.0001,0.01
Sorell Council,Rest of Knox,0.0001,0.01
Un-Incorporated (Marrakai-Douglas Daly) Area,Rest of Knox,0.0001,0.01
Wangaratta Rural City,Rest of Knox,0.0001,0.01
Ballina Shire Council,Rest of Knox,0.0001,0.01
Colac Otway Shire,Rest of Knox,0.0001,0.01
Scenic Rim Regional,Rest of Knox,0.0001,0.01
Shire of Serpentine-Jarrahdale,Rest of Knox,0.0001,0.01
Town of Cambridge,Rest of Knox,0.0001,0.01
West Arnhem Region,Rest of Knox,0.0001,0.01
Wudinna District Council,Rest of Knox,0.0001,0.01
Campaspe Shire,Rest of Knox,0.0001,0.01
City of Nedlands,Rest of Knox,0.0001,0.01
Clarence Valley Council,Rest of Knox,0.0001,0.01
Goulburn Mulwaree Council,Rest of Knox,0.0001,0.01
Griffith City Council,Rest of Knox,0.0001,0.01
Hepburn Shire,Rest of Knox,0.0001,0.01
Orange City Council,Rest of Knox,0.0001,0.01
Shire of Esperance,Rest of Knox,0.0001,0.01
Southern Grampians Shire,Rest of Knox,0.0001,0.01
The DC of Peterborough,Rest of Knox,0.0001,0.01
Barkly Region,Rest of Knox,0.0001,0.01
Cessnock City Council,Rest of Knox,0.0001,0.01
City of Belmont,Rest of Knox,0.0001,0.01
Golden Plains Shire,Rest of Knox,0.0001,0.01
Gympie Regional,Rest of Knox,0.0001,0.01
Kingborough Council,Rest of Knox,0.0001,0.01
Lithgow City Council,Rest of Knox,0.0001,0.01
The DC of Karoonda East Murray,Rest of Knox,0.0001,0.01
The Flinders Ranges Council,Rest of Knox,0.0001,0.01
Unincorporated,Rest of Knox,0.0001,0.01
Wellington Shire,Rest of Knox,0.0001,0.01
Western Downs Regional,Rest of Knox,0.0001,0.01
Baw Baw Shire,Rest of Knox,0.0001,0.01
City of South Perth,Rest of Knox,0.0001,0.01
Coffs Harbour City Council,Rest of Knox,0.0001,0.01
Devonport City Council,Rest of Knox,0.0001,0.01
Maranoa Regional,Rest of Knox,0.0001,0.01
Port Macquarie-Hastings Council,Rest of Knox,0.0001,0.01
Roper Gulf Region,Rest of Knox,0.0001,0.01
Shoalhaven City Council,Rest of Knox,0.0001,0.01
Southern Mallee DC,Rest of Knox,0.0001,0.01
The DC of Kimba,Rest of Knox,0.0001,0.01
Weston Creek,Rest of Knox,0.0001,0.01
Whitsunday Regional,Rest of Knox,0.0001,0.01
East Gippsland Shire,Rest of Knox,0.0001,0.01
Hobart City Council,Rest of Knox,0.0001,0.01
The DC of Coober Pedy,Rest of Knox,0.0001,0.01
The DC of Tumby Bay,Rest of Knox,0.0001,0.01
Wingecarribee Shire Council,Rest of Knox,0.0001,0.01
Albury City Council,Rest of Knox,0.0002,0.02
Bass Coast Shire,Rest of Knox,0.0001,0.01
Gladstone Regional,Rest of Knox,0.0001,0.01
Glenelg Shire,Rest of Knox,0.0001,0.01
Macedon Ranges Shire,Rest of Knox,0.0001,0.01
Wentworth Shire Council,Rest of Knox,0.0001,0.01
Surf Coast Shire,Rest of Knox,0.0001,0.01
The Council of the Municipality of Hunters Hill,Rest of Knox,0.0001,0.01
The DC of Streaky Bay,Rest of Knox,0.0002,0.02
Wodonga City,Rest of Knox,0.0001,0.01
Burwood Council,Rest of Knox,0.0001,0.01
City of Perth,Rest of Knox,0.0002,0.02
City of Vincent,Rest of Knox,0.0001,0.01
Clarence City Council,Rest of Knox,0.0001,0.01
Tamworth Regional Council,Rest of Knox,0.0002,0.02
City of Kalamunda,Rest of Knox,0.0002,0.02
City of Mandurah,Rest of Knox,0.0002,0.02
Douglas Shire,Rest of Knox,0.0001,0.01
Mid-Coast Council,Rest of Knox,0.0002,0.02
Rockhampton Regional,Rest of Knox,0.0002,0.02
Town of Victoria Park,Rest of Knox,0.0002,0.02
Tweed Shire Council,Rest of Knox,0.0002,0.02
Bathurst Regional Council,Rest of Knox,0.0001,0.01
Bundaberg Regional,Rest of Knox,0.0003,0.03
City of Cockburn,Rest of Knox,0.0002,0.02
Latrobe City,Rest of Knox,0.0002,0.02
The DC of Cleve,Rest of Knox,0.0001,0.01
Wagga Wagga City Council,Rest of Knox,0.0002,0.02
City of Bayswater,Rest of Knox,0.0002,0.02
Queanbeyan-Palerang Regional Council,Rest of Knox,0.0002,0.02
Tuggeranong,Rest of Knox,0.0002,0.02
Glenorchy City Council,Rest of Knox,0.0003,0.03
Horsham Rural City,Rest of Knox,0.0002,0.02
Katherine Municipality,Rest of Knox,0.0003,0.03
Kingston DC,Rest of Knox,0.0002,0.02
Lane Cove Municipal Council,Rest of Knox,0.0002,0.02
Launceston City Council,Rest of Knox,0.0003,0.03
Mackay Regional,Rest of Knox,0.0002,0.02
Fraser Coast Regional,Rest of Knox,0.0002,0.02
Mitchell Shire,Rest of Knox,0.0003,0.03
Moorabool Shire,Rest of Knox,0.0002,0.02
Port Stephens Council,Rest of Knox,0.0002,0.02
Maitland City Council,Rest of Knox,0.0003,0.03
Noosa Shire,Rest of Knox,0.0002,0.02
Shire of Mundaring,Rest of Knox,0.0001,0.01
Warrnambool City,Rest of Knox,0.0001,0.01
Strathfield Municipal Council,Rest of Knox,0.0002,0.02
Woollahra Municipal Council,Rest of Knox,0.0002,0.02
City of Armadale,Rest of Knox,0.0002,0.02
City of Canning,Rest of Knox,0.0003,0.03
City of Melville,Rest of Knox,0.0002,0.02
DC of Robe,Rest of Knox,0.0004,0.04
Shellharbour City Council,Rest of Knox,0.0002,0.02
The DC of Ceduna,Rest of Knox,0.0003,0.03
Greater Shepparton City,Rest of Knox,0.0002,0.02
Townsville City,Rest of Knox,0.0003,0.03
Blue Mountains City Council,Rest of Knox,0.0003,0.03
City of Joondalup,Rest of Knox,0.0003,0.03
Gungahlin,Rest of Knox,0.0004,0.04
Mosman Municipal Council,Rest of Knox,0.0004,0.04
The DC of Mount Remarkable,Rest of Knox,0.0003,0.03
City of Rockingham,Rest of Knox,0.0004,0.04
Toowoomba Regional,Rest of Knox,0.0003,0.03
Wollondilly Shire Council,Rest of Knox,0.0003,0.03
City of Gosnells,Rest of Knox,0.0004,0.04
Hawkesbury City Council,Rest of Knox,0.0004,0.04
Nillumbik Shire,Rest of Knox,0.0005,0.05
Belconnen,Rest of Knox,0.0002,0.02
The DC of Lower Eyre Peninsula,Rest of Knox,0.0003,0.03
Canberra Central,Rest of Knox,0.0004,0.04
Maroondah City,Rest of Knox,0.0005,0.05
The Regional Council of Goyder,Rest of Knox,0.0004,0.04
Maribyrnong City,Rest of Knox,0.0005,0.05
City of Swan,Rest of Knox,0.0004,0.04
Hobsons Bay City,Rest of Knox,0.0005,0.05
Northern Areas Council,Rest of Knox,0.0005,0.05
Greater Bendigo City,Rest of Knox,0.0004,0.04
Waverley Council,Rest of Knox,0.0004,0.04
Barunga West Council,Rest of Knox,0.0006,0.06
Greater Dandenong City,Rest of Knox,0.0004,0.04
Port Phillip City,Rest of Knox,0.0005,0.05
Cardinia Shire,Rest of Knox,0.0004,0.04
Banyule City,Rest of Knox,0.0004,0.04
North Sydney Council,Rest of Knox,0.0006,0.06
Camden Council,Rest of Knox,0.0006,0.06
City of Stirling,Rest of Knox,0.0005,0.05
Randwick City Council,Rest of Knox,0.0006,0.06
Yarra Ranges Shire,Rest of Knox,0.0005,0.05
City of Canada Bay Council,Rest of Knox,0.0006,0.06
Willoughby City Council,Rest of Knox,0.0007,0.07
City of Wanneroo,Rest of Knox,0.0007,0.07
Manningham City,Rest of Knox,0.0007,0.07
Yarra City,Rest of Knox,0.0006,0.06
The DC of Grant,Rest of Knox,0.0006,0.06
Mornington Peninsula Shire,Rest of Knox,0.0006,0.06
Newcastle City Council,Rest of Knox,0.0006,0.06
Stonnington City,Rest of Knox,0.0006,0.06
Bayside City,Rest of Knox,0.0007,0.07
Naracoorte Lucindale Council,Rest of Knox,0.0007,0.07
The Council of the Shire of Hornsby,Rest of Knox,0.0007,0.07
Whitehorse City,Rest of Knox,0.0007,0.07
Ryde City Council,Rest of Knox,0.0006,0.06
Darebin City,Rest of Knox,0.0008,0.08
Ku-ring-gai Council,Rest of Knox,0.0006,0.06
Moonee Valley City,Rest of Knox,0.0006,0.06
Campbelltown City Council,Rest of Knox,0.0007,0.07
Ipswich City,Rest of Knox,0.0007,0.07
Frankston City,Rest of Knox,0.0006,0.06
Ballarat City,Rest of Knox,0.0006,0.06
Cairns Regional,Rest of Knox,0.0007,0.07
Redland City,Rest of Knox,0.0007,0.07
Broken Hill City Council,Rest of Knox,0.0007,0.07
Georges River Council,Rest of Knox,0.0008,0.08
Lake Macquarie City Council,Rest of Knox,0.0006,0.06
Moreland City,Rest of Knox,0.0008,0.08
Inner West Council,Rest of Knox,0.001,0.1
Kingston City,Rest of Knox,0.0008,0.08
Knox City,Rest of Knox,0.0008,0.08
Monash City,Rest of Knox,0.0007,0.07
Municipal Council of Roxby Downs,Rest of Knox,0.001,0.1
Tatiara DC,Rest of Knox,0.0009,0.09
Glen Eira City,Rest of Knox,0.0009,0.09
Litchfield Municipality,Rest of Knox,0.0011,0.11
Mildura Rural City,Rest of Knox,0.001,0.1
Wollongong City Council,Rest of Knox,0.001,0.1
Boroondara City,Rest of Knox,0.001,0.1
Greater Geelong City,Rest of Knox,0.0009,0.09
City of Port Lincoln,Rest of Knox,0.001,0.1
Hume City,Rest of Knox,0.001,0.1
Liverpool City Council,Rest of Knox,0.0012,0.12
Sutherland Shire Council,Rest of Knox,0.0011,0.11
Central Coast Council,Rest of Knox,0.001,0.1
Bayside Council,Rest of Knox,0.0011,0.11
Penrith City Council,Rest of Knox,0.0011,0.11
Whittlesea City,Rest of Knox,0.001,0.1
Brimbank City,Rest of Knox,0.001,0.1
Pastoral Unincorporated Area,Rest of Knox,0.001,0.1
Melton City,Rest of Knox,0.0011,0.11
Renmark Paringa Council,Rest of Knox,0.0013,0.13
Wattle Range Council,Rest of Knox,0.0011,0.11
Cumberland Council,Rest of Knox,0.0014,0.14
Fairfield City Council,Rest of Knox,0.0013,0.13
Wakefield Regional Council,Rest of Knox,0.0013,0.13
The Hills Shire Council,Rest of Knox,0.0012,0.12
Coorong District Council,Rest of Knox,0.0014,0.14
Melbourne City,Rest of Knox,0.0013,0.13
Alice Springs Municipality,Rest of Knox,0.0013,0.13
Sunshine Coast Regional,Rest of Knox,0.0011,0.11
City of Parramatta Council,Rest of Knox,0.0013,0.13
Council of the City of Sydney,Rest of Knox,0.0015,0.15
Casey City,Rest of Knox,0.0012,0.12
Clare and Gilbert Valleys Council,Rest of Knox,0.0013,0.13
Logan City,Rest of Knox,0.0014,0.14
The Berri Barmera Council,Rest of Knox,0.0014,0.14
Wyndham City,Rest of Knox,0.0014,0.14
Port Augusta City Council,Rest of Knox,0.0018,0.18
The DC of Loxton Waikerie,Rest of Knox,0.0015,0.15
Canterbury-Bankstown Council,Rest of Knox,0.0018,0.18
Northern Beaches Council,Rest of Knox,0.0015,0.15
Yorke Peninsula Council,Rest of Knox,0.0022,0.22
Palmerston Municipality,Rest of Knox,0.002,0.2
Kangaroo Island Council,Rest of Knox,0.0017,0.17
Moreton Bay Regional,Rest of Knox,0.002,0.2
Blacktown City Council,Rest of Knox,0.0024,0.24
The Corporation of the City of Whyalla,Rest of Knox,0.0025,0.25
Mid Murray Council,Rest of Knox,0.0026,0.26
Port Pirie Regional Council,Rest of Knox,0.0024,0.24
Copper Coast Council,Rest of Knox,0.0027,0.27
Gold Coast City,Rest of Knox,0.003,0.3
City of Mount Gambier,Rest of Knox,0.0036,0.36
Adelaide Plains Council,Rest of Knox,0.0036,0.36
Darwin Municipality,Rest of Knox,0.0045,0.45
Light Regional Council,Rest of Knox,0.0041,0.41
The Corporation of the Town of Walkerville,Rest of Knox,0.0045,0.45
Brisbane City,Rest of Knox,0.0052,0.52
The Rural City of Murray Bridge,Rest of Knox,0.006,0.6
The Barossa Council,Rest of Knox,0.0057,0.57
Town of Gawler,Rest of Knox,0.008,0.8
The DC of Yankalilla,Rest of Knox,0.0103,1.03
City of Prospect,Rest of Knox,0.0125,1.25
Adelaide Hills Council,Rest of Knox,0.018,1.8
Adelaide City Council,Rest of Knox,0.0167,1.67
The City of Norwood Payneham and St Peters,Rest of Knox,0.0184,1.84
Mount Barker District Council,Rest of Knox,0.0238,2.38
City of Victor Harbor,Rest of Knox,0.0181,1.81
City of Burnside,Rest of Knox,0.0288,2.88
Alexandrina Council,Rest of Knox,0.0284,2.84
City of Playford,Rest of Knox,0.0343,3.43
City of Unley,Rest of Knox,0.0361,3.61
City of Tea Tree Gully,Rest of Knox,0.0427,4.27
City of West Torrens,Rest of Knox,0.0485,4.85
City of Holdfast Bay,Rest of Knox,0.0446,4.46
City of Salisbury,Rest of Knox,0.0583,5.83
City of Port Adelaide Enfield,Rest of Knox,0.057,5.7
City of Charles Sturt,Rest of Knox,0.0731,7.31
City of Mitcham,Rest of Knox,0.0855,8.55
City of Marion,Rest of Knox,0.1739,17.39
Alpine Shire,Rest of Southern Vales,0.0001,0.01
Lachlan Shire Council,Rest of Southern Vales,0.0001,0.01
Moira Shire,Rest of Southern Vales,0.0001,0.01
Shire of Northam,Rest of Southern Vales,0.0001,0.01
The DC of Orroroo Carrieton,Rest of Southern Vales,0.0001,0.01
Anangu Pitjantjatjara Yankunytjatjara,Rest of Southern Vales,0.0001,0.01
Ararat Rural City,Rest of Southern Vales,0.0001,0.01
Hindmarsh Shire,Rest of Southern Vales,0.0001,0.01
Mount Isa City,Rest of Southern Vales,0.0001,0.01
Tablelands Regional,Rest of Southern Vales,0.0001,0.01
Un-Incorporated (Nhulunbuy) Area,Rest of Southern Vales,0.0001,0.01
Un-Incorporated (Yulara) Area,Rest of Southern Vales,0.0001,0.01
Bulloo Shire,Rest of Southern Vales,0.0001,0.01
Burnie City Council,Rest of Southern Vales,0.0001,0.01
Byron Shire Council,Rest of Southern Vales,0.0001,0.01
City of Fremantle,Rest of Southern Vales,0.0001,0.01
City of Kwinana,Rest of Southern Vales,0.0001,0.01
Isaac Regional,Rest of Southern Vales,0.0001,0.01
Lismore City Council,Rest of Southern Vales,0.0001,0.01
Livingstone Shire,Rest of Southern Vales,0.0001,0.01
Lockyer Valley Regional,Rest of Southern Vales,0.0001,0.01
Northern Grampians Shire,Rest of Southern Vales,0.0001,0.01
Snowy Monaro Regional Council,Rest of Southern Vales,0.0001,0.01
Wangaratta Rural City,Rest of Southern Vales,0.0001,0.01
Ballina Shire Council,Rest of Southern Vales,0.0001,0.01
Scenic Rim Regional,Rest of Southern Vales,0.0001,0.01
Shire of Serpentine-Jarrahdale,Rest of Southern Vales,0.0001,0.01
Town of Cambridge,Rest of Southern Vales,0.0001,0.01
West Arnhem Region,Rest of Southern Vales,0.0001,0.01
Wudinna District Council,Rest of Southern Vales,0.0001,0.01
Campaspe Shire,Rest of Southern Vales,0.0001,0.01
City of Nedlands,Rest of Southern Vales,0.0001,0.01
Clarence Valley Council,Rest of Southern Vales,0.0001,0.01
DC of Elliston,Rest of Southern Vales,0.0001,0.01
Goulburn Mulwaree Council,Rest of Southern Vales,0.0001,0.01
Griffith City Council,Rest of Southern Vales,0.0001,0.01
Hepburn Shire,Rest of Southern Vales,0.0001,0.01
Orange City Council,Rest of Southern Vales,0.0001,0.01
Southern Grampians Shire,Rest of Southern Vales,0.0001,0.01
The DC of Peterborough,Rest of Southern Vales,0.0001,0.01
Barkly Region,Rest of Southern Vales,0.0001,0.01
Cessnock City Council,Rest of Southern Vales,0.0001,0.01
City of Belmont,Rest of Southern Vales,0.0001,0.01
Golden Plains Shire,Rest of Southern Vales,0.0001,0.01
Gympie Regional,Rest of Southern Vales,0.0001,0.01
Kingborough Council,Rest of Southern Vales,0.0001,0.01
Lithgow City Council,Rest of Southern Vales,0.0001,0.01
Swan Hill Rural City,Rest of Southern Vales,0.0001,0.01
The DC of Karoonda East Murray,Rest of Southern Vales,0.0001,0.01
The Flinders Ranges Council,Rest of Southern Vales,0.0001,0.01
Unincorporated,Rest of Southern Vales,0.0001,0.01
Wellington Shire,Rest of Southern Vales,0.0001,0.01
Western Downs Regional,Rest of Southern Vales,0.0001,0.01
Baw Baw Shire,Rest of Southern Vales,0.0001,0.01
City of South Perth,Rest of Southern Vales,0.0001,0.01
Coffs Harbour City Council,Rest of Southern Vales,0.0001,0.01
Devonport City Council,Rest of Southern Vales,0.0001,0.01
Maranoa Regional,Rest of Southern Vales,0.0001,0.01
Port Macquarie-Hastings Council,Rest of Southern Vales,0.0001,0.01
Roper Gulf Region,Rest of Southern Vales,0.0001,0.01
Shoalhaven City Council,Rest of Southern Vales,0.0001,0.01
Southern Mallee DC,Rest of Southern Vales,0.0001,0.01
The DC of Kimba,Rest of Southern Vales,0.0001,0.01
Weston Creek,Rest of Southern Vales,0.0001,0.01
Whitsunday Regional,Rest of Southern Vales,0.0001,0.01
East Gippsland Shire,Rest of Southern Vales,0.0001,0.01
Hobart City Council,Rest of Southern Vales,0.0001,0.01
The DC of Coober Pedy,Rest of Southern Vales,0.0001,0.01
The DC of Tumby Bay,Rest of Southern Vales,0.0001,0.01
Wingecarribee Shire Council,Rest of Southern Vales,0.0001,0.01
Albury City Council,Rest of Southern Vales,0.0001,0.01
Bass Coast Shire,Rest of Southern Vales,0.0001,0.01
Gladstone Regional,Rest of Southern Vales,0.0001,0.01
Glenelg Shire,Rest of Southern Vales,0.0001,0.01
Macedon Ranges Shire,Rest of Southern Vales,0.0001,0.01
Wentworth Shire Council,Rest of Southern Vales,0.0001,0.01
Surf Coast Shire,Rest of Southern Vales,0.0001,0.01
The Council of the Municipality of Hunters Hill,Rest of Southern Vales,0.0001,0.01
The DC of Streaky Bay,Rest of Southern Vales,0.0001,0.01
Wodonga City,Rest of Southern Vales,0.0001,0.01
Burwood Council,Rest of Southern Vales,0.0002,0.02
City of Perth,Rest of Southern Vales,0.0002,0.02
City of Vincent,Rest of Southern Vales,0.0001,0.01
Clarence City Council,Rest of Southern Vales,0.0002,0.02
Tamworth Regional Council,Rest of Southern Vales,0.0002,0.02
City of Kalamunda,Rest of Southern Vales,0.0003,0.03
City of Mandurah,Rest of Southern Vales,0.0002,0.02
Douglas Shire,Rest of Southern Vales,0.0002,0.02
Mid-Coast Council,Rest of Southern Vales,0.0002,0.02
Rockhampton Regional,Rest of Southern Vales,0.0001,0.01
Town of Victoria Park,Rest of Southern Vales,0.0001,0.01
Tweed Shire Council,Rest of Southern Vales,0.0002,0.02
Bathurst Regional Council,Rest of Southern Vales,0.0002,0.02
Bundaberg Regional,Rest of Southern Vales,0.0002,0.02
City of Cockburn,Rest of Southern Vales,0.0002,0.02
Latrobe City,Rest of Southern Vales,0.0002,0.02
The DC of Cleve,Rest of Southern Vales,0.0002,0.02
Wagga Wagga City Council,Rest of Southern Vales,0.0002,0.02
City of Bayswater,Rest of Southern Vales,0.0002,0.02
Queanbeyan-Palerang Regional Council,Rest of Southern Vales,0.0001,0.01
Tuggeranong,Rest of Southern Vales,0.0002,0.02
Glenorchy City Council,Rest of Southern Vales,0.0003,0.03
Horsham Rural City,Rest of Southern Vales,0.0002,0.02
Katherine Municipality,Rest of Southern Vales,0.0002,0.02
Kingston DC,Rest of Southern Vales,0.0002,0.02
Lane Cove Municipal Council,Rest of Southern Vales,0.0002,0.02
Launceston City Council,Rest of Southern Vales,0.0002,0.02
Mackay Regional,Rest of Southern Vales,0.0003,0.03
Fraser Coast Regional,Rest of Southern Vales,0.0003,0.03
Mitchell Shire,Rest of Southern Vales,0.0001,0.01
Moorabool Shire,Rest of Southern Vales,0.0002,0.02
Port Stephens Council,Rest of Southern Vales,0.0002,0.02
Maitland City Council,Rest of Southern Vales,0.0003,0.03
Noosa Shire,Rest of Southern Vales,0.0002,0.02
Shire of Mundaring,Rest of Southern Vales,0.0002,0.02
Warrnambool City,Rest of Southern Vales,0.0002,0.02
Strathfield Municipal Council,Rest of Southern Vales,0.0003,0.03
Woollahra Municipal Council,Rest of Southern Vales,0.0002,0.02
City of Armadale,Rest of Southern Vales,0.0002,0.02
City of Canning,Rest of Southern Vales,0.0002,0.02
City of Melville,Rest of Southern Vales,0.0002,0.02
DC of Robe,Rest of Southern Vales,0.0003,0.03
Shellharbour City Council,Rest of Southern Vales,0.0002,0.02
The DC of Ceduna,Rest of Southern Vales,0.0003,0.03
Greater Shepparton City,Rest of Southern Vales,0.0002,0.02
Townsville City,Rest of Southern Vales,0.0003,0.03
Blue Mountains City Council,Rest of Southern Vales,0.0002,0.02
City of Joondalup,Rest of Southern Vales,0.0003,0.03
Gungahlin,Rest of Southern Vales,0.0002,0.02
Mosman Municipal Council,Rest of Southern Vales,0.0003,0.03
The DC of Mount Remarkable,Rest of Southern Vales,0.0003,0.03
City of Rockingham,Rest of Southern Vales,0.0003,0.03
Toowoomba Regional,Rest of Southern Vales,0.0004,0.04
Wollondilly Shire Council,Rest of Southern Vales,0.0003,0.03
City of Gosnells,Rest of Southern Vales,0.0003,0.03
Hawkesbury City Council,Rest of Southern Vales,0.0004,0.04
Nillumbik Shire,Rest of Southern Vales,0.0004,0.04
Belconnen,Rest of Southern Vales,0.0003,0.03
The DC of Lower Eyre Peninsula,Rest of Southern Vales,0.0004,0.04
Canberra Central,Rest of Southern Vales,0.0004,0.04
Maroondah City,Rest of Southern Vales,0.0005,0.05
The Regional Council of Goyder,Rest of Southern Vales,0.0004,0.04
Maribyrnong City,Rest of Southern Vales,0.0005,0.05
City of Swan,Rest of Southern Vales,0.0005,0.05
Hobsons Bay City,Rest of Southern Vales,0.0005,0.05
Northern Areas Council,Rest of Southern Vales,0.0005,0.05
Greater Bendigo City,Rest of Southern Vales,0.0004,0.04
Waverley Council,Rest of Southern Vales,0.0004,0.04
Barunga West Council,Rest of Southern Vales,0.0003,0.03
Greater Dandenong City,Rest of Southern Vales,0.0004,0.04
Port Phillip City,Rest of Southern Vales,0.0004,0.04
Cardinia Shire,Rest of Southern Vales,0.0004,0.04
Banyule City,Rest of Southern Vales,0.0006,0.06
North Sydney Council,Rest of Southern Vales,0.0006,0.06
Camden Council,Rest of Southern Vales,0.0005,0.05
City of Stirling,Rest of Southern Vales,0.0006,0.06
Randwick City Council,Rest of Southern Vales,0.0005,0.05
Yarra Ranges Shire,Rest of Southern Vales,0.0005,0.05
City of Canada Bay Council,Rest of Southern Vales,0.0006,0.06
Willoughby City Council,Rest of Southern Vales,0.0007,0.07
City of Wanneroo,Rest of Southern Vales,0.0007,0.07
Manningham City,Rest of Southern Vales,0.0006,0.06
Yarra City,Rest of Southern Vales,0.0006,0.06
The DC of Grant,Rest of Southern Vales,0.0007,0.07
Mornington Peninsula Shire,Rest of Southern Vales,0.0005,0.05
Newcastle City Council,Rest of Southern Vales,0.0006,0.06
Stonnington City,Rest of Southern Vales,0.0005,0.05
Bayside City,Rest of Southern Vales,0.0006,0.06
Naracoorte Lucindale Council,Rest of Southern Vales,0.0006,0.06
The Council of the Shire of Hornsby,Rest of Southern Vales,0.0007,0.07
Whitehorse City,Rest of Southern Vales,0.0007,0.07
Ryde City Council,Rest of Southern Vales,0.0007,0.07
Darebin City,Rest of Southern Vales,0.0007,0.07
Ku-ring-gai Council,Rest of Southern Vales,0.0007,0.07
Moonee Valley City,Rest of Southern Vales,0.0007,0.07
Campbelltown City Council,Rest of Southern Vales,0.0006,0.06
Ipswich City,Rest of Southern Vales,0.0009,0.09
Frankston City,Rest of Southern Vales,0.0006,0.06
Ballarat City,Rest of Southern Vales,0.0007,0.07
Cairns Regional,Rest of Southern Vales,0.0007,0.07
Redland City,Rest of Southern Vales,0.0007,0.07
Broken Hill City Council,Rest of Southern Vales,0.0007,0.07
Georges River Council,Rest of Southern Vales,0.0007,0.07
Lake Macquarie City Council,Rest of Southern Vales,0.0007,0.07
Moreland City,Rest of Southern Vales,0.0009,0.09
Inner West Council,Rest of Southern Vales,0.0009,0.09
Kingston City,Rest of Southern Vales,0.0008,0.08
Knox City,Rest of Southern Vales,0.0009,0.09
Monash City,Rest of Southern Vales,0.0006,0.06
Municipal Council of Roxby Downs,Rest of Southern Vales,0.0009,0.09
Tatiara DC,Rest of Southern Vales,0.0012,0.12
Glen Eira City,Rest of Southern Vales,0.0009,0.09
Litchfield Municipality,Rest of Southern Vales,0.0009,0.09
Mildura Rural City,Rest of Southern Vales,0.0008,0.08
Wollongong City Council,Rest of Southern Vales,0.0007,0.07
Boroondara City,Rest of Southern Vales,0.0009,0.09
Greater Geelong City,Rest of Southern Vales,0.0008,0.08
City of Port Lincoln,Rest of Southern Vales,0.0009,0.09
Hume City,Rest of Southern Vales,0.0009,0.09
Liverpool City Council,Rest of Southern Vales,0.0011,0.11
Sutherland Shire Council,Rest of Southern Vales,0.001,0.1
Central Coast Council,Rest of Southern Vales,0.0011,0.11
Bayside Council,Rest of Southern Vales,0.001,0.1
Penrith City Council,Rest of Southern Vales,0.0011,0.11
Whittlesea City,Rest of Southern Vales,0.001,0.1
Brimbank City,Rest of Southern Vales,0.0011,0.11
Pastoral Unincorporated Area,Rest of Southern Vales,0.0011,0.11
Melton City,Rest of Southern Vales,0.0011,0.11
Renmark Paringa Council,Rest of Southern Vales,0.0012,0.12
Wattle Range Council,Rest of Southern Vales,0.0012,0.12
Cumberland Council,Rest of Southern Vales,0.0012,0.12
Fairfield City Council,Rest of Southern Vales,0.0012,0.12
Wakefield Regional Council,Rest of Southern Vales,0.0013,0.13
The Hills Shire Council,Rest of Southern Vales,0.0015,0.15
Coorong District Council,Rest of Southern Vales,0.0014,0.14
Melbourne City,Rest of Southern Vales,0.0011,0.11
Alice Springs Municipality,Rest of Southern Vales,0.0011,0.11
Sunshine Coast Regional,Rest of Southern Vales,0.0013,0.13
City of Parramatta Council,Rest of Southern Vales,0.0012,0.12
Council of the City of Sydney,Rest of Southern Vales,0.0014,0.14
Casey City,Rest of Southern Vales,0.0014,0.14
Clare and Gilbert Valleys Council,Rest of Southern Vales,0.0013,0.13
Logan City,Rest of Southern Vales,0.0014,0.14
The Berri Barmera Council,Rest of Southern Vales,0.0012,0.12
Wyndham City,Rest of Southern Vales,0.0016,0.16
Port Augusta City Council,Rest of Southern Vales,0.0016,0.16
The DC of Loxton Waikerie,Rest of Southern Vales,0.0017,0.17
Canterbury-Bankstown Council,Rest of Southern Vales,0.0016,0.16
Northern Beaches Council,Rest of Southern Vales,0.0017,0.17
Yorke Peninsula Council,Rest of Southern Vales,0.0019,0.19
Palmerston Municipality,Rest of Southern Vales,0.002,0.2
Kangaroo Island Council,Rest of Southern Vales,0.0026,0.26
Moreton Bay Regional,Rest of Southern Vales,0.0019,0.19
Blacktown City Council,Rest of Southern Vales,0.002,0.2
The Corporation of the City of Whyalla,Rest of Southern Vales,0.0023,0.23
Mid Murray Council,Rest of Southern Vales,0.0025,0.25
