Cel Lga Name 1,Sub Region,Visit_Percent,Pct
Sutherland Shire Council,Rest of South Coast,0.001,0.1
Central Coast Council,Rest of South Coast,0.0012,0.12
Bayside Council,Rest of South Coast,0.0013,0.13
Penrith City Council,Rest of South Coast,0.0012,0.12
Whittlesea City,Rest of South Coast,0.001,0.1
Brimbank City,Rest of South Coast,0.0013,0.13
Pastoral Unincorporated Area,Rest of South Coast,0.0011,0.11
Melton City,Rest of South Coast,0.0011,0.11
Renmark Paringa Council,Rest of South Coast,0.0013,0.13
Wattle Range Council,Rest of South Coast,0.0012,0.12
Cumberland Council,Rest of South Coast,0.0013,0.13
Fairfield City Council,Rest of South Coast,0.0013,0.13
Wakefield Regional Council,Rest of South Coast,0.0013,0.13
The Hills Shire Council,Rest of South Coast,0.0015,0.15
Coorong District Council,Rest of South Coast,0.0009,0.09
Melbourne City,Rest of South Coast,0.0014,0.14
Alice Springs Municipality,Rest of South Coast,0.0013,0.13
Sunshine Coast Regional,Rest of South Coast,0.0015,0.15
City of Parramatta Council,Rest of South Coast,0.0013,0.13
Council of the City of Sydney,Rest of South Coast,0.0014,0.14
Casey City,Rest of South Coast,0.0014,0.14
Clare and Gilbert Valleys Council,Rest of South Coast,0.0013,0.13
Logan City,Rest of South Coast,0.0014,0.14
The Berri Barmera Council,Rest of South Coast,0.0013,0.13
Wyndham City,Rest of South Coast,0.0018,0.18
Port Augusta City Council,Rest of South Coast,0.002,0.2
The DC of Loxton Waikerie,Rest of South Coast,0.0019,0.19
Canterbury-Bankstown Council,Rest of South Coast,0.0021,0.21
Northern Beaches Council,Rest of South Coast,0.0017,0.17
Yorke Peninsula Council,Rest of South Coast,0.002,0.2
Palmerston Municipality,Rest of South Coast,0.0025,0.25
Kangaroo Island Council,Rest of South Coast,0.0045,0.45
Moreton Bay Regional,Rest of South Coast,0.0022,0.22
Blacktown City Council,Rest of South Coast,0.0023,0.23
The Corporation of the City of Whyalla,Rest of South Coast,0.0026,0.26
Mid Murray Council,Rest of South Coast,0.0025,0.25
Port Pirie Regional Council,Rest of South Coast,0.0023,0.23
Copper Coast Council,Rest of South Coast,0.0024,0.24
Gold Coast City,Rest of South Coast,0.0031,0.31
City of Mount Gambier,Rest of South Coast,0.0032,0.32
Adelaide Plains Council,Rest of South Coast,0.0036,0.36
Darwin Municipality,Rest of South Coast,0.005,0.5
Light Regional Council,Rest of South Coast,0.0041,0.41
The Corporation of the Town of Walkerville,Rest of South Coast,0.0044,0.44
Brisbane City,Rest of South Coast,0.0056,0.56
The Rural City of Murray Bridge,Rest of South Coast,0.0062,0.62
The Barossa Council,Rest of South Coast,0.0062,0.62
Town of Gawler,Rest of South Coast,0.0081,0.81
The DC of Yankalilla,Rest of South Coast,0.0263,2.63
City of Prospect,Rest of South Coast,0.0127,1.27
Adelaide Hills Council,Rest of South Coast,0.0198,1.98
Adelaide City Council,Rest of South Coast,0.0178,1.78
The City of Norwood Payneham and St Peters,Rest of South Coast,0.0198,1.98
Mount Barker District Council,Rest of South Coast,0.0218,2.18
City of Victor Harbor,Rest of South Coast,0.0202,2.02
City of Burnside,Rest of South Coast,0.0309,3.09
Alexandrina Council,Rest of South Coast,0.0312,3.12
City of Playford,Rest of South Coast,0.0332,3.32
City of Unley,Rest of South Coast,0.0352,3.52
City of Tea Tree Gully,Rest of South Coast,0.0465,4.65
City of West Torrens,Rest of South Coast,0.0477,4.77
City of Holdfast Bay,Rest of South Coast,0.0439,4.39
City of Salisbury,Rest of South Coast,0.0585,5.85
City of Port Adelaide Enfield,Rest of South Coast,0.0567,5.67
City of Charles Sturt,Rest of South Coast,0.0783,7.83
City of Mitcham,Rest of South Coast,0.0775,7.75
City of Marion,Rest of South Coast,0.1397,13.97
Parkes Shire Council,Aldinga,0.0001,0.01
Shire of Laverton,Aldinga,0.0001,0.01
Southern Midlands Council,Aldinga,0.0001,0.01
Strathbogie Shire,Aldinga,0.0001,0.01
Alpine Shire,Aldinga,0.0001,0.01
Kentish Council,Aldinga,0.0001,0.01
Murray River Council,Aldinga,0.0001,0.01
Shire of Broome,Aldinga,0.0001,0.01
The DC of Orroroo Carrieton,Aldinga,0.0001,0.01
City of Subiaco,Aldinga,0.0001,0.01
Eurobodalla Shire Council,Aldinga,0.0001,0.01
Mount Alexander Shire,Aldinga,0.0001,0.01
Shire of East Pilbara,Aldinga,0.0001,0.01
The DC of Franklin Harbour,Aldinga,0.0001,0.01
UIA Torrens Island,Aldinga,0.0001,0.01
Anangu Pitjantjatjara Yankunytjatjara,Aldinga,0.0002,0.02
Ararat Rural City,Aldinga,0.0001,0.01
Darwin Waterfront Precinct Municipality,Aldinga,0.0001,0.01
Hindmarsh Shire,Aldinga,0.0001,0.01
Mid-Western Regional Council,Aldinga,0.0001,0.01
Shire of Ashburton,Aldinga,0.0001,0.01
Un-Incorporated (Yulara) Area,Aldinga,0.0001,0.01
Armidale Regional Council,Aldinga,0.0001,0.01
Bulloo Shire,Aldinga,0.0001,0.01
Byron Shire Council,Aldinga,0.0001,0.01
City of Busselton,Aldinga,0.0001,0.01
City of Fremantle,Aldinga,0.0001,0.01
Derwent Valley Council,Aldinga,0.0001,0.01
Isaac Regional,Aldinga,0.0001,0.01
Northern Grampians Shire,Aldinga,0.0001,0.01
Scenic Rim Regional,Aldinga,0.0001,0.01
Town of Cambridge,Aldinga,0.0001,0.01
Campaspe Shire,Aldinga,0.0001,0.01
City of Nedlands,Aldinga,0.0001,0.01
Clarence Valley Council,Aldinga,0.0001,0.01
Goulburn Mulwaree Council,Aldinga,0.0001,0.01
Griffith City Council,Aldinga,0.0001,0.01
Orange City Council,Aldinga,0.0001,0.01
Southern Grampians Shire,Aldinga,0.0002,0.02
The DC of Peterborough,Aldinga,0.0001,0.01
Barkly Region,Aldinga,0.0002,0.02
Cessnock City Council,Aldinga,0.0001,0.01
Kingborough Council,Aldinga,0.0002,0.02
Lithgow City Council,Aldinga,0.0001,0.01
The Flinders Ranges Council,Aldinga,0.0002,0.02
Unincorporated,Aldinga,0.0001,0.01
Wellington Shire,Aldinga,0.0001,0.01
Western Downs Regional,Aldinga,0.0001,0.01
Baw Baw Shire,Aldinga,0.0002,0.02
City of South Perth,Aldinga,0.0001,0.01
Coffs Harbour City Council,Aldinga,0.0001,0.01
Maranoa Regional,Aldinga,0.0002,0.02
Port Macquarie-Hastings Council,Aldinga,0.0001,0.01
Roper Gulf Region,Aldinga,0.0002,0.02
Southern Mallee DC,Aldinga,0.0001,0.01
The DC of Kimba,Aldinga,0.0002,0.02
Weston Creek,Aldinga,0.0002,0.02
Whitsunday Regional,Aldinga,0.0003,0.03
Hobart City Council,Aldinga,0.0001,0.01
The DC of Tumby Bay,Aldinga,0.0001,0.01
Wingecarribee Shire Council,Aldinga,0.0002,0.02
Bass Coast Shire,Aldinga,0.0002,0.02
Gladstone Regional,Aldinga,0.0002,0.02
Glenelg Shire,Aldinga,0.0002,0.02
Macedon Ranges Shire,Aldinga,0.0002,0.02
The Council of the Municipality of Hunters Hill,Aldinga,0.0002,0.02
Burwood Council,Aldinga,0.0002,0.02
City of Vincent,Aldinga,0.0002,0.02
Clarence City Council,Aldinga,0.0002,0.02
Tamworth Regional Council,Aldinga,0.0002,0.02
City of Kalamunda,Aldinga,0.0001,0.01
City of Mandurah,Aldinga,0.0002,0.02
Douglas Shire,Aldinga,0.0003,0.03
Mid-Coast Council,Aldinga,0.0003,0.03
Town of Victoria Park,Aldinga,0.0001,0.01
Tweed Shire Council,Aldinga,0.0002,0.02
Bathurst Regional Council,Aldinga,0.0002,0.02
Bundaberg Regional,Aldinga,0.0002,0.02
City of Cockburn,Aldinga,0.0002,0.02
Latrobe City,Aldinga,0.0001,0.01
The DC of Cleve,Aldinga,0.0002,0.02
Wagga Wagga City Council,Aldinga,0.0002,0.02
City of Bayswater,Aldinga,0.0001,0.01
Queanbeyan-Palerang Regional Council,Aldinga,0.0001,0.01
Tuggeranong,Aldinga,0.0002,0.02
Glenorchy City Council,Aldinga,0.0003,0.03
Horsham Rural City,Aldinga,0.0002,0.02
Katherine Municipality,Aldinga,0.0002,0.02
Kingston DC,Aldinga,0.0002,0.02
Lane Cove Municipal Council,Aldinga,0.0002,0.02
Launceston City Council,Aldinga,0.0003,0.03
Mackay Regional,Aldinga,0.0002,0.02
Fraser Coast Regional,Aldinga,0.0003,0.03
Mitchell Shire,Aldinga,0.0003,0.03
Moorabool Shire,Aldinga,0.0003,0.03
Port Stephens Council,Aldinga,0.0004,0.04
Maitland City Council,Aldinga,0.0003,0.03
Noosa Shire,Aldinga,0.0004,0.04
Strathfield Municipal Council,Aldinga,0.0003,0.03
Woollahra Municipal Council,Aldinga,0.0002,0.02
City of Armadale,Aldinga,0.0002,0.02
City of Canning,Aldinga,0.0001,0.01
City of Melville,Aldinga,0.0003,0.03
DC of Robe,Aldinga,0.0005,0.05
Shellharbour City Council,Aldinga,0.0002,0.02
The DC of Ceduna,Aldinga,0.0003,0.03
Greater Shepparton City,Aldinga,0.0003,0.03
Townsville City,Aldinga,0.0003,0.03
Blue Mountains City Council,Aldinga,0.0002,0.02
City of Joondalup,Aldinga,0.0004,0.04
Gungahlin,Aldinga,0.0005,0.05
Mosman Municipal Council,Aldinga,0.0004,0.04
The DC of Mount Remarkable,Aldinga,0.0003,0.03
City of Rockingham,Aldinga,0.0003,0.03
Toowoomba Regional,Aldinga,0.0004,0.04
Wollondilly Shire Council,Aldinga,0.0003,0.03
City of Gosnells,Aldinga,0.0002,0.02
Hawkesbury City Council,Aldinga,0.0003,0.03
Nillumbik Shire,Aldinga,0.0002,0.02
Belconnen,Aldinga,0.0005,0.05
The DC of Lower Eyre Peninsula,Aldinga,0.0003,0.03
Canberra Central,Aldinga,0.0003,0.03
Maroondah City,Aldinga,0.0005,0.05
The Regional Council of Goyder,Aldinga,0.0005,0.05
Maribyrnong City,Aldinga,0.0004,0.04
City of Swan,Aldinga,0.0003,0.03
Hobsons Bay City,Aldinga,0.0003,0.03
Northern Areas Council,Aldinga,0.0007,0.07
Greater Bendigo City,Aldinga,0.0006,0.06
Waverley Council,Aldinga,0.0005,0.05
Barunga West Council,Aldinga,0.0005,0.05
Greater Dandenong City,Aldinga,0.0004,0.04
Port Phillip City,Aldinga,0.0003,0.03
Cardinia Shire,Aldinga,0.0006,0.06
Banyule City,Aldinga,0.0007,0.07
North Sydney Council,Aldinga,0.0007,0.07
Camden Council,Aldinga,0.0005,0.05
City of Stirling,Aldinga,0.0007,0.07
Randwick City Council,Aldinga,0.0005,0.05
Yarra Ranges Shire,Aldinga,0.0003,0.03
City of Canada Bay Council,Aldinga,0.0006,0.06
Willoughby City Council,Aldinga,0.0006,0.06
City of Wanneroo,Aldinga,0.0005,0.05
Manningham City,Aldinga,0.0004,0.04
Yarra City,Aldinga,0.0005,0.05
The DC of Grant,Aldinga,0.0005,0.05
Mornington Peninsula Shire,Aldinga,0.001,0.1
Newcastle City Council,Aldinga,0.0005,0.05
Stonnington City,Aldinga,0.0009,0.09
Bayside City,Aldinga,0.0007,0.07
Naracoorte Lucindale Council,Aldinga,0.001,0.1
The Council of the Shire of Hornsby,Aldinga,0.0009,0.09
Whitehorse City,Aldinga,0.0007,0.07
Ryde City Council,Aldinga,0.0007,0.07
Darebin City,Aldinga,0.0007,0.07
Ku-ring-gai Council,Aldinga,0.0009,0.09
Moonee Valley City,Aldinga,0.0008,0.08
Campbelltown City Council,Aldinga,0.0007,0.07
Ipswich City,Aldinga,0.0006,0.06
Frankston City,Aldinga,0.0009,0.09
Ballarat City,Aldinga,0.0007,0.07
Cairns Regional,Aldinga,0.0006,0.06
Redland City,Aldinga,0.0008,0.08
Broken Hill City Council,Aldinga,0.0007,0.07
Georges River Council,Aldinga,0.0005,0.05
Lake Macquarie City Council,Aldinga,0.0007,0.07
Moreland City,Aldinga,0.0007,0.07
Inner West Council,Aldinga,0.001,0.1
Kingston City,Aldinga,0.0008,0.08
Knox City,Aldinga,0.0009,0.09
Monash City,Aldinga,0.0008,0.08
Municipal Council of Roxby Downs,Aldinga,0.0009,0.09
Tatiara DC,Aldinga,0.0013,0.13
Glen Eira City,Aldinga,0.0007,0.07
Litchfield Municipality,Aldinga,0.0008,0.08
Mildura Rural City,Aldinga,0.0008,0.08
Wollongong City Council,Aldinga,0.0008,0.08
Boroondara City,Aldinga,0.0012,0.12
Greater Geelong City,Aldinga,0.0008,0.08
City of Port Lincoln,Aldinga,0.001,0.1
Hume City,Aldinga,0.0011,0.11
Liverpool City Council,Aldinga,0.0007,0.07
Sutherland Shire Council,Aldinga,0.0012,0.12
Central Coast Council,Aldinga,0.0012,0.12
Bayside Council,Aldinga,0.0009,0.09
Penrith City Council,Aldinga,0.001,0.1
Whittlesea City,Aldinga,0.0012,0.12
Brimbank City,Aldinga,0.0014,0.14
Pastoral Unincorporated Area,Aldinga,0.001,0.1
Melton City,Aldinga,0.0011,0.11
Renmark Paringa Council,Aldinga,0.0011,0.11
Wattle Range Council,Aldinga,0.0015,0.15
Cumberland Council,Aldinga,0.0011,0.11
Fairfield City Council,Aldinga,0.001,0.1
Wakefield Regional Council,Aldinga,0.0013,0.13
The Hills Shire Council,Aldinga,0.0014,0.14
Coorong District Council,Aldinga,0.0012,0.12
Melbourne City,Aldinga,0.0014,0.14
Alice Springs Municipality,Aldinga,0.001,0.1
Sunshine Coast Regional,Aldinga,0.0013,0.13
City of Parramatta Council,Aldinga,0.0011,0.11
Council of the City of Sydney,Aldinga,0.001,0.1
Casey City,Aldinga,0.0014,0.14
Clare and Gilbert Valleys Council,Aldinga,0.0015,0.15
Logan City,Aldinga,0.0014,0.14
The Berri Barmera Council,Aldinga,0.0012,0.12
Wyndham City,Aldinga,0.0017,0.17
Port Augusta City Council,Aldinga,0.0019,0.19
The DC of Loxton Waikerie,Aldinga,0.0016,0.16
Canterbury-Bankstown Council,Aldinga,0.0018,0.18
Northern Beaches Council,Aldinga,0.0021,0.21
Yorke Peninsula Council,Aldinga,0.002,0.2
Palmerston Municipality,Aldinga,0.0019,0.19
Kangaroo Island Council,Aldinga,0.0066,0.66
Moreton Bay Regional,Aldinga,0.0018,0.18
Blacktown City Council,Aldinga,0.0024,0.24
The Corporation of the City of Whyalla,Aldinga,0.0024,0.24
Mid Murray Council,Aldinga,0.0022,0.22
Port Pirie Regional Council,Aldinga,0.0024,0.24
Copper Coast Council,Aldinga,0.0022,0.22
Gold Coast City,Aldinga,0.0032,0.32
City of Mount Gambier,Aldinga,0.0028,0.28
Adelaide Plains Council,Aldinga,0.0038,0.38
Darwin Municipality,Aldinga,0.0044,0.44
Light Regional Council,Aldinga,0.0043,0.43
The Corporation of the Town of Walkerville,Aldinga,0.0056,0.56
Brisbane City,Aldinga,0.0056,0.56
The Rural City of Murray Bridge,Aldinga,0.0063,0.63
The Barossa Council,Aldinga,0.0067,0.67
Town of Gawler,Aldinga,0.0079,0.79
The DC of Yankalilla,Aldinga,0.0399,3.99
City of Prospect,Aldinga,0.0129,1.29
Adelaide Hills Council,Aldinga,0.0237,2.37
Adelaide City Council,Aldinga,0.0169,1.69
The City of Norwood Payneham and St Peters,Aldinga,0.0214,2.14
Mount Barker District Council,Aldinga,0.0243,2.43
City of Victor Harbor,Aldinga,0.0209,2.09
City of Burnside,Aldinga,0.0379,3.79
Alexandrina Council,Aldinga,0.0305,3.05
City of Playford,Aldinga,0.0329,3.29
City of Unley,Aldinga,0.0388,3.88
City of Tea Tree Gully,Aldinga,0.0491,4.91
City of West Torrens,Aldinga,0.0451,4.51
City of Holdfast Bay,Aldinga,0.0419,4.19
City of Salisbury,Aldinga,0.0574,5.74
City of Port Adelaide Enfield,Aldinga,0.0572,5.72
City of Charles Sturt,Aldinga,0.077,7.7
City of Mitcham,Aldinga,0.0753,7.53
City of Marion,Aldinga,0.1186,11.86
Cabonne Shire Council,Willunga,0.0001,0.01
Balranald Shire Council,Willunga,0.0001,0.01
City of Kalgoorlie-Boulder,Willunga,0.0001,0.01
City of Karratha,Willunga,0.0001,0.01
Lachlan Shire Council,Willunga,0.0001,0.01
Narrabri Shire Council,Willunga,0.0001,0.01
Shire of Broome,Willunga,0.0001,0.01
Shire of Northam,Willunga,0.0002,0.02
The DC of Orroroo Carrieton,Willunga,0.0001,0.01
City of Greater Geraldton,Willunga,0.0001,0.01
Mount Alexander Shire,Willunga,0.0001,0.01
Anangu Pitjantjatjara Yankunytjatjara,Willunga,0.0001,0.01
Ararat Rural City,Willunga,0.0001,0.01
Meander Valley Council,Willunga,0.0001,0.01
Mid-Western Regional Council,Willunga,0.0001,0.01
Tablelands Regional,Willunga,0.0001,0.01
Un-Incorporated (Yulara) Area,Willunga,0.0001,0.01
West Wimmera Shire,Willunga,0.0001,0.01
Byron Shire Council,Willunga,0.0001,0.01
City of Fremantle,Willunga,0.0001,0.01
Derwent Valley Council,Willunga,0.0001,0.01
Isaac Regional,Willunga,0.0002,0.02
Livingstone Shire,Willunga,0.0001,0.01
Lockyer Valley Regional,Willunga,0.0001,0.01
Northern Grampians Shire,Willunga,0.0002,0.02
Wangaratta Rural City,Willunga,0.0001,0.01
Colac Otway Shire,Willunga,0.0001,0.01
Shire of Serpentine-Jarrahdale,Willunga,0.0001,0.01
City of Nedlands,Willunga,0.0001,0.01
Griffith City Council,Willunga,0.0001,0.01
Orange City Council,Willunga,0.0001,0.01
Southern Grampians Shire,Willunga,0.0002,0.02
Barkly Region,Willunga,0.0001,0.01
Cessnock City Council,Willunga,0.0002,0.02
City of Belmont,Willunga,0.0002,0.02
Golden Plains Shire,Willunga,0.0001,0.01
Gympie Regional,Willunga,0.0001,0.01
Kingborough Council,Willunga,0.0001,0.01
Swan Hill Rural City,Willunga,0.0001,0.01
The DC of Karoonda East Murray,Willunga,0.0001,0.01
The Flinders Ranges Council,Willunga,0.0001,0.01
Unincorporated,Willunga,0.0002,0.02
Western Downs Regional,Willunga,0.0001,0.01
City of South Perth,Willunga,0.0001,0.01
Coffs Harbour City Council,Willunga,0.0001,0.01
Devonport City Council,Willunga,0.0002,0.02
Roper Gulf Region,Willunga,0.0001,0.01
Shoalhaven City Council,Willunga,0.0001,0.01
The DC of Kimba,Willunga,0.0002,0.02
Whitsunday Regional,Willunga,0.0002,0.02
East Gippsland Shire,Willunga,0.0001,0.01
Hobart City Council,Willunga,0.0001,0.01
The DC of Coober Pedy,Willunga,0.0002,0.02
The DC of Tumby Bay,Willunga,0.0001,0.01
Wingecarribee Shire Council,Willunga,0.0001,0.01
Albury City Council,Willunga,0.0001,0.01
Bass Coast Shire,Willunga,0.0001,0.01
Gladstone Regional,Willunga,0.0001,0.01
Glenelg Shire,Willunga,0.0001,0.01
Macedon Ranges Shire,Willunga,0.0001,0.01
Wentworth Shire Council,Willunga,0.0001,0.01
The Council of the Municipality of Hunters Hill,Willunga,0.0002,0.02
Wodonga City,Willunga,0.0001,0.01
Burwood Council,Willunga,0.0002,0.02
City of Perth,Willunga,0.0001,0.01
City of Vincent,Willunga,0.0003,0.03
Clarence City Council,Willunga,0.0001,0.01
City of Kalamunda,Willunga,0.0001,0.01
Douglas Shire,Willunga,0.0003,0.03
Rockhampton Regional,Willunga,0.0002,0.02
Town of Victoria Park,Willunga,0.0002,0.02
Tweed Shire Council,Willunga,0.0002,0.02
Bathurst Regional Council,Willunga,0.0002,0.02
Bundaberg Regional,Willunga,0.0003,0.03
City of Cockburn,Willunga,0.0002,0.02
Latrobe City,Willunga,0.0002,0.02
The DC of Cleve,Willunga,0.0002,0.02
City of Bayswater,Willunga,0.0001,0.01
Queanbeyan-Palerang Regional Council,Willunga,0.0001,0.01
Tuggeranong,Willunga,0.0004,0.04
Glenorchy City Council,Willunga,0.0002,0.02
Horsham Rural City,Willunga,0.0002,0.02
Katherine Municipality,Willunga,0.0001,0.01
Kingston DC,Willunga,0.0002,0.02
Lane Cove Municipal Council,Willunga,0.0001,0.01
Launceston City Council,Willunga,0.0001,0.01
Mackay Regional,Willunga,0.0002,0.02
Fraser Coast Regional,Willunga,0.0001,0.01
Mitchell Shire,Willunga,0.0001,0.01
Moorabool Shire,Willunga,0.0001,0.01
Port Stephens Council,Willunga,0.0001,0.01
Maitland City Council,Willunga,0.0002,0.02
Noosa Shire,Willunga,0.0003,0.03
Shire of Mundaring,Willunga,0.0002,0.02
Warrnambool City,Willunga,0.0002,0.02
Strathfield Municipal Council,Willunga,0.0002,0.02
Woollahra Municipal Council,Willunga,0.0002,0.02
City of Armadale,Willunga,0.0002,0.02
City of Canning,Willunga,0.0001,0.01
City of Melville,Willunga,0.0003,0.03
DC of Robe,Willunga,0.0004,0.04
Shellharbour City Council,Willunga,0.0002,0.02
The DC of Ceduna,Willunga,0.0001,0.01
Greater Shepparton City,Willunga,0.0002,0.02
Townsville City,Willunga,0.0002,0.02
Blue Mountains City Council,Willunga,0.0004,0.04
City of Joondalup,Willunga,0.0004,0.04
Gungahlin,Willunga,0.0002,0.02
Mosman Municipal Council,Willunga,0.0005,0.05
The DC of Mount Remarkable,Willunga,0.0002,0.02
City of Rockingham,Willunga,0.0004,0.04
Toowoomba Regional,Willunga,0.0004,0.04
Wollondilly Shire Council,Willunga,0.0001,0.01
City of Gosnells,Willunga,0.0002,0.02
Hawkesbury City Council,Willunga,0.0002,0.02
Nillumbik Shire,Willunga,0.0003,0.03
Belconnen,Willunga,0.0003,0.03
The DC of Lower Eyre Peninsula,Willunga,0.0004,0.04
Canberra Central,Willunga,0.0006,0.06
Maroondah City,Willunga,0.0003,0.03
The Regional Council of Goyder,Willunga,0.0004,0.04
Maribyrnong City,Willunga,0.0002,0.02
City of Swan,Willunga,0.0002,0.02
Hobsons Bay City,Willunga,0.0005,0.05
Northern Areas Council,Willunga,0.0002,0.02
Greater Bendigo City,Willunga,0.0004,0.04
Waverley Council,Willunga,0.0004,0.04
Barunga West Council,Willunga,0.0006,0.06
Greater Dandenong City,Willunga,0.0005,0.05
Port Phillip City,Willunga,0.0004,0.04
Cardinia Shire,Willunga,0.0005,0.05
Banyule City,Willunga,0.0006,0.06
North Sydney Council,Willunga,0.0003,0.03
Camden Council,Willunga,0.0004,0.04
City of Stirling,Willunga,0.0004,0.04
Randwick City Council,Willunga,0.0003,0.03
Yarra Ranges Shire,Willunga,0.0005,0.05
City of Canada Bay Council,Willunga,0.0004,0.04
Willoughby City Council,Willunga,0.0008,0.08
City of Wanneroo,Willunga,0.0005,0.05
Manningham City,Willunga,0.0003,0.03
Yarra City,Willunga,0.0002,0.02
The DC of Grant,Willunga,0.0006,0.06
Mornington Peninsula Shire,Willunga,0.0005,0.05
Newcastle City Council,Willunga,0.0005,0.05
Stonnington City,Willunga,0.0007,0.07
Bayside City,Willunga,0.0004,0.04
Naracoorte Lucindale Council,Willunga,0.0006,0.06
The Council of the Shire of Hornsby,Willunga,0.0006,0.06
Whitehorse City,Willunga,0.0002,0.02
Ryde City Council,Willunga,0.0007,0.07
Darebin City,Willunga,0.0006,0.06
Ku-ring-gai Council,Willunga,0.0006,0.06
Moonee Valley City,Willunga,0.0003,0.03
Campbelltown City Council,Willunga,0.0005,0.05
Ipswich City,Willunga,0.0008,0.08
Frankston City,Willunga,0.0004,0.04
Ballarat City,Willunga,0.0005,0.05
Cairns Regional,Willunga,0.0009,0.09
Redland City,Willunga,0.0009,0.09
Broken Hill City Council,Willunga,0.0009,0.09
Georges River Council,Willunga,0.0004,0.04
Lake Macquarie City Council,Willunga,0.0007,0.07
Moreland City,Willunga,0.0006,0.06
Inner West Council,Willunga,0.0007,0.07
Kingston City,Willunga,0.0007,0.07
Knox City,Willunga,0.0007,0.07
Monash City,Willunga,0.0007,0.07
Municipal Council of Roxby Downs,Willunga,0.0005,0.05
Tatiara DC,Willunga,0.0015,0.15
Glen Eira City,Willunga,0.0007,0.07
Litchfield Municipality,Willunga,0.0009,0.09
Mildura Rural City,Willunga,0.0008,0.08
Wollongong City Council,Willunga,0.0006,0.06
Boroondara City,Willunga,0.0008,0.08
Greater Geelong City,Willunga,0.0008,0.08
City of Port Lincoln,Willunga,0.0009,0.09
Hume City,Willunga,0.0007,0.07
Liverpool City Council,Willunga,0.0006,0.06
Sutherland Shire Council,Willunga,0.0011,0.11
Central Coast Council,Willunga,0.0008,0.08
Bayside Council,Willunga,0.0011,0.11
Penrith City Council,Willunga,0.0009,0.09
Whittlesea City,Willunga,0.0009,0.09
Brimbank City,Willunga,0.001,0.1
Pastoral Unincorporated Area,Willunga,0.001,0.1
Melton City,Willunga,0.0009,0.09
Renmark Paringa Council,Willunga,0.0015,0.15
Wattle Range Council,Willunga,0.0013,0.13
Cumberland Council,Willunga,0.0009,0.09
Fairfield City Council,Willunga,0.0011,0.11
Wakefield Regional Council,Willunga,0.001,0.1
The Hills Shire Council,Willunga,0.0013,0.13
Coorong District Council,Willunga,0.0015,0.15
Melbourne City,Willunga,0.0005,0.05
Alice Springs Municipality,Willunga,0.0009,0.09
Sunshine Coast Regional,Willunga,0.0012,0.12
City of Parramatta Council,Willunga,0.0011,0.11
Council of the City of Sydney,Willunga,0.0009,0.09
Casey City,Willunga,0.0014,0.14
Clare and Gilbert Valleys Council,Willunga,0.0013,0.13
Logan City,Willunga,0.0013,0.13
The Berri Barmera Council,Willunga,0.001,0.1
Wyndham City,Willunga,0.0014,0.14
Port Augusta City Council,Willunga,0.001,0.1
The DC of Loxton Waikerie,Willunga,0.0017,0.17
Canterbury-Bankstown Council,Willunga,0.0011,0.11
Northern Beaches Council,Willunga,0.0018,0.18
Yorke Peninsula Council,Willunga,0.0019,0.19
Palmerston Municipality,Willunga,0.0013,0.13
Kangaroo Island Council,Willunga,0.0013,0.13
Moreton Bay Regional,Willunga,0.0018,0.18
Blacktown City Council,Willunga,0.002,0.2
The Corporation of the City of Whyalla,Willunga,0.0017,0.17
Mid Murray Council,Willunga,0.0026,0.26
Port Pirie Regional Council,Willunga,0.0013,0.13
Copper Coast Council,Willunga,0.0025,0.25
Gold Coast City,Willunga,0.0028,0.28
City of Mount Gambier,Willunga,0.0031,0.31
Adelaide Plains Council,Willunga,0.0033,0.33
Darwin Municipality,Willunga,0.0039,0.39
Light Regional Council,Willunga,0.0044,0.44
The Corporation of the Town of Walkerville,Willunga,0.0062,0.62
Brisbane City,Willunga,0.0051,0.51
The Rural City of Murray Bridge,Willunga,0.006,0.6
The Barossa Council,Willunga,0.007,0.7
Town of Gawler,Willunga,0.0075,0.75
The DC of Yankalilla,Willunga,0.0134,1.34
City of Prospect,Willunga,0.0125,1.25
Adelaide Hills Council,Willunga,0.0224,2.24
Adelaide City Council,Willunga,0.0167,1.67
The City of Norwood Payneham and St Peters,Willunga,0.0176,1.76
Mount Barker District Council,Willunga,0.0312,3.12
City of Victor Harbor,Willunga,0.0639,6.39
City of Burnside,Willunga,0.033,3.3
Alexandrina Council,Willunga,0.0951,9.51
City of Playford,Willunga,0.03,3
City of Unley,Willunga,0.0406,4.06
City of Tea Tree Gully,Willunga,0.0397,3.97
City of West Torrens,Willunga,0.0406,4.06
City of Holdfast Bay,Willunga,0.0424,4.24
City of Salisbury,Willunga,0.0514,5.14
City of Port Adelaide Enfield,Willunga,0.0532,5.32
City of Charles Sturt,Willunga,0.0724,7.24
City of Mitcham,Willunga,0.0717,7.17
City of Marion,Willunga,0.0983,9.83
Edward River Council,Christies Beach,0.0001,0.01
City of Kalgoorlie-Boulder,Christies Beach,0.0001,0.01
Forbes Shire Council,Christies Beach,0.0001,0.01
MacDonnell Region,Christies Beach,0.0001,0.01
Shire of Cunderdin,Christies Beach,0.0001,0.01
Central Highlands Regional,Christies Beach,0.0001,0.01
Eurobodalla Shire Council,Christies Beach,0.0001,0.01
Mount Alexander Shire,Christies Beach,0.0001,0.01
The Council of the Municipality of Kiama,Christies Beach,0.0001,0.01
