Origin SA3,Month of Purchase Month (copy),Pct,Percent_Change
Murray River - Swan Hill,Jun-22,0.2285000,22.85
Murray River - Swan Hill,Jul-22,0.2609000,26.09
Murray River - Swan Hill,Aug-22,0.1180000,11.8
Murray River - Swan Hill,Sep-22,0.0874000,8.74
Murray River - Swan Hill,Oct-22,0.0301000,3.01
Murray River - Swan Hill,Nov-22,0.0250000,2.5
Murray River - Swan Hill,Dec-22,0.0013000,0.13
Murray River - Swan Hill,Jan-23,0.0201000,2.01
Murray River - Swan Hill,Mar-23,0.0061000,0.61
Murray River - Swan Hill,Apr-23,0.0756000,7.56
Murray River - Swan Hill,May-23,0.0652000,6.52
Nambour - Pomona,Jan-22,0.0076000,0.76
Nambour - Pomona,Feb-22,0.0057000,0.57
Nambour - Pomona,Mar-22,0.0118000,1.18
Nambour - Pomona,Apr-22,0.0434000,4.34
Nambour - Pomona,May-22,0.1196000,11.96
Nambour - Pomona,Jun-22,0.0987000,9.87
Nambour - Pomona,Jul-22,0.2124000,21.24
Nambour - Pomona,Aug-22,0.1616000,16.16
Nambour - Pomona,Sep-22,0.0943000,9.43
Nambour - Pomona,Oct-22,0.0444000,4.44
Nambour - Pomona,Nov-22,0.0140000,1.4
Nambour - Pomona,Dec-22,0.0150000,1.5
Nambour - Pomona,Jan-23,0.0203000,2.03
Nambour - Pomona,Feb-23,0.0021000,0.21
Nambour - Pomona,Mar-23,0.0314000,3.14
Nambour - Pomona,Apr-23,0.0264000,2.64
Nambour - Pomona,May-23,0.0913000,9.13
Narangba - Burpengary,Jan-22,0.0229000,2.29
Narangba - Burpengary,Feb-22,0.0024000,0.24
Narangba - Burpengary,Mar-22,0.0034000,0.34
Narangba - Burpengary,Apr-22,0.0261000,2.61
Narangba - Burpengary,May-22,0.0976000,9.76
Narangba - Burpengary,Jun-22,0.1372000,13.72
Narangba - Burpengary,Jul-22,0.1815000,18.15
Narangba - Burpengary,Aug-22,0.1348000,13.48
Narangba - Burpengary,Sep-22,0.1327000,13.27
Narangba - Burpengary,Oct-22,0.0533000,5.33
Narangba - Burpengary,Nov-22,0.0179000,1.79
Narangba - Burpengary,Dec-22,0.0042000,0.42
Narangba - Burpengary,Jan-23,0.0014000,0.14
Narangba - Burpengary,Feb-23,0.0042000,0.42
Narangba - Burpengary,Mar-23,0.0333000,3.33
Narangba - Burpengary,Apr-23,0.0336000,3.36
Narangba - Burpengary,May-23,0.1134000,11.34
Nathan,Jan-22,0.0025000,0.25
Nathan,Feb-22,0.0005000,0.05
Nathan,Mar-22,0.0078000,0.78
Nathan,Apr-22,0.0148000,1.48
Nathan,May-22,0.1137000,11.37
Nathan,Jun-22,0.1373000,13.73
Nathan,Jul-22,0.1482000,14.82
Nathan,Aug-22,0.1720000,17.2
Nathan,Sep-22,0.1420000,14.2
Nathan,Oct-22,0.0673000,6.73
Nathan,Nov-22,0.0278000,2.78
Nathan,Dec-22,0.0156000,1.56
Nathan,Jan-23,0.0241000,2.41
Nathan,Feb-23,0.0003000,0.03
Nathan,Mar-23,0.0096000,0.96
Nathan,Apr-23,0.0259000,2.59
Nathan,May-23,0.0906000,9.06
Nerang,Jan-22,0.0140000,1.4
Nerang,Mar-22,0.0085000,0.85
Nerang,Apr-22,0.0277000,2.77
Nerang,May-22,0.1055000,10.55
Nerang,Jun-22,0.0766000,7.66
Nerang,Jul-22,0.1589000,15.89
Nerang,Aug-22,0.2371000,23.71
Nerang,Sep-22,0.1606000,16.06
Nerang,Oct-22,0.1039000,10.39
Nerang,Nov-22,0.0136000,1.36
Nerang,Dec-22,0.0537000,5.37
Nerang,Jan-23,0.0031000,0.31
Nerang,Mar-23,0.0016000,0.16
Nerang,Apr-23,0.0040000,0.4
Nerang,May-23,0.0314000,3.14
Newcastle,Jan-22,0.0023000,0.23
Newcastle,Feb-22,0.0008000,0.08
Newcastle,Mar-22,0.0017000,0.17
Newcastle,Apr-22,0.0272000,2.72
Newcastle,May-22,0.0848000,8.48
Newcastle,Jun-22,0.1477000,14.77
Newcastle,Jul-22,0.2397000,23.97
Newcastle,Aug-22,0.1905000,19.05
Newcastle,Sep-22,0.1203000,12.03
Newcastle,Oct-22,0.0465000,4.65
Newcastle,Nov-22,0.0126000,1.26
Newcastle,Dec-22,0.0071000,0.71
Newcastle,Jan-23,0.0146000,1.46
Newcastle,Feb-23,0.0011000,0.11
Newcastle,Mar-23,0.0075000,0.75
Newcastle,Apr-23,0.0304000,3.04
Newcastle,May-23,0.0652000,6.52
Nillumbik - Kinglake,Mar-22,0.0263000,2.63
Nillumbik - Kinglake,Apr-22,0.0279000,2.79
Nillumbik - Kinglake,May-22,0.0909000,9.09
Nillumbik - Kinglake,Jun-22,0.2214000,22.14
Nillumbik - Kinglake,Jul-22,0.1521000,15.21
Nillumbik - Kinglake,Aug-22,0.1320000,13.2
Nillumbik - Kinglake,Sep-22,0.1126000,11.26
Nillumbik - Kinglake,Oct-22,0.0505000,5.05
Nillumbik - Kinglake,Nov-22,0.0155000,1.55
Nillumbik - Kinglake,Dec-22,0.0063000,0.63
Nillumbik - Kinglake,Jan-23,0.0055000,0.55
Nillumbik - Kinglake,Feb-23,0.0035000,0.35
Nillumbik - Kinglake,Mar-23,0.0066000,0.66
Nillumbik - Kinglake,Apr-23,0.0438000,4.38
Nillumbik - Kinglake,May-23,0.1052000,10.52
No SA3,Jan-22,0.0184000,1.84
No SA3,Feb-22,0.0160000,1.6
No SA3,Mar-22,0.0191000,1.91
No SA3,Apr-22,0.0486000,4.86
No SA3,May-22,0.0799000,7.99
No SA3,Jun-22,0.0600000,6
No SA3,Jul-22,0.1051000,10.51
No SA3,Aug-22,0.0960000,9.6
No SA3,Sep-22,0.1247000,12.47
No SA3,Oct-22,0.1326000,13.26
No SA3,Nov-22,0.0695000,6.95
No SA3,Dec-22,0.0311000,3.11
No SA3,Jan-23,0.0302000,3.02
No SA3,Feb-23,0.0104000,1.04
No SA3,Mar-23,0.0062000,0.62
No SA3,Apr-23,0.0355000,3.55
No SA3,May-23,0.1166000,11.66
Noosa,Jan-22,0.0040000,0.4
Noosa,Feb-22,0.0008000,0.08
Noosa,Mar-22,0.0037000,0.37
Noosa,Apr-22,0.0272000,2.72
Noosa,May-22,0.0869000,8.69
Noosa,Jun-22,0.1537000,15.37
Noosa,Jul-22,0.1825000,18.25
Noosa,Aug-22,0.1399000,13.99
Noosa,Sep-22,0.0842000,8.42
Noosa,Oct-22,0.0604000,6.04
Noosa,Nov-22,0.0167000,1.67
Noosa,Dec-22,0.0151000,1.51
Noosa,Jan-23,0.0290000,2.9
Noosa,Feb-23,0.0021000,0.21
Noosa,Mar-23,0.0311000,3.11
Noosa,Apr-23,0.0477000,4.77
Noosa,May-23,0.1150000,11.5
North Canberra,Feb-22,0.0024000,0.24
North Canberra,Mar-22,0.0119000,1.19
North Canberra,Apr-22,0.0208000,2.08
North Canberra,May-22,0.0672000,6.72
North Canberra,Jun-22,0.1424000,14.24
North Canberra,Jul-22,0.2077000,20.77
North Canberra,Aug-22,0.2230000,22.3
North Canberra,Sep-22,0.0996000,9.96
North Canberra,Oct-22,0.0360000,3.6
North Canberra,Nov-22,0.0232000,2.32
North Canberra,Dec-22,0.0327000,3.27
North Canberra,Jan-23,0.0071000,0.71
North Canberra,Mar-23,0.0160000,1.6
North Canberra,Apr-23,0.0260000,2.6
North Canberra,May-23,0.0840000,8.4
North East,Jan-22,0.0013000,0.13
North East,Feb-22,0.0000000,0
North East,Mar-22,0.0093000,0.93
North East,Apr-22,0.0156000,1.56
North East,May-22,0.0717000,7.17
North East,Jun-22,0.1948000,19.48
North East,Jul-22,0.3158000,31.58
North East,Aug-22,0.1896000,18.96
North East,Sep-22,0.0571000,5.71
North East,Oct-22,0.0435000,4.35
North East,Nov-22,0.0204000,2.04
North East,Dec-22,0.0098000,0.98
North East,Jan-23,0.0028000,0.28
North East,Feb-23,0.0004000,0.04
North East,Mar-23,0.0194000,1.94
North East,Apr-23,0.0164000,1.64
North East,May-23,0.0319000,3.19
North Lakes,Jan-22,0.0227000,2.27
North Lakes,Feb-22,0.0218000,2.18
North Lakes,Mar-22,0.0360000,3.6
North Lakes,Apr-22,0.0259000,2.59
North Lakes,May-22,0.1000000,10
North Lakes,Jun-22,0.1049000,10.49
North Lakes,Jul-22,0.2213000,22.13
North Lakes,Aug-22,0.2130000,21.3
North Lakes,Sep-22,0.1041000,10.41
North Lakes,Oct-22,0.0293000,2.93
North Lakes,Nov-22,0.0166000,1.66
North Lakes,Dec-22,0.0013000,0.13
North Lakes,Jan-23,0.0036000,0.36
North Lakes,Mar-23,0.0141000,1.41
North Lakes,Apr-23,0.0136000,1.36
North Lakes,May-23,0.0719000,7.19
North Sydney - Mosman,Jan-22,0.0059000,0.59
North Sydney - Mosman,Feb-22,0.0008000,0.08
North Sydney - Mosman,Mar-22,0.0064000,0.64
North Sydney - Mosman,Apr-22,0.0529000,5.29
North Sydney - Mosman,May-22,0.1448000,14.48
North Sydney - Mosman,Jun-22,0.1734000,17.34
North Sydney - Mosman,Jul-22,0.1323000,13.23
North Sydney - Mosman,Aug-22,0.1762000,17.62
North Sydney - Mosman,Sep-22,0.0949000,9.49
North Sydney - Mosman,Oct-22,0.0343000,3.43
North Sydney - Mosman,Nov-22,0.0101000,1.01
North Sydney - Mosman,Dec-22,0.0184000,1.84
North Sydney - Mosman,Jan-23,0.0104000,1.04
North Sydney - Mosman,Feb-23,0.0058000,0.58
North Sydney - Mosman,Mar-23,0.0022000,0.22
North Sydney - Mosman,Apr-23,0.0287000,2.87
North Sydney - Mosman,May-23,0.1026000,10.26
Norwood - Payneham - St Peters,Mar-22,0.0024000,0.24
Norwood - Payneham - St Peters,Apr-22,0.0229000,2.29
Norwood - Payneham - St Peters,May-22,0.0625000,6.25
Norwood - Payneham - St Peters,Jun-22,0.1688000,16.88
Norwood - Payneham - St Peters,Jul-22,0.2872000,28.72
Norwood - Payneham - St Peters,Aug-22,0.1412000,14.12
Norwood - Payneham - St Peters,Sep-22,0.0702000,7.02
Norwood - Payneham - St Peters,Oct-22,0.0895000,8.95
Norwood - Payneham - St Peters,Nov-22,0.0048000,0.48
Norwood - Payneham - St Peters,Dec-22,0.0104000,1.04
Norwood - Payneham - St Peters,Jan-23,0.0204000,2.04
Norwood - Payneham - St Peters,Feb-23,0.0240000,2.4
Norwood - Payneham - St Peters,Mar-23,0.0068000,0.68
Norwood - Payneham - St Peters,Apr-23,0.0240000,2.4
Norwood - Payneham - St Peters,May-23,0.0650000,6.5
Nundah,Mar-22,0.0026000,0.26
Nundah,Apr-22,0.0020000,0.2
Nundah,May-22,0.0381000,3.81
Nundah,Jun-22,0.1948000,19.48
Nundah,Jul-22,0.0979000,9.79
Nundah,Aug-22,0.1517000,15.17
Nundah,Sep-22,0.1297000,12.97
Nundah,Oct-22,0.2343000,23.43
Nundah,Nov-22,0.0096000,0.96
Nundah,Dec-22,0.0042000,0.42
Nundah,Jan-23,0.0203000,2.03
Nundah,Feb-23,0.0050000,0.5
Nundah,Mar-23,0.0110000,1.1
Nundah,Apr-23,0.0461000,4.61
Nundah,May-23,0.0527000,5.27
Onkaparinga,Jan-22,0.0014000,0.14
Onkaparinga,Feb-22,0.0028000,0.28
Onkaparinga,Mar-22,0.0031000,0.31
Onkaparinga,Apr-22,0.0367000,3.67
Onkaparinga,May-22,0.0979000,9.79
Onkaparinga,Jun-22,0.1666000,16.66
Onkaparinga,Jul-22,0.2264000,22.64
Onkaparinga,Aug-22,0.1392000,13.92
Onkaparinga,Sep-22,0.0807000,8.07
Onkaparinga,Oct-22,0.0919000,9.19
Onkaparinga,Nov-22,0.0076000,0.76
Onkaparinga,Dec-22,0.0068000,0.68
Onkaparinga,Jan-23,0.0245000,2.45
Onkaparinga,Feb-23,0.0129000,1.29
Onkaparinga,Mar-23,0.0077000,0.77
Onkaparinga,Apr-23,0.0137000,1.37
Onkaparinga,May-23,0.0800000,8
Orange,Jan-22,0.0026000,0.26
Orange,Feb-22,0.0007000,0.07
Orange,Mar-22,0.0019000,0.19
Orange,Apr-22,0.0237000,2.37
Orange,May-22,0.0964000,9.64
Orange,Jun-22,0.2242000,22.42
Orange,Jul-22,0.1982000,19.82
Orange,Aug-22,0.1693000,16.93
Orange,Sep-22,0.0712000,7.12
Orange,Oct-22,0.0391000,3.91
Orange,Nov-22,0.0101000,1.01
Orange,Dec-22,0.0113000,1.13
Orange,Jan-23,0.0133000,1.33
Orange,Feb-23,0.0092000,0.92
Orange,Mar-23,0.0302000,3.02
Orange,Apr-23,0.0277000,2.77
Orange,May-23,0.0709000,7.09
Ormeau - Oxenford,Jan-22,0.0040000,0.4
Ormeau - Oxenford,Feb-22,0.0025000,0.25
Ormeau - Oxenford,Mar-22,0.0052000,0.52
Ormeau - Oxenford,Apr-22,0.0240000,2.4
Ormeau - Oxenford,May-22,0.1305000,13.05
Ormeau - Oxenford,Jun-22,0.1432000,14.32
Ormeau - Oxenford,Jul-22,0.1841000,18.41
Ormeau - Oxenford,Aug-22,0.1706000,17.06
Ormeau - Oxenford,Sep-22,0.0604000,6.04
Ormeau - Oxenford,Oct-22,0.0449000,4.49
Ormeau - Oxenford,Nov-22,0.0192000,1.92
Ormeau - Oxenford,Dec-22,0.0068000,0.68
Ormeau - Oxenford,Jan-23,0.0093000,0.93
Ormeau - Oxenford,Feb-23,0.0009000,0.09
Ormeau - Oxenford,Mar-23,0.0158000,1.58
Ormeau - Oxenford,Apr-23,0.0560000,5.6
Ormeau - Oxenford,May-23,0.1227000,12.27
Outback - North,Jan-22,0.0011000,0.11
Outback - North,Feb-22,0.0001000,0.01
Outback - North,Mar-22,0.0228000,2.28
Outback - North,Apr-22,0.0789000,7.89
Outback - North,May-22,0.0537000,5.37
Outback - North,Jun-22,0.1589000,15.89
Outback - North,Jul-22,0.1005000,10.05
Outback - North,Aug-22,0.1093000,10.93
Outback - North,Sep-22,0.1192000,11.92
Outback - North,Oct-22,0.0404000,4.04
Outback - North,Nov-22,0.0299000,2.99
Outback - North,Dec-22,0.0487000,4.87
Outback - North,Jan-23,0.0348000,3.48
Outback - North,Feb-23,0.0034000,0.34
Outback - North,Mar-23,0.0760000,7.6
Outback - North,Apr-23,0.0691000,6.91
Outback - North,May-23,0.0531000,5.31
Outback - North and East,Jan-22,0.0089000,0.89
Outback - North and East,Feb-22,0.0028000,0.28
Outback - North and East,Mar-22,0.0104000,1.04
Outback - North and East,Apr-22,0.0292000,2.92
Outback - North and East,May-22,0.1190000,11.9
Outback - North and East,Jun-22,0.1617000,16.17
Outback - North and East,Jul-22,0.1767000,17.67
Outback - North and East,Aug-22,0.2337000,23.37
Outback - North and East,Sep-22,0.0417000,4.17
Outback - North and East,Oct-22,0.0672000,6.72
Outback - North and East,Nov-22,0.0205000,2.05
Outback - North and East,Dec-22,0.0223000,2.23
Outback - North and East,Jan-23,0.0230000,2.3
Outback - North and East,Feb-23,0.0136000,1.36
Outback - North and East,Mar-23,0.0226000,2.26
Outback - North and East,Apr-23,0.0182000,1.82
Outback - North and East,May-23,0.0284000,2.84
Outback - South,Jan-22,0.0364000,3.64
Outback - South,Feb-22,0.0457000,4.57
Outback - South,Mar-22,0.0640000,6.4
Outback - South,Apr-22,0.0927000,9.27
Outback - South,May-22,0.0692000,6.92
Outback - South,Jun-22,0.1920000,19.2
Outback - South,Jul-22,0.1106000,11.06
Outback - South,Aug-22,0.1358000,13.58
Outback - South,Sep-22,0.0554000,5.54
Outback - South,Oct-22,0.0283000,2.83
Outback - South,Nov-22,0.0149000,1.49
Outback - South,Dec-22,0.0274000,2.74
Outback - South,Jan-23,0.0447000,4.47
Outback - South,Feb-23,0.0001000,0.01
Outback - South,Mar-23,0.0374000,3.74
Outback - South,Apr-23,0.0150000,1.5
Outback - South,May-23,0.0304000,3.04
Palmerston,Jan-22,0.0156000,1.56
Palmerston,Feb-22,0.0162000,1.62
Palmerston,Mar-22,0.0453000,4.53
Palmerston,Apr-22,0.0542000,5.42
Palmerston,May-22,0.0891000,8.91
Palmerston,Jun-22,0.1069000,10.69
Palmerston,Jul-22,0.1362000,13.62
Palmerston,Aug-22,0.0708000,7.08
Palmerston,Sep-22,0.0955000,9.55
Palmerston,Oct-22,0.0712000,7.12
Palmerston,Nov-22,0.0457000,4.57
Palmerston,Dec-22,0.0683000,6.83
Palmerston,Jan-23,0.0305000,3.05
Palmerston,Feb-23,0.0077000,0.77
Palmerston,Mar-23,0.0320000,3.2
Palmerston,Apr-23,0.0519000,5.19
Palmerston,May-23,0.0627000,6.27
Parramatta,Jan-22,0.0003000,0.03
Parramatta,Feb-22,0.0048000,0.48
Parramatta,Mar-22,0.0273000,2.73
Parramatta,Apr-22,0.0681000,6.81
Parramatta,May-22,0.0741000,7.41
Parramatta,Jun-22,0.1872000,18.72
Parramatta,Jul-22,0.1991000,19.91
Parramatta,Aug-22,0.1662000,16.62
Parramatta,Sep-22,0.0627000,6.27
Parramatta,Oct-22,0.0244000,2.44
Parramatta,Nov-22,0.0074000,0.74
Parramatta,Dec-22,0.0119000,1.19
Parramatta,Jan-23,0.0040000,0.4
Parramatta,Feb-23,0.0045000,0.45
Parramatta,Mar-23,0.0321000,3.21
Parramatta,Apr-23,0.0537000,5.37
Parramatta,May-23,0.0723000,7.23
Pennant Hills - Epping,Jan-22,0.0006000,0.06
Pennant Hills - Epping,Feb-22,0.0062000,0.62
Pennant Hills - Epping,Mar-22,0.0079000,0.79
Pennant Hills - Epping,Apr-22,0.0791000,7.91
Pennant Hills - Epping,May-22,0.0706000,7.06
Pennant Hills - Epping,Jun-22,0.1335000,13.35
Pennant Hills - Epping,Jul-22,0.2454000,24.54
Pennant Hills - Epping,Aug-22,0.1544000,15.44
Pennant Hills - Epping,Sep-22,0.1175000,11.75
Pennant Hills - Epping,Oct-22,0.0654000,6.54
Pennant Hills - Epping,Nov-22,0.0176000,1.76
Pennant Hills - Epping,Dec-22,0.0142000,1.42
Pennant Hills - Epping,Jan-23,0.0036000,0.36
Pennant Hills - Epping,Mar-23,0.0082000,0.82
Pennant Hills - Epping,Apr-23,0.0388000,3.88
Pennant Hills - Epping,May-23,0.0369000,3.69
Penrith,Jan-22,0.0098000,0.98
Penrith,Feb-22,0.0004000,0.04
Penrith,Mar-22,0.0036000,0.36
Penrith,Apr-22,0.0089000,0.89
Penrith,May-22,0.0866000,8.66
Penrith,Jun-22,0.1593000,15.93
Penrith,Jul-22,0.2268000,22.68
Penrith,Aug-22,0.1376000,13.76
Penrith,Sep-22,0.1016000,10.16
Penrith,Oct-22,0.0492000,4.92
Penrith,Nov-22,0.0310000,3.1
Penrith,Dec-22,0.0144000,1.44
Penrith,Jan-23,0.0348000,3.48
Penrith,Feb-23,0.0025000,0.25
Penrith,Mar-23,0.0044000,0.44
Penrith,Apr-23,0.0294000,2.94
Penrith,May-23,0.0997000,9.97
Perth City,Jan-22,0.0348000,3.48
Perth City,Feb-22,0.0291000,2.91
Perth City,Mar-22,0.0393000,3.93
Perth City,Apr-22,0.0851000,8.51
Perth City,May-22,0.0806000,8.06
Perth City,Jun-22,0.1058000,10.58
Perth City,Jul-22,0.1375000,13.75
Perth City,Aug-22,0.0905000,9.05
Perth City,Sep-22,0.0730000,7.3
Perth City,Oct-22,0.0630000,6.3
Perth City,Nov-22,0.0343000,3.43
Perth City,Dec-22,0.0235000,2.35
Perth City,Jan-23,0.0396000,3.96
Perth City,Feb-23,0.0150000,1.5
Perth City,Mar-23,0.0281000,2.81
Perth City,Apr-23,0.0494000,4.94
Perth City,May-23,0.0714000,7.14
Pilbara,Jan-22,0.0559000,5.59
Pilbara,Feb-22,0.0311000,3.11
Pilbara,Mar-22,0.0489000,4.89
Pilbara,Apr-22,0.0852000,8.52
Pilbara,May-22,0.0795000,7.95
Pilbara,Jun-22,0.0925000,9.25
Pilbara,Jul-22,0.1103000,11.03
Pilbara,Aug-22,0.0901000,9.01
Pilbara,Sep-22,0.0746000,7.46
Pilbara,Oct-22,0.0589000,5.89
Pilbara,Nov-22,0.0381000,3.81
Pilbara,Dec-22,0.0490000,4.9
Pilbara,Jan-23,0.0410000,4.1
Pilbara,Feb-23,0.0113000,1.13
Pilbara,Mar-23,0.0315000,3.15
Pilbara,Apr-23,0.0513000,5.13
Pilbara,May-23,0.0507000,5.07
Pittwater,Jan-22,0.0041000,0.41
Pittwater,Feb-22,0.0020000,0.2
Pittwater,Mar-22,0.0106000,1.06
Pittwater,Apr-22,0.0285000,2.85
Pittwater,May-22,0.1212000,12.12
Pittwater,Jun-22,0.1578000,15.78
Pittwater,Jul-22,0.1805000,18.05
Pittwater,Aug-22,0.1723000,17.23
Pittwater,Sep-22,0.1467000,14.67
Pittwater,Oct-22,0.0441000,4.41
Pittwater,Nov-22,0.0134000,1.34
Pittwater,Dec-22,0.0076000,0.76
Pittwater,Jan-23,0.0020000,0.2
Pittwater,Feb-23,0.0003000,0.03
Pittwater,Mar-23,0.0224000,2.24
Pittwater,Apr-23,0.0416000,4.16
Pittwater,May-23,0.0449000,4.49
Playford,Jan-22,0.0169000,1.69
Playford,Feb-22,0.0521000,5.21
Playford,Mar-22,0.0200000,2
Playford,Apr-22,0.0375000,3.75
Playford,May-22,0.0336000,3.36
Playford,Jun-22,0.1091000,10.91
Playford,Jul-22,0.2583000,25.83
Playford,Aug-22,0.1430000,14.3
Playford,Sep-22,0.0734000,7.34
Playford,Oct-22,0.0877000,8.77
Playford,Nov-22,0.0300000,3
Playford,Dec-22,0.0262000,2.62
Playford,Jan-23,0.0401000,4.01
Playford,Feb-23,0.0088000,0.88
Playford,Mar-23,0.0091000,0.91
Playford,Apr-23,0.0190000,1.9
Playford,May-23,0.0350000,3.5
Port Adelaide - East,Mar-22,0.0013000,0.13
Port Adelaide - East,Apr-22,0.0070000,0.7
Port Adelaide - East,May-22,0.1007000,10.07
Port Adelaide - East,Jun-22,0.0607000,6.07
Port Adelaide - East,Jul-22,0.2572000,25.72
Port Adelaide - East,Aug-22,0.1660000,16.6
Port Adelaide - East,Sep-22,0.1288000,12.88
Port Adelaide - East,Oct-22,0.0582000,5.82
Port Adelaide - East,Nov-22,0.0119000,1.19
Port Adelaide - East,Dec-22,0.0338000,3.38
Port Adelaide - East,Jan-23,0.0438000,4.38
Port Adelaide - East,Feb-23,0.0232000,2.32
Port Adelaide - East,Mar-23,0.0099000,0.99
Port Adelaide - East,Apr-23,0.0038000,0.38
Port Adelaide - East,May-23,0.0937000,9.37
Port Adelaide - West,Jan-22,0.0034000,0.34
Port Adelaide - West,Feb-22,0.0053000,0.53
Port Adelaide - West,Mar-22,0.0141000,1.41
Port Adelaide - West,Apr-22,0.0201000,2.01
Port Adelaide - West,May-22,0.0794000,7.94
Port Adelaide - West,Jun-22,0.1607000,16.07
Port Adelaide - West,Jul-22,0.2358000,23.58
Port Adelaide - West,Aug-22,0.1087000,10.87
Port Adelaide - West,Sep-22,0.0266000,2.66
Port Adelaide - West,Oct-22,0.0723000,7.23
Port Adelaide - West,Nov-22,0.0242000,2.42
Port Adelaide - West,Dec-22,0.0089000,0.89
Port Adelaide - West,Jan-23,0.1385000,13.85
Port Adelaide - West,Feb-23,0.0171000,1.71
Port Adelaide - West,Mar-23,0.0234000,2.34
Port Adelaide - West,Apr-23,0.0333000,3.33
Port Adelaide - West,May-23,0.0280000,2.8
Port Douglas - Daintree,Jan-22,0.0011000,0.11
Port Douglas - Daintree,Feb-22,0.0017000,0.17
Port Douglas - Daintree,Mar-22,0.0031000,0.31
Port Douglas - Daintree,Apr-22,0.0134000,1.34
Port Douglas - Daintree,May-22,0.0907000,9.07
Port Douglas - Daintree,Jun-22,0.0513000,5.13
Port Douglas - Daintree,Jul-22,0.1261000,12.61
Port Douglas - Daintree,Aug-22,0.1948000,19.48
Port Douglas - Daintree,Sep-22,0.1986000,19.86
Port Douglas - Daintree,Oct-22,0.0903000,9.03
Port Douglas - Daintree,Nov-22,0.0105000,1.05
Port Douglas - Daintree,Dec-22,0.0212000,2.12
Port Douglas - Daintree,Jan-23,0.0166000,1.66
Port Douglas - Daintree,Feb-23,0.0007000,0.07
Port Douglas - Daintree,Mar-23,0.0591000,5.91
Port Douglas - Daintree,Apr-23,0.0402000,4.02
Port Douglas - Daintree,May-23,0.0807000,8.07
Port Macquarie,Jan-22,0.0005000,0.05
Port Macquarie,Feb-22,0.0048000,0.48
Port Macquarie,Mar-22,0.0033000,0.33
Port Macquarie,Apr-22,0.0221000,2.21
Port Macquarie,May-22,0.1089000,10.89
Port Macquarie,Jun-22,0.1686000,16.86
Port Macquarie,Jul-22,0.2028000,20.28
Port Macquarie,Aug-22,0.1756000,17.56
Port Macquarie,Sep-22,0.0919000,9.19
Port Macquarie,Oct-22,0.0402000,4.02
Port Macquarie,Nov-22,0.0171000,1.71
Port Macquarie,Dec-22,0.0064000,0.64
Port Macquarie,Jan-23,0.0108000,1.08
Port Macquarie,Feb-23,0.0012000,0.12
Port Macquarie,Mar-23,0.0170000,1.7
Port Macquarie,Apr-23,0.0269000,2.69
Port Macquarie,May-23,0.1021000,10.21
Port Phillip,Jan-22,0.0012000,0.12
Port Phillip,Feb-22,0.0006000,0.06
Port Phillip,Mar-22,0.0040000,0.4
Port Phillip,Apr-22,0.0393000,3.93
Port Phillip,May-22,0.0811000,8.11
Port Phillip,Jun-22,0.1843000,18.43
Port Phillip,Jul-22,0.1749000,17.49
Port Phillip,Aug-22,0.1860000,18.6
Port Phillip,Sep-22,0.0864000,8.64
Port Phillip,Oct-22,0.0365000,3.65
Port Phillip,Nov-22,0.0658000,6.58
Port Phillip,Dec-22,0.0193000,1.93
Port Phillip,Jan-23,0.0041000,0.41
Port Phillip,Feb-23,0.0018000,0.18
Port Phillip,Mar-23,0.0020000,0.2
Port Phillip,Apr-23,0.0316000,3.16
Port Phillip,May-23,0.0810000,8.1
Port Stephens,Jan-22,0.0020000,0.2
Port Stephens,Feb-22,0.0097000,0.97
Port Stephens,Mar-22,0.0404000,4.04
Port Stephens,Apr-22,0.0336000,3.36
Port Stephens,May-22,0.0432000,4.32
Port Stephens,Jun-22,0.1922000,19.22
Port Stephens,Jul-22,0.1615000,16.15
Port Stephens,Aug-22,0.2167000,21.67
Port Stephens,Sep-22,0.0892000,8.92
Port Stephens,Oct-22,0.0348000,3.48
Port Stephens,Nov-22,0.0120000,1.2
Port Stephens,Dec-22,0.0050000,0.5
Port Stephens,Jan-23,0.0123000,1.23
Port Stephens,Feb-23,0.0022000,0.22
Port Stephens,Mar-23,0.0154000,1.54
Port Stephens,Apr-23,0.0130000,1.3
Port Stephens,May-23,0.1169000,11.69
Prospect - Walkerville,Mar-22,0.0017000,0.17
Prospect - Walkerville,Apr-22,0.0235000,2.35
Prospect - Walkerville,May-22,0.2265000,22.65
Prospect - Walkerville,Jun-22,0.0657000,6.57
Prospect - Walkerville,Jul-22,0.2261000,22.61
Prospect - Walkerville,Aug-22,0.2206000,22.06
Prospect - Walkerville,Sep-22,0.0633000,6.33
Prospect - Walkerville,Oct-22,0.0495000,4.95
Prospect - Walkerville,Nov-22,0.0095000,0.95
Prospect - Walkerville,Dec-22,0.0104000,1.04
Prospect - Walkerville,Jan-23,0.0155000,1.55
Prospect - Walkerville,Feb-23,0.0205000,2.05
Prospect - Walkerville,Mar-23,0.0223000,2.23
Prospect - Walkerville,Apr-23,0.0072000,0.72
Prospect - Walkerville,May-23,0.0377000,3.77
Queanbeyan,Jan-22,0.0099000,0.99
Queanbeyan,Mar-22,0.0069000,0.69
Queanbeyan,Apr-22,0.1092000,10.92
Queanbeyan,May-22,0.0838000,8.38
Queanbeyan,Jun-22,0.1666000,16.66
Queanbeyan,Jul-22,0.3305000,33.05
Queanbeyan,Aug-22,0.1105000,11.05
Queanbeyan,Sep-22,0.0343000,3.43
