Origin SA3,Month of Purchase Month (copy),Pct,Percent_Change
Lithgow - Mudgee,Aug-22,0.1840000,18.4
Lithgow - Mudgee,Apr-23,0.0317000,3.17
Lithgow - Mudgee,May-23,0.2072000,20.72
Liverpool,Jan-22,0.0004000,0.04
Liverpool,Feb-22,0.0012000,0.12
Liverpool,Mar-22,0.0649000,6.49
Liverpool,Apr-22,0.0670000,6.7
Liverpool,May-22,0.0773000,7.73
Liverpool,Jun-22,0.1663000,16.63
Liverpool,Jul-22,0.1150000,11.5
Liverpool,Aug-22,0.1552000,15.52
Liverpool,Sep-22,0.0541000,5.41
Liverpool,Oct-22,0.0551000,5.51
Liverpool,Nov-22,0.0056000,0.56
Liverpool,Dec-22,0.0172000,1.72
Liverpool,Jan-23,0.0168000,1.68
Liverpool,Feb-23,0.0069000,0.69
Liverpool,Mar-23,0.0060000,0.6
Liverpool,Apr-23,0.0482000,4.82
Liverpool,May-23,0.1429000,14.29
Loddon - Elmore,Apr-22,0.0954000,9.54
Loddon - Elmore,May-22,0.0419000,4.19
Loddon - Elmore,Jun-22,0.0718000,7.18
Loddon - Elmore,Jul-22,0.4402000,44.02
Loddon - Elmore,Aug-22,0.2296000,22.96
Loddon - Elmore,Oct-22,0.0352000,3.52
Loddon - Elmore,Mar-23,0.0366000,3.66
Loddon - Elmore,Apr-23,0.0148000,1.48
Loddon - Elmore,May-23,0.0346000,3.46
Loganlea - Carbrook,Jan-22,0.0041000,0.41
Loganlea - Carbrook,Feb-22,0.0030000,0.3
Loganlea - Carbrook,Mar-22,0.0164000,1.64
Loganlea - Carbrook,Apr-22,0.0494000,4.94
Loganlea - Carbrook,May-22,0.0632000,6.32
Loganlea - Carbrook,Jun-22,0.1857000,18.57
Loganlea - Carbrook,Jul-22,0.2262000,22.62
Loganlea - Carbrook,Aug-22,0.1576000,15.76
Loganlea - Carbrook,Sep-22,0.0893000,8.93
Loganlea - Carbrook,Oct-22,0.0345000,3.45
Loganlea - Carbrook,Nov-22,0.0215000,2.15
Loganlea - Carbrook,Dec-22,0.0020000,0.2
Loganlea - Carbrook,Jan-23,0.0014000,0.14
Loganlea - Carbrook,Mar-23,0.0010000,0.1
Loganlea - Carbrook,Apr-23,0.0390000,3.9
Loganlea - Carbrook,May-23,0.1058000,10.58
Lord Howe Island,Jan-22,0.0924000,9.24
Lord Howe Island,Feb-22,0.0787000,7.87
Lord Howe Island,Apr-22,0.0537000,5.37
Lord Howe Island,May-22,0.1933000,19.33
Lord Howe Island,Jun-22,0.0973000,9.73
Lord Howe Island,Jul-22,0.0856000,8.56
Lord Howe Island,Aug-22,0.3882000,38.82
Lord Howe Island,Sep-22,0.0108000,1.08
Lower Hunter,Feb-22,0.0060000,0.6
Lower Hunter,Apr-22,0.0186000,1.86
Lower Hunter,May-22,0.1084000,10.84
Lower Hunter,Jun-22,0.2344000,23.44
Lower Hunter,Jul-22,0.1005000,10.05
Lower Hunter,Aug-22,0.1086000,10.86
Lower Hunter,Sep-22,0.1884000,18.84
Lower Hunter,Oct-22,0.0537000,5.37
Lower Hunter,Nov-22,0.0091000,0.91
Lower Hunter,Dec-22,0.0068000,0.68
Lower Hunter,Jan-23,0.0202000,2.02
Lower Hunter,Apr-23,0.0670000,6.7
Lower Hunter,May-23,0.0783000,7.83
Lower Murray,Jul-22,0.3051000,30.51
Lower Murray,Aug-22,0.3191000,31.91
Lower Murray,Sep-22,0.2550000,25.5
Lower Murray,Oct-22,0.0961000,9.61
Lower Murray,Nov-22,0.0084000,0.84
Lower Murray,May-23,0.0163000,1.63
Lower North,Feb-22,0.0031000,0.31
Lower North,Mar-22,0.0035000,0.35
Lower North,Apr-22,0.0132000,1.32
Lower North,May-22,0.0283000,2.83
Lower North,Jun-22,0.2371000,23.71
Lower North,Jul-22,0.2869000,28.69
Lower North,Aug-22,0.2077000,20.77
Lower North,Sep-22,0.0878000,8.78
Lower North,Oct-22,0.0699000,6.99
Lower North,Nov-22,0.0084000,0.84
Lower North,Dec-22,0.0004000,0.04
Lower North,Jan-23,0.0069000,0.69
Lower North,Feb-23,0.0022000,0.22
Lower North,Mar-23,0.0014000,0.14
Lower North,Apr-23,0.0123000,1.23
Lower North,May-23,0.0307000,3.07
Macedon Ranges,Feb-22,0.0062000,0.62
Macedon Ranges,Mar-22,0.0180000,1.8
Macedon Ranges,Apr-22,0.0265000,2.65
Macedon Ranges,May-22,0.1120000,11.2
Macedon Ranges,Jun-22,0.1372000,13.72
Macedon Ranges,Jul-22,0.3090000,30.9
Macedon Ranges,Aug-22,0.1787000,17.87
Macedon Ranges,Sep-22,0.0535000,5.35
Macedon Ranges,Oct-22,0.0394000,3.94
Macedon Ranges,Nov-22,0.0058000,0.58
Macedon Ranges,Dec-22,0.0010000,0.1
Macedon Ranges,Jan-23,0.0003000,0.03
Macedon Ranges,Mar-23,0.0130000,1.3
Macedon Ranges,Apr-23,0.0023000,0.23
Macedon Ranges,May-23,0.0970000,9.7
Mackay,Jan-22,0.0013000,0.13
Mackay,Feb-22,0.0109000,1.09
Mackay,Mar-22,0.0170000,1.7
Mackay,Apr-22,0.0330000,3.3
Mackay,May-22,0.0907000,9.07
Mackay,Jun-22,0.1359000,13.59
Mackay,Jul-22,0.2072000,20.72
Mackay,Aug-22,0.1254000,12.54
Mackay,Sep-22,0.0917000,9.17
Mackay,Oct-22,0.0463000,4.63
Mackay,Nov-22,0.0213000,2.13
Mackay,Dec-22,0.0320000,3.2
Mackay,Jan-23,0.0230000,2.3
Mackay,Feb-23,0.0026000,0.26
Mackay,Mar-23,0.0246000,2.46
Mackay,Apr-23,0.0292000,2.92
Mackay,May-23,0.1081000,10.81
Maitland,Apr-22,0.3332000,33.32
Maitland,May-22,0.0557000,5.57
Maitland,Jun-22,0.1404000,14.04
Maitland,Jul-22,0.1072000,10.72
Maitland,Aug-22,0.0222000,2.22
Maitland,Apr-23,0.3413000,34.13
Mandurah,Jan-22,0.0227000,2.27
Mandurah,Feb-22,0.0150000,1.5
Mandurah,Mar-22,0.0297000,2.97
Mandurah,Apr-22,0.0445000,4.45
Mandurah,May-22,0.1073000,10.73
Mandurah,Jun-22,0.1545000,15.45
Mandurah,Jul-22,0.1720000,17.2
Mandurah,Aug-22,0.1598000,15.98
Mandurah,Sep-22,0.0690000,6.9
Mandurah,Oct-22,0.0344000,3.44
Mandurah,Nov-22,0.0248000,2.48
Mandurah,Dec-22,0.0222000,2.22
Mandurah,Jan-23,0.0275000,2.75
Mandurah,Feb-23,0.0046000,0.46
Mandurah,Mar-23,0.0194000,1.94
Mandurah,Apr-23,0.0266000,2.66
Mandurah,May-23,0.0660000,6.6
Manjimup,Jan-22,0.0096000,0.96
Manjimup,Feb-22,0.0183000,1.83
Manjimup,Mar-22,0.0316000,3.16
Manjimup,Apr-22,0.0510000,5.1
Manjimup,May-22,0.1289000,12.89
Manjimup,Jun-22,0.1038000,10.38
Manjimup,Jul-22,0.1499000,14.99
Manjimup,Aug-22,0.1225000,12.25
Manjimup,Sep-22,0.0688000,6.88
Manjimup,Oct-22,0.0611000,6.11
Manjimup,Nov-22,0.0443000,4.43
Manjimup,Dec-22,0.0180000,1.8
Manjimup,Jan-23,0.0171000,1.71
Manjimup,Feb-23,0.0059000,0.59
Manjimup,Mar-23,0.0312000,3.12
Manjimup,Apr-23,0.0426000,4.26
Manjimup,May-23,0.0954000,9.54
Manly,Jan-22,0.0296000,2.96
Manly,Mar-22,0.0032000,0.32
Manly,Apr-22,0.0480000,4.8
Manly,May-22,0.1121000,11.21
Manly,Jun-22,0.1820000,18.2
Manly,Jul-22,0.1893000,18.93
Manly,Aug-22,0.0691000,6.91
Manly,Sep-22,0.0829000,8.29
Manly,Oct-22,0.0296000,2.96
Manly,Nov-22,0.0583000,5.83
Manly,Dec-22,0.0093000,0.93
Manly,Jan-23,0.0073000,0.73
Manly,Feb-23,0.0057000,0.57
Manly,Mar-23,0.0179000,1.79
Manly,Apr-23,0.0415000,4.15
Manly,May-23,0.1141000,11.41
Manningham - East,Feb-22,0.0054000,0.54
Manningham - East,Apr-22,0.0710000,7.1
Manningham - East,May-22,0.1079000,10.79
Manningham - East,Jun-22,0.1415000,14.15
Manningham - East,Jul-22,0.2127000,21.27
Manningham - East,Aug-22,0.1213000,12.13
Manningham - East,Sep-22,0.0957000,9.57
Manningham - East,Oct-22,0.0593000,5.93
Manningham - East,Nov-22,0.0419000,4.19
Manningham - East,Dec-22,0.0036000,0.36
Manningham - East,Jan-23,0.0013000,0.13
Manningham - East,Feb-23,0.0014000,0.14
Manningham - East,Mar-23,0.0006000,0.06
Manningham - East,Apr-23,0.0084000,0.84
Manningham - East,May-23,0.1280000,12.8
Manningham - West,Apr-22,0.0155000,1.55
Manningham - West,May-22,0.0494000,4.94
Manningham - West,Jun-22,0.1266000,12.66
Manningham - West,Jul-22,0.4023000,40.23
Manningham - West,Aug-22,0.2839000,28.39
Manningham - West,Sep-22,0.0604000,6.04
Manningham - West,Oct-22,0.0508000,5.08
Manningham - West,Nov-22,0.0032000,0.32
Manningham - West,Jan-23,0.0079000,0.79
Maribyrnong,Jan-22,0.0023000,0.23
Maribyrnong,Mar-22,0.0262000,2.62
Maribyrnong,Apr-22,0.0254000,2.54
Maribyrnong,May-22,0.1144000,11.44
Maribyrnong,Jun-22,0.2387000,23.87
Maribyrnong,Jul-22,0.1644000,16.44
Maribyrnong,Aug-22,0.1419000,14.19
Maribyrnong,Sep-22,0.1304000,13.04
Maribyrnong,Oct-22,0.0168000,1.68
Maribyrnong,Nov-22,0.0101000,1.01
Maribyrnong,Dec-22,0.0147000,1.47
Maribyrnong,Jan-23,0.0138000,1.38
Maribyrnong,Feb-23,0.0001000,0.01
Maribyrnong,Mar-23,0.0227000,2.27
Maribyrnong,Apr-23,0.0154000,1.54
Maribyrnong,May-23,0.0627000,6.27
Marion,Jan-22,0.0003000,0.03
Marion,Feb-22,0.0009000,0.09
Marion,Mar-22,0.0081000,0.81
Marion,Apr-22,0.0652000,6.52
Marion,May-22,0.0742000,7.42
Marion,Jun-22,0.1351000,13.51
Marion,Jul-22,0.2845000,28.45
Marion,Aug-22,0.1146000,11.46
Marion,Sep-22,0.0566000,5.66
Marion,Oct-22,0.0936000,9.36
Marion,Nov-22,0.0115000,1.15
Marion,Dec-22,0.0061000,0.61
Marion,Jan-23,0.0381000,3.81
Marion,Feb-23,0.0200000,2
Marion,Mar-23,0.0256000,2.56
Marion,Apr-23,0.0133000,1.33
Marion,May-23,0.0523000,5.23
Maroochy,Jan-22,0.0008000,0.08
Maroochy,Feb-22,0.0061000,0.61
Maroochy,Mar-22,0.0113000,1.13
Maroochy,Apr-22,0.0201000,2.01
Maroochy,May-22,0.1157000,11.57
Maroochy,Jun-22,0.1616000,16.16
Maroochy,Jul-22,0.2561000,25.61
Maroochy,Aug-22,0.1740000,17.4
Maroochy,Sep-22,0.1104000,11.04
Maroochy,Oct-22,0.0387000,3.87
Maroochy,Nov-22,0.0153000,1.53
Maroochy,Dec-22,0.0020000,0.2
Maroochy,Jan-23,0.0006000,0.06
Maroochy,Feb-23,0.0008000,0.08
Maroochy,Mar-23,0.0081000,0.81
Maroochy,Apr-23,0.0179000,1.79
Maroochy,May-23,0.0605000,6.05
Maroondah,Jan-22,0.0072000,0.72
Maroondah,Feb-22,0.0048000,0.48
Maroondah,Mar-22,0.0336000,3.36
Maroondah,Apr-22,0.0034000,0.34
Maroondah,May-22,0.0706000,7.06
Maroondah,Jun-22,0.2324000,23.24
Maroondah,Jul-22,0.2864000,28.64
Maroondah,Aug-22,0.1503000,15.03
Maroondah,Sep-22,0.0897000,8.97
Maroondah,Oct-22,0.0519000,5.19
Maroondah,Nov-22,0.0015000,0.15
Maroondah,Dec-22,0.0014000,0.14
Maroondah,Jan-23,0.0171000,1.71
Maroondah,Feb-23,0.0001000,0.01
Maroondah,Mar-23,0.0067000,0.67
Maroondah,Apr-23,0.0098000,0.98
Maroondah,May-23,0.0332000,3.32
Marrickville - Sydenham - Petersham,Jan-22,0.0020000,0.2
Marrickville - Sydenham - Petersham,Feb-22,0.0016000,0.16
Marrickville - Sydenham - Petersham,Mar-22,0.0055000,0.55
Marrickville - Sydenham - Petersham,Apr-22,0.0445000,4.45
Marrickville - Sydenham - Petersham,May-22,0.0599000,5.99
Marrickville - Sydenham - Petersham,Jun-22,0.2429000,24.29
Marrickville - Sydenham - Petersham,Jul-22,0.0526000,5.26
Marrickville - Sydenham - Petersham,Aug-22,0.0900000,9
Marrickville - Sydenham - Petersham,Sep-22,0.0620000,6.2
Marrickville - Sydenham - Petersham,Oct-22,0.0618000,6.18
Marrickville - Sydenham - Petersham,Nov-22,0.0518000,5.18
Marrickville - Sydenham - Petersham,Dec-22,0.0092000,0.92
Marrickville - Sydenham - Petersham,Jan-23,0.0590000,5.9
Marrickville - Sydenham - Petersham,Feb-23,0.0268000,2.68
Marrickville - Sydenham - Petersham,Mar-23,0.0594000,5.94
Marrickville - Sydenham - Petersham,Apr-23,0.0474000,4.74
Marrickville - Sydenham - Petersham,May-23,0.1237000,12.37
Maryborough,Jan-22,0.0068000,0.68
Maryborough,Feb-22,0.0104000,1.04
Maryborough,Mar-22,0.0254000,2.54
Maryborough,Apr-22,0.0348000,3.48
Maryborough,May-22,0.1190000,11.9
Maryborough,Jun-22,0.1636000,16.36
Maryborough,Jul-22,0.1660000,16.6
Maryborough,Aug-22,0.1332000,13.32
Maryborough,Sep-22,0.0809000,8.09
Maryborough,Oct-22,0.0542000,5.42
Maryborough,Nov-22,0.0205000,2.05
Maryborough,Dec-22,0.0230000,2.3
Maryborough,Jan-23,0.0148000,1.48
Maryborough,Feb-23,0.0007000,0.07
Maryborough,Mar-23,0.0244000,2.44
Maryborough,Apr-23,0.0405000,4.05
Maryborough,May-23,0.0819000,8.19
Maryborough - Pyrenees,Mar-22,0.0030000,0.3
Maryborough - Pyrenees,Apr-22,0.0262000,2.62
Maryborough - Pyrenees,May-22,0.0039000,0.39
Maryborough - Pyrenees,Jun-22,0.4671000,46.71
Maryborough - Pyrenees,Jul-22,0.0828000,8.28
Maryborough - Pyrenees,Aug-22,0.2562000,25.62
Maryborough - Pyrenees,Sep-22,0.0338000,3.38
Maryborough - Pyrenees,Oct-22,0.0678000,6.78
Maryborough - Pyrenees,Nov-22,0.0592000,5.92
Meander Valley - West Tamar,Feb-22,0.0025000,0.25
Meander Valley - West Tamar,May-22,0.0455000,4.55
Meander Valley - West Tamar,Jun-22,0.1788000,17.88
Meander Valley - West Tamar,Jul-22,0.4299000,42.99
Meander Valley - West Tamar,Aug-22,0.1688000,16.88
Meander Valley - West Tamar,Sep-22,0.0954000,9.54
Meander Valley - West Tamar,Apr-23,0.0036000,0.36
Meander Valley - West Tamar,May-23,0.0756000,7.56
Melbourne City,Jan-22,0.0077000,0.77
Melbourne City,Feb-22,0.0082000,0.82
Melbourne City,Mar-22,0.0155000,1.55
Melbourne City,Apr-22,0.0483000,4.83
Melbourne City,May-22,0.1573000,15.73
Melbourne City,Jun-22,0.1904000,19.04
Melbourne City,Jul-22,0.1141000,11.41
Melbourne City,Aug-22,0.1306000,13.06
Melbourne City,Sep-22,0.0759000,7.59
Melbourne City,Oct-22,0.0462000,4.62
Melbourne City,Nov-22,0.0383000,3.83
Melbourne City,Dec-22,0.0109000,1.09
Melbourne City,Jan-23,0.0242000,2.42
Melbourne City,Feb-23,0.0077000,0.77
Melbourne City,Mar-23,0.0244000,2.44
Melbourne City,Apr-23,0.0386000,3.86
Melbourne City,May-23,0.0617000,6.17
Melton - Bacchus Marsh,Mar-22,0.0307000,3.07
Melton - Bacchus Marsh,Apr-22,0.0316000,3.16
Melton - Bacchus Marsh,May-22,0.0618000,6.18
Melton - Bacchus Marsh,Jun-22,0.1469000,14.69
Melton - Bacchus Marsh,Jul-22,0.3221000,32.21
Melton - Bacchus Marsh,Aug-22,0.0950000,9.5
Melton - Bacchus Marsh,Sep-22,0.0508000,5.08
Melton - Bacchus Marsh,Oct-22,0.0754000,7.54
Melton - Bacchus Marsh,Nov-22,0.0539000,5.39
Melton - Bacchus Marsh,Dec-22,0.0210000,2.1
Melton - Bacchus Marsh,Jan-23,0.0129000,1.29
Melton - Bacchus Marsh,Feb-23,0.0052000,0.52
Melton - Bacchus Marsh,Mar-23,0.0307000,3.07
Melton - Bacchus Marsh,Apr-23,0.0266000,2.66
Melton - Bacchus Marsh,May-23,0.0353000,3.53
Melville,Jan-22,0.0418000,4.18
Melville,Feb-22,0.0243000,2.43
Melville,Mar-22,0.0369000,3.69
Melville,Apr-22,0.0659000,6.59
Melville,May-22,0.1022000,10.22
Melville,Jun-22,0.1180000,11.8
Melville,Jul-22,0.1596000,15.96
Melville,Aug-22,0.1303000,13.03
Melville,Sep-22,0.0663000,6.63
Melville,Oct-22,0.0538000,5.38
Melville,Nov-22,0.0312000,3.12
Melville,Dec-22,0.0198000,1.98
Melville,Jan-23,0.0279000,2.79
Melville,Feb-23,0.0039000,0.39
Melville,Mar-23,0.0231000,2.31
Melville,Apr-23,0.0331000,3.31
Melville,May-23,0.0619000,6.19
Merrylands - Guildford,Jan-22,0.0059000,0.59
Merrylands - Guildford,Apr-22,0.0429000,4.29
Merrylands - Guildford,May-22,0.0573000,5.73
Merrylands - Guildford,Jun-22,0.0241000,2.41
Merrylands - Guildford,Jul-22,0.1535000,15.35
Merrylands - Guildford,Aug-22,0.0195000,1.95
Merrylands - Guildford,Nov-22,0.0144000,1.44
Merrylands - Guildford,Dec-22,0.0464000,4.64
Merrylands - Guildford,Apr-23,0.1478000,14.78
Merrylands - Guildford,May-23,0.4882000,48.82
Mid North,Jan-22,0.0022000,0.22
Mid North,Feb-22,0.0103000,1.03
Mid North,Mar-22,0.1297000,12.97
Mid North,Apr-22,0.0101000,1.01
Mid North,May-22,0.0489000,4.89
Mid North,Jun-22,0.1071000,10.71
Mid North,Jul-22,0.2543000,25.43
Mid North,Aug-22,0.1024000,10.24
Mid North,Sep-22,0.0323000,3.23
Mid North,Oct-22,0.0549000,5.49
Mid North,Nov-22,0.0384000,3.84
Mid North,Dec-22,0.0049000,0.49
Mid North,Jan-23,0.0275000,2.75
Mid North,Feb-23,0.0332000,3.32
Mid North,Mar-23,0.0388000,3.88
Mid North,Apr-23,0.0676000,6.76
Mid North,May-23,0.0375000,3.75
Mid West,Jan-22,0.0360000,3.6
Mid West,Feb-22,0.0282000,2.82
Mid West,Mar-22,0.0321000,3.21
Mid West,Apr-22,0.0583000,5.83
Mid West,May-22,0.1075000,10.75
Mid West,Jun-22,0.1070000,10.7
Mid West,Jul-22,0.1454000,14.54
Mid West,Aug-22,0.1261000,12.61
Mid West,Sep-22,0.0710000,7.1
Mid West,Oct-22,0.0516000,5.16
Mid West,Nov-22,0.0320000,3.2
Mid West,Dec-22,0.0295000,2.95
Mid West,Jan-23,0.0386000,3.86
Mid West,Feb-23,0.0097000,0.97
Mid West,Mar-23,0.0274000,2.74
Mid West,Apr-23,0.0377000,3.77
Mid West,May-23,0.0618000,6.18
Mildura,Jan-22,0.0002000,0.02
Mildura,Feb-22,0.0055000,0.55
Mildura,Mar-22,0.0178000,1.78
Mildura,Apr-22,0.0739000,7.39
Mildura,May-22,0.0586000,5.86
Mildura,Jun-22,0.1181000,11.81
Mildura,Jul-22,0.1633000,16.33
Mildura,Aug-22,0.1221000,12.21
Mildura,Sep-22,0.1299000,12.99
Mildura,Oct-22,0.0919000,9.19
Mildura,Nov-22,0.0333000,3.33
Mildura,Dec-22,0.0058000,0.58
Mildura,Jan-23,0.0464000,4.64
Mildura,Feb-23,0.0019000,0.19
Mildura,Mar-23,0.0101000,1.01
Mildura,Apr-23,0.0301000,3.01
Mildura,May-23,0.0912000,9.12
Mitcham,Feb-22,0.0000000,0
Mitcham,Mar-22,0.0040000,0.4
Mitcham,Apr-22,0.0204000,2.04
Mitcham,May-22,0.0943000,9.43
Mitcham,Jun-22,0.1141000,11.41
Mitcham,Jul-22,0.2255000,22.55
Mitcham,Aug-22,0.1672000,16.72
Mitcham,Sep-22,0.0814000,8.14
Mitcham,Oct-22,0.0735000,7.35
Mitcham,Nov-22,0.0265000,2.65
Mitcham,Dec-22,0.0357000,3.57
Mitcham,Jan-23,0.0239000,2.39
Mitcham,Feb-23,0.0104000,1.04
Mitcham,Mar-23,0.0186000,1.86
Mitcham,Apr-23,0.0194000,1.94
Mitcham,May-23,0.0849000,8.49
Moira,Feb-22,0.0014000,0.14
Moira,Mar-22,0.0046000,0.46
Moira,Apr-22,0.0102000,1.02
Moira,May-22,0.0313000,3.13
Moira,Jun-22,0.1531000,15.31
Moira,Jul-22,0.3203000,32.03
Moira,Aug-22,0.2074000,20.74
Moira,Sep-22,0.0598000,5.98
Moira,Oct-22,0.0312000,3.12
Moira,Nov-22,0.0189000,1.89
Moira,Dec-22,0.0011000,0.11
Moira,Jan-23,0.0067000,0.67
Moira,Mar-23,0.0174000,1.74
Moira,Apr-23,0.0428000,4.28
Moira,May-23,0.0940000,9.4
Monash,Jan-22,0.0034000,0.34
Monash,Feb-22,0.0032000,0.32
Monash,Mar-22,0.0045000,0.45
Monash,Apr-22,0.0427000,4.27
Monash,May-22,0.0831000,8.31
Monash,Jun-22,0.1917000,19.17
Monash,Jul-22,0.2140000,21.4
Monash,Aug-22,0.1773000,17.73
Monash,Sep-22,0.1474000,14.74
Monash,Oct-22,0.0259000,2.59
Monash,Nov-22,0.0193000,1.93
Monash,Dec-22,0.0033000,0.33
Monash,Jan-23,0.0122000,1.22
Monash,Feb-23,0.0008000,0.08
Monash,Mar-23,0.0184000,1.84
Monash,Apr-23,0.0117000,1.17
Monash,May-23,0.0412000,4.12
Moree - Narrabri,Feb-22,0.0007000,0.07
Moree - Narrabri,Mar-22,0.0122000,1.22
Moree - Narrabri,Apr-22,0.1370000,13.7
Moree - Narrabri,May-22,0.0210000,2.1
Moree - Narrabri,Jun-22,0.0912000,9.12
Moree - Narrabri,Jul-22,0.0674000,6.74
Moree - Narrabri,Aug-22,0.1018000,10.18
Moree - Narrabri,Sep-22,0.0957000,9.57
Moree - Narrabri,Oct-22,0.1203000,12.03
Moree - Narrabri,Nov-22,0.0703000,7.03
Moree - Narrabri,Dec-22,0.0217000,2.17
Moree - Narrabri,Jan-23,0.0454000,4.54
Moree - Narrabri,Feb-23,0.0044000,0.44
Moree - Narrabri,Mar-23,0.0603000,6.03
Moree - Narrabri,Apr-23,0.0662000,6.62
Moree - Narrabri,May-23,0.0845000,8.45
Moreland - North,Jan-22,0.0005000,0.05
Moreland - North,Mar-22,0.0055000,0.55
Moreland - North,Apr-22,0.0264000,2.64
Moreland - North,May-22,0.0488000,4.88
Moreland - North,Jun-22,0.1365000,13.65
Moreland - North,Jul-22,0.1604000,16.04
Moreland - North,Aug-22,0.2879000,28.79
Moreland - North,Sep-22,0.0828000,8.28
Moreland - North,Oct-22,0.1115000,11.15
Moreland - North,Nov-22,0.0026000,0.26
Moreland - North,Dec-22,0.0009000,0.09
Moreland - North,Jan-23,0.0076000,0.76
Moreland - North,Feb-23,0.0001000,0.01
Moreland - North,Mar-23,0.0298000,2.98
Moreland - North,Apr-23,0.0148000,1.48
Moreland - North,May-23,0.0838000,8.38
Mornington Peninsula,Jan-22,0.0013000,0.13
Mornington Peninsula,Feb-22,0.0016000,0.16
Mornington Peninsula,Mar-22,0.0113000,1.13
Mornington Peninsula,Apr-22,0.0252000,2.52
Mornington Peninsula,May-22,0.1088000,10.88
Mornington Peninsula,Jun-22,0.1688000,16.88
Mornington Peninsula,Jul-22,0.2142000,21.42
Mornington Peninsula,Aug-22,0.2001000,20.01
Mornington Peninsula,Sep-22,0.1075000,10.75
Mornington Peninsula,Oct-22,0.0289000,2.89
Mornington Peninsula,Nov-22,0.0106000,1.06
Mornington Peninsula,Dec-22,0.0099000,0.99
Mornington Peninsula,Jan-23,0.0119000,1.19
Mornington Peninsula,Feb-23,0.0008000,0.08
Mornington Peninsula,Mar-23,0.0078000,0.78
Mornington Peninsula,Apr-23,0.0178000,1.78
Mornington Peninsula,May-23,0.0736000,7.36
Mount Druitt,Feb-22,0.0119000,1.19
Mount Druitt,Mar-22,0.0222000,2.22
Mount Druitt,Apr-22,0.0208000,2.08
Mount Druitt,May-22,0.0427000,4.27
Mount Druitt,Jun-22,0.1076000,10.76
Mount Druitt,Jul-22,0.0480000,4.8
Mount Druitt,Aug-22,0.1242000,12.42
Mount Druitt,Sep-22,0.1206000,12.06
Mount Druitt,Oct-22,0.0593000,5.93
Mount Druitt,Nov-22,0.0457000,4.57
Mount Druitt,Dec-22,0.0029000,0.29
Mount Druitt,Jan-23,0.0389000,3.89
Mount Druitt,Feb-23,0.0119000,1.19
Mount Druitt,Mar-23,0.0237000,2.37
Mount Druitt,Apr-23,0.1567000,15.67
Mount Druitt,May-23,0.1630000,16.3
Mt Gravatt,Feb-23,0.0216000,2.16
Mt Gravatt,May-23,0.9784000,97.84
Mudgeeraba - Tallebudgera,Jan-22,0.0014000,0.14
Mudgeeraba - Tallebudgera,Mar-22,0.0080000,0.8
Mudgeeraba - Tallebudgera,Apr-22,0.0126000,1.26
Mudgeeraba - Tallebudgera,May-22,0.0907000,9.07
Mudgeeraba - Tallebudgera,Jun-22,0.2053000,20.53
Mudgeeraba - Tallebudgera,Jul-22,0.1583000,15.83
Mudgeeraba - Tallebudgera,Aug-22,0.1623000,16.23
Mudgeeraba - Tallebudgera,Sep-22,0.1820000,18.2
Mudgeeraba - Tallebudgera,Oct-22,0.0241000,2.41
Mudgeeraba - Tallebudgera,Nov-22,0.0095000,0.95
Mudgeeraba - Tallebudgera,Dec-22,0.0220000,2.2
Mudgeeraba - Tallebudgera,Jan-23,0.0006000,0.06
Mudgeeraba - Tallebudgera,Feb-23,0.0015000,0.15
Mudgeeraba - Tallebudgera,Mar-23,0.0299000,2.99
Mudgeeraba - Tallebudgera,Apr-23,0.0295000,2.95
Mudgeeraba - Tallebudgera,May-23,0.0623000,6.23
Mundaring,Jan-22,0.0231000,2.31
Mundaring,Feb-22,0.0198000,1.98
Mundaring,Mar-22,0.0152000,1.52
Mundaring,Apr-22,0.0245000,2.45
Mundaring,May-22,0.0694000,6.94
Mundaring,Jun-22,0.2356000,23.56
Mundaring,Jul-22,0.2085000,20.85
Mundaring,Aug-22,0.1104000,11.04
Mundaring,Sep-22,0.0820000,8.2
Mundaring,Oct-22,0.0225000,2.25
Mundaring,Nov-22,0.0215000,2.15
Mundaring,Dec-22,0.0394000,3.94
Mundaring,Jan-23,0.0215000,2.15
Mundaring,Feb-23,0.0034000,0.34
Mundaring,Mar-23,0.0087000,0.87
Mundaring,Apr-23,0.0282000,2.82
Mundaring,May-23,0.0662000,6.62
Murray and Mallee,Jan-22,0.0000000,0
Murray and Mallee,Feb-22,0.0002000,0.02
Murray and Mallee,Mar-22,0.0056000,0.56
Murray and Mallee,Apr-22,0.0177000,1.77
Murray and Mallee,May-22,0.0703000,7.03
Murray and Mallee,Jun-22,0.1128000,11.28
Murray and Mallee,Jul-22,0.3180000,31.8
Murray and Mallee,Aug-22,0.1981000,19.81
Murray and Mallee,Sep-22,0.0846000,8.46
Murray and Mallee,Oct-22,0.0575000,5.75
Murray and Mallee,Nov-22,0.0098000,0.98
Murray and Mallee,Dec-22,0.0075000,0.75
Murray and Mallee,Jan-23,0.0086000,0.86
Murray and Mallee,Feb-23,0.0068000,0.68
Murray and Mallee,Mar-23,0.0090000,0.9
Murray and Mallee,Apr-23,0.0183000,1.83
Murray and Mallee,May-23,0.0751000,7.51
Murray River - Swan Hill,Jan-22,0.0012000,0.12
Murray River - Swan Hill,Mar-22,0.0223000,2.23
Murray River - Swan Hill,Apr-22,0.0304000,3.04
Murray River - Swan Hill,May-22,0.0279000,2.79
